"district","hour","rev5","rev1","rev2","rev3","rev4"
"001","4am",374.9553,0,249.9702,486.0532,583.2638
"050","4am",472.166,0,361.0681,722.1362,902.6702
"100","4am",333.2936,0,208.3085,472.166,472.166
"120","4am",0,0,0,249.9702,222.1957
"140","4am",569.3766,0,472.166,861.0085,1069.317
"180","4am",486.0532,0,249.9702,402.7298,944.3319
"200","4am",583.2638,0,333.2936,569.3766,680.4745
"240","4am",277.7447,0,236.083,499.9404,499.9404
"260","4am",361.0681,0,402.7298,555.4894,736.0234
"300","4am",0,0,0,0,0
"350","4am",0,0,0,0,0
"360","4am",0,0,0,0,0
"400","4am",0,0,0,0,0
"425","4am",0,0,0,0,194.4213
"450","4am",0,0,0,0,0
"500","4am",0,0,0,263.8575,0
"560","4am",0,0,0,0,0
"600","4am",180.534,0,0,208.3085,0
"625","4am",430.5043,0,249.9702,611.0383,361.0681
"650","4am",0,0,0,0,0
"700","4am",0,0,0,222.1957,0
"750","4am",0,0,0,0,0
"800","4am",305.5192,0,277.7447,402.7298,430.5043
"820","4am",166.6468,0,0,291.6319,0
"840","4am",0,0,0,0,0
"845","4am",0,0,0,0,0
"001","5am",513.8277,0,305.5192,736.0234,861.0085
"050","5am",527.7149,0,541.6021,861.0085,1013.7681
"100","5am",374.9553,0,236.083,555.4894,569.3766
"120","5am",0,0,166.6468,249.9702,291.6319
"140","5am",694.3617,194.4213,541.6021,1152.6404,1360.949
"180","5am",513.8277,0,319.4064,499.9404,1083.2043
"200","5am",680.4745,0,458.2787,708.2489,777.6851
"240","5am",347.1809,0,277.7447,624.9255,694.3617
"260","5am",402.7298,0,444.3915,583.2638,833.2341
"300","5am",0,0,0,0,0
"350","5am",0,0,0,0,0
"360","5am",0,0,0,0,0
"400","5am",0,0,0,0,0
"425","5am",0,0,0,0,194.4213
"450","5am",0,0,0,0,0
"500","5am",0,0,0,333.2936,0
"560","5am",0,0,0,0,0
"600","5am",194.4213,0,0,277.7447,194.4213
"625","5am",541.6021,0,263.8575,666.5872,499.9404
"650","5am",0,0,0,0,0
"700","5am",0,0,0,222.1957,0
"750","5am",0,0,0,0,0
"800","5am",333.2936,0,291.6319,458.2787,513.8277
"820","5am",180.534,0,0,319.4064,0
"840","5am",0,0,0,0,0
"845","5am",0,0,0,0,0
"001","6am",1541.483,208.3085,902.6702,2430.266,2888.5447
"050","6am",930.4447,194.4213,833.2341,1444.2724,1541.483
"100","6am",583.2638,166.6468,458.2787,1027.6553,1083.2043
"120","6am",291.6319,0,236.083,472.166,458.2787
"140","6am",1263.7383,374.9553,1222.0766,2305.2809,2527.4766
"180","6am",680.4745,0,513.8277,722.1362,1347.0617
"200","6am",1069.317,166.6468,874.8958,1444.2724,1402.6107
"240","6am",777.6851,180.534,513.8277,1222.0766,1472.0468
"260","6am",708.2489,0,597.1511,985.9936,1180.4149
"300","6am",194.4213,0,0,319.4064,236.083
"350","6am",0,0,0,0,0
"360","6am",0,0,0,0,0
"400","6am",0,0,180.534,166.6468,0
"425","6am",0,0,0,194.4213,249.9702
"450","6am",0,0,0,0,180.534
"500","6am",402.7298,0,222.1957,611.0383,472.166
"560","6am",0,0,0,0,0
"600","6am",513.8277,0,263.8575,638.8128,680.4745
"625","6am",805.4596,0,444.3915,1041.5426,874.8958
"650","6am",0,0,0,0,0
"700","6am",0,0,166.6468,277.7447,0
"750","6am",0,0,0,0,0
"800","6am",486.0532,0,416.617,597.1511,555.4894
"820","6am",166.6468,0,194.4213,388.8426,194.4213
"840","6am",0,0,0,0,180.534
"845","6am",0,0,0,0,0
"001","7am",3666.2299,361.0681,1860.8894,6290.9171,7707.415
"050","7am",2110.8596,513.8277,1735.9043,3541.2447,3430.1469
"100","7am",1069.317,277.7447,805.4596,1958.1,1874.7766
"120","7am",736.0234,180.534,569.3766,1222.0766,1291.5128
"140","7am",2638.5745,611.0383,2069.1979,4110.6214,4277.2682
"180","7am",985.9936,194.4213,763.7979,1222.0766,1763.6788
"200","7am",2138.6341,638.8128,1819.2277,3194.0639,3110.7405
"240","7am",1319.2873,236.083,1027.6553,2138.6341,2444.1532
"260","7am",1333.1745,194.4213,1097.0915,1791.4532,2346.9426
"300","7am",486.0532,0,305.5192,638.8128,513.8277
"350","7am",0,0,0,0,0
"360","7am",0,0,0,0,166.6468
"400","7am",222.1957,0,208.3085,236.083,388.8426
"425","7am",263.8575,0,249.9702,388.8426,555.4894
"450","7am",277.7447,0,0,319.4064,416.617
"500","7am",819.3468,0,749.9107,1416.4979,1277.6256
"560","7am",0,0,0,291.6319,0
"600","7am",1138.7532,0,763.7979,1791.4532,2041.4234
"625","7am",1305.4,291.6319,694.3617,1777.566,1444.2724
"650","7am",0,0,0,0,0
"700","7am",0,0,194.4213,388.8426,236.083
"750","7am",0,0,0,0,0
"800","7am",680.4745,0,777.6851,1097.0915,874.8958
"820","7am",291.6319,0,319.4064,652.7,291.6319
"840","7am",0,0,222.1957,0,222.1957
"845","7am",180.534,0,0,263.8575,0
"001","8am",5554.8937,513.8277,2888.5447,9818.2747,13720.5875
"050","8am",3430.1469,1013.7681,3416.2596,5471.5703,5999.2852
"100","8am",1638.6936,388.8426,1097.0915,2527.4766,2458.0405
"120","8am",1222.0766,374.9553,916.5575,1916.4383,2194.183
"140","8am",3860.6511,1083.2043,2902.432,5721.5405,6415.9022
"180","8am",1291.5128,277.7447,1041.5426,1666.4681,2180.2958
"200","8am",3124.6277,1097.0915,2749.6724,4763.3214,4985.5171
"240","8am",1944.2128,416.617,1569.2575,3499.583,4055.0724
"260","8am",1999.7617,388.8426,1485.9341,2721.8979,3485.6958
"300","8am",763.7979,249.9702,472.166,958.2192,847.1213
"350","8am",0,0,0,222.1957,0
"360","8am",249.9702,0,0,194.4213,236.083
