"district","hour","occ1","occ2","occ3","occ4","occ5"
"001","4am",1194.3021,291.6319,0,194.4213,0
"050","4am",1541.483,722.1362,0,249.9702,0
"100","4am",1097.0915,236.083,0,208.3085,0
"120","4am",361.0681,0,0,208.3085,0
"140","4am",1944.2128,333.2936,0,749.9107,0
"180","4am",1333.1745,0,0,611.0383,0
"200","4am",1583.1447,361.0681,0,194.4213,0
"240","4am",1166.5277,0,0,305.5192,0
"260","4am",1138.7532,277.7447,0,583.2638,0
"300","4am",222.1957,0,0,0,0
"350","4am",0,0,0,0,0
"360","4am",0,0,0,0,0
"400","4am",0,0,0,0,0
"425","4am",222.1957,0,0,0,0
"450","4am",0,0,0,0,0
"500","4am",486.0532,0,0,0,0
"560","4am",0,0,0,0,0
"600","4am",458.2787,166.6468,0,0,0
"625","4am",1069.317,402.7298,0,236.083,0
"650","4am",0,0,0,0,0
"700","4am",291.6319,0,0,0,0
"750","4am",194.4213,0,0,0,0
"800","4am",985.9936,277.7447,0,0,0
"820","4am",416.617,194.4213,0,0,0
"840","4am",0,0,0,0,0
"845","4am",0,0,0,0,0
"001","5am",1902.5511,291.6319,0,222.1957,0
"050","5am",1930.3256,819.3468,0,249.9702,0
"100","5am",1305.4,263.8575,0,236.083,0
"120","5am",444.3915,0,0,208.3085,0
"140","5am",2721.8979,347.1809,0,777.6851,0
"180","5am",1638.6936,0,0,652.7,0
"200","5am",2027.5362,388.8426,0,194.4213,0
"240","5am",1610.9192,0,0,333.2936,0
"260","5am",1319.2873,291.6319,0,583.2638,0
"300","5am",319.4064,0,0,0,0
"350","5am",0,0,0,0,0
"360","5am",0,0,0,0,0
"400","5am",236.083,0,0,0,0
"425","5am",236.083,0,0,0,0
"450","5am",166.6468,0,0,0,0
"500","5am",611.0383,0,0,0,0
"560","5am",0,0,0,0,0
"600","5am",597.1511,166.6468,0,0,0
"625","5am",1374.8362,416.617,0,236.083,0
"650","5am",0,0,0,0,0
"700","5am",374.9553,0,0,0,0
"750","5am",180.534,0,0,0,0
"800","5am",1138.7532,291.6319,0,166.6468,0
"820","5am",472.166,194.4213,0,0,0
"840","5am",208.3085,0,0,0,0
"845","5am",0,0,0,0,0
"001","6am",7179.7001,347.1809,0,374.9553,0
"050","6am",3527.3575,972.1064,0,319.4064,0
"100","6am",2666.349,305.5192,0,291.6319,0
"120","6am",1041.5426,208.3085,0,236.083,0
"140","6am",6179.8193,472.166,0,916.5575,0
