"district","hour","sex1","sex2"
"001","4am",50.22222,49.77778
"050","4am",47.16126,52.83874
"100","4am",46.38103,53.61897
"120","4am",47.14734,52.85266
"140","4am",46.7298,53.2702
"180","4am",46.19068,53.80932
"200","4am",48.50815,51.49185
"240","4am",46.60237,53.39763
"260","4am",47.6784,52.3216
"300","4am",48.82366,51.17634
"350","4am",48.36528,51.63472
"360","4am",49.3,50.7
"400","4am",49.93395,50.06605
"425","4am",48.02218,51.97782
"450","4am",49.79044,50.20956
"500","4am",48.45155,51.54845
"560","4am",48.60075,51.39925
"600","4am",48.06867,51.93133
"625","4am",47.10442,52.89558
"650","4am",45.07422,54.92578
"700","4am",48.69615,51.30385
"750","4am",50.19305,49.80695
"800","4am",47.83294,52.16706
"820","4am",46.76787,53.23213
"840","4am",50.26576,49.73424
"845","4am",49.10432,50.89568
"001","5am",51.44429,48.55571
"050","5am",47.08403,52.91597
"100","5am",46.08256,53.91744
"120","5am",46.62034,53.37966
"140","5am",46.95857,53.04143
"180","5am",46.16056,53.83944
"200","5am",48.48113,51.51887
"240","5am",46.75381,53.24619
"260","5am",47.54304,52.45696
"300","5am",48.41689,51.58311
"350","5am",47.68519,52.31481
"360","5am",48.77551,51.22449
"400","5am",50.33025,49.66975
"425","5am",47.76568,52.23432
"450","5am",49.57411,50.42589
"500","5am",48.3822,51.6178
"560","5am",48.56322,51.43678
"600","5am",48.29787,51.70213
"625","5am",47.44292,52.55708
"650","5am",45.04749,54.95251
"700","5am",48.18861,51.81139
"750","5am",49.85075,50.14925
"800","5am",47.23779,52.76221
"820","5am",46.48241,53.51759
"840","5am",49.84448,50.15552
"845","5am",47.99107,52.00893
"001","6am",50.49684,49.50316
"050","6am",46.94992,53.05008
"100","6am",46.32696,53.67304
"120","6am",46.66667,53.33333
"140","6am",47.3714,52.6286
"180","6am",46.59757,53.40243
"200","6am",48.56532,51.43468
"240","6am",46.9448,53.0552
"260","6am",47.31972,52.68028
"300","6am",47.46667,52.53333
"350","6am",47.34043,52.65957
"360","6am",47.7221,52.2779
"400","6am",51.33615,48.66385
"425","6am",46.87246,53.12754
"450","6am",49.21947,50.78053
"500","6am",48.44671,51.55329
"560","6am",48.34025,51.65975
"600","6am",47.23247,52.76753
"625","6am",47.39751,52.60249
"650","6am",45.02165,54.97835
"700","6am",47.00062,52.99938
"750","6am",49.07508,50.92492
"800","6am",46.54655,53.45345
"820","6am",46.19318,53.80682
"840","6am",49.43231,50.56769
"845","6am",47.98535,52.01465
"001","7am",48.44398,51.55602
"050","7am",46.89383,53.10617
"100","7am",46.08355,53.91645
"120","7am",46.58869,53.41131
"140","7am",47.21007,52.78993
"180","7am",47.95613,52.04387
"200","7am",48.14926,51.85074
"240","7am",46.76471,53.23529
"260","7am",47.67518,52.32482
"300","7am",47.55857,52.44143
"350","7am",48.89241,51.10759
"360","7am",48.19444,51.80556
"400","7am",51.27334,48.72666
"425","7am",46.74877,53.25123
"450","7am",48.40426,51.59574
"500","7am",49.01434,50.98566
"560","7am",49.51574,50.48426
"600","7am",45.0194,54.9806
"625","7am",47.79271,52.20729
"650","7am",44.13919,55.86081
"700","7am",46.76724,53.23276
"750","7am",49.01478,50.98522
"800","7am",46.49533,53.50467
"820","7am",47.20975,52.79025
"840","7am",50.94716,49.05284
"845","7am",48.48901,51.51099
"001","8am",46.35286,53.64714
"050","8am",47.29109,52.70891
"100","8am",46.62162,53.37838
"120","8am",47.82878,52.17122
"140","8am",46.03553,53.96447
"180","8am",49.08688,50.91312
"200","8am",48.07636,51.92364
"240","8am",46.55887,53.44113
"260","8am",47.40889,52.59111
"300","8am",47.48534,52.51466
"350","8am",50.34483,49.65517
"360","8am",50,50
"400","8am",51.68317,48.31683
"425","8am",45.85915,54.14085
"450","8am",49.54853,50.45147
"500","8am",48.78957,51.21043
"560","8am",49.79973,50.20027
"600","8am",43.32669,56.67331
"625","8am",47.51196,52.48804
"650","8am",44.85777,55.14223
"700","8am",47.79582,52.20418
"750","8am",49.73404,50.26596
"800","8am",46.40235,53.59765
"820","8am",47.84689,52.15311
"840","8am",52.5974,47.4026
"845","8am",47.57953,52.42047
"001","9am",46.06632,53.93368
"050","9am",47.02848,52.97152
"100","9am",46.18529,53.81471
"120","9am",48.5574,51.4426
"140","9am",46.15585,53.84415
"180","9am",50.39194,49.60806
"200","9am",48.11644,51.88356
"240","9am",46.70284,53.29716
"260","9am",47.26905,52.73095
"300","9am",47.1519,52.8481
"350","9am",49.20635,50.79365
"360","9am",51.33438,48.66562
"400","9am",54.23729,45.76271
"425","9am",45.31067,54.68933
"450","9am",49.76359,50.23641
"500","9am",49.44708,50.55292
"560","9am",51.1855,48.8145
"600","9am",43.87464,56.12536
"625","9am",47.277,52.723
"650","9am",43.47826,56.52174
"700","9am",47.38114,52.61886
"750","9am",51.24654,48.75346
"800","9am",46.45631,53.54369
"820","9am",47.50693,52.49307
"840","9am",53.55505,46.44495
"845","9am",48.0226,51.9774
"001","10am",46.39498,53.60502
"050","10am",47.30539,52.69461
"100","10am",46.28702,53.71298
"120","10am",48.19427,51.80573
"140","10am",46.42122,53.57878
"180","10am",50.74971,49.25029
"200","10am",48.62822,51.37178
"240","10am",45.96841,54.03159
"260","10am",47.2449,52.7551
"300","10am",47.41874,52.58126
"350","10am",50.36364,49.63636
"360","10am",52.25806,47.74194
"400","10am",54.1573,45.8427
"425","10am",45.29201,54.70799
"450","10am",50.42424,49.57576
"500","10am",49.69774,50.30226
"560","10am",51.75953,48.24047
