"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92";"18901.92"
"4am";" 50.88";" 25.44";"  0.00";"127.20";" 12.72";" 12.72";" 89.04";" 12.72";"  0.00";" 25.44";" 50.88";"139.92";" 76.32";"  0.00";" 25.44";"  0.00";" 12.72";"  0.00";"  0.00";"  0.00";"  0.00";" 38.16";"  0.00";"  0.00";"  0.00";" 12.72";"  0.00";"  0.00";"  0.00"
"5am";" 50.88";" 25.44";" 25.44";"127.20";" 12.72";" 12.72";" 89.04";" 12.72";"  0.00";" 25.44";" 50.88";"139.92";" 89.04";"  0.00";" 25.44";"  0.00";" 12.72";"  0.00";"  0.00";"  0.00";"  0.00";" 38.16";"  0.00";"  0.00";"  0.00";" 12.72";" 12.72";"  0.00";"  0.00"
"6am";" 50.88";" 25.44";"  0.00";"165.36";" 12.72";" 12.72";"101.76";" 12.72";"  0.00";" 25.44";" 50.88";"139.92";" 76.32";"  0.00";" 25.44";" 12.72";" 12.72";"  0.00";"  0.00";"  0.00";"  0.00";" 38.16";"  0.00";"  0.00";"  0.00";" 12.72";"  0.00";"  0.00";" 12.72"
"7am";" 89.04";" 38.16";" 12.72";"178.08";" 12.72";" 12.72";" 89.04";" 25.44";"  0.00";" 50.88";" 76.32";"203.52";"165.36";" 12.72";" 25.44";" 12.72";" 25.44";"  0.00";"  0.00";"  0.00";" 12.72";" 50.88";"  0.00";"  0.00";"  0.00";" 12.72";"  0.00";"  0.00";" 76.32"
"8am";"216.24";" 89.04";" 25.44";"381.60";" 38.16";" 12.72";"254.40";" 63.60";" 12.72";"114.48";"152.64";"368.88";"305.28";" 12.72";" 25.44";" 38.16";" 12.72";" 12.72";"  0.00";"  0.00";" 25.44";" 89.04";" 12.72";"  0.00";"  0.00";" 25.44";" 12.72";"  0.00";"165.36"
"9am";" 534.24";" 139.92";"  38.16";"1043.04";" 101.76";"  38.16";" 457.92";" 114.48";"  12.72";" 305.28";" 368.88";" 903.12";" 636.00";"  89.04";"  50.88";"  63.60";"  38.16";"  12.72";"  12.72";"   0.00";"   0.00";" 139.92";"  12.72";"   0.00";"  12.72";"  38.16";"   0.00";"  12.72";" 241.68"
"10am";" 597.84";" 330.72";" 114.48";"1946.16";" 101.76";"  38.16";" 470.64";" 139.92";"  38.16";" 394.32";" 585.12";"1475.52";" 775.92";"  76.32";"  50.88";"  50.88";"   0.00";"  76.32";"   0.00";"   0.00";"   0.00";"  76.32";"  12.72";"  12.72";"   0.00";"  50.88";"  12.72";"   0.00";" 368.88"
"11am";" 470.64";" 178.08";"  38.16";"1577.28";"  76.32";"  12.72";" 305.28";" 114.48";"  12.72";" 216.24";" 368.88";"1004.88";" 496.08";"  38.16";"  63.60";"  25.44";"   0.00";"  38.16";"   0.00";"   0.00";"  38.16";"  76.32";"  25.44";"   0.00";"   0.00";"   0.00";"  12.72";"   0.00";" 407.04"
"12am";" 445.20";" 216.24";"  63.60";"1551.84";"  50.88";"  50.88";" 343.44";" 178.08";"   0.00";" 178.08";" 508.80";" 954.00";" 419.76";"  38.16";"  50.88";"  12.72";"   0.00";"  38.16";"   0.00";"   0.00";"  12.72";"  38.16";"  25.44";"  12.72";"   0.00";"   0.00";"  25.44";"   0.00";" 432.48"
