"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608";"3295.688608"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"6am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7am";"928.8475";"  0.0000";"323.3765";"  0.0000";"123.8463";"  0.0000";"  0.0000";"151.3677";"344.0176";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"8am";"1389.8311";"   0.0000";" 577.9496";"   0.0000";" 158.2481";"   0.0000";" 110.0856";" 192.6499";" 619.2317";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"1568.7203";"   0.0000";" 619.2317";"   0.0000";" 158.2481";"   0.0000";" 110.0856";" 192.6499";" 667.3941";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"1554.9596";"   0.0000";" 612.3513";"   0.0000";" 158.2481";"   0.0000";" 110.0856";" 192.6499";" 646.7531";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"1437.9936";"   0.0000";" 605.4710";"   0.0000";" 158.2481";"   0.0000";" 103.2053";" 185.7695";" 612.3513";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"12am";"1534.3185";"   0.0000";" 481.6246";"   0.0000";" 144.4874";"   0.0000";" 103.2053";" 158.2481";" 605.4710";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"1pm";"1589.3613";"   0.0000";" 447.2229";"   0.0000";" 137.6070";"   0.0000";" 103.2053";" 185.7695";" 646.7531";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
