"district","hour","cs1","cs2","cs3","cs4","cs5"
"101","4am",111.9084,265.2141,1002.272,1233.7621,654.011
"102","4am",313.4829,165.7544,862.1131,1566.8397,825.4123
"103","4am",202.9973,666.2679,1523.8908,1190.6595,809.0555
"104","4am",263.5335,383.0718,982.6439,1710.0727,871.2789
"105","4am",154.3181,474.4145,1046.1253,1937.9682,1158.3914
"106","4am",308.5382,217.9781,1070.713,1003.7063,886.7668
"107","4am",0,1150.5794,2631.3657,1937.0447,1145.5076
"108","4am",180.4905,503.6238,1391.1766,1948.6585,1276.1054
"109","4am",260.8833,1063.2204,1639.3533,519.2685,147.4207
"110","4am",140.3917,273.5476,706.9671,1371.3692,826.6103
"111","4am",334.6354,988.2819,2029.2409,1828.9184,880.9093
"112","4am",201.8942,390.5821,1048.8353,1071.1505,674.0954
"113","4am",264.6061,418.1163,1439.4464,1477.9899,954.6779
"114","4am",110.9181,458.8761,1062.4924,302.8441,224.0575
"115","4am",204.6961,247.6741,1146.5293,1567.7802,950.5073
"116","4am",546.4786,1066.6794,1438.9213,274.6635,151.3711
"117","4am",462.4674,1204.8895,2158.8708,623.6694,197.5868
"118","4am",129.3361,773.276,1082.8941,1118.6466,449.0716
"119","4am",121.4569,725.4477,1400.1529,584.2493,98.3648
"120","4am",499.6741,1066.2346,2783.6349,1173.6966,329.6859
"121","4am",62.6534,557.4215,826.0424,705.5094,242.4928
"122","4am",285.3735,2234.229,2731.4247,1776.6002,291.7825
"123","4am",120.4558,659.5246,1683.1194,759.508,239.7825
"124","4am",218.275,845.1327,1228.5431,1413.3925,417.6476
"125","4am",203.7348,1022.5016,812.2231,1139.5615,443.4832
"126","4am",159.1366,628.6342,1117.5771,625.4905,342.8389
"127","4am",56.3739,264.7605,670.6237,1279.3483,486.0421
"128","4am",155.9425,740.0323,1170.7085,1752.2273,435.5961
"129","4am",181.8286,564.8676,1581.9,1438.0079,1102.2142
"130","4am",100.7378,602.7489,1194.4563,1934.5049,1370.2395
"131","4am",259.8336,392.9636,958.2884,1267.4068,679.5811
"132","4am",370.9257,979.8633,1999.425,1729.601,793.4605
