"district","hour","cs1","cs2","cs3","cs4","cs5"
"101","4am",3.425242,8.117554,30.67709,37.762437,20.017675
"102","4am",8.396258,4.43953,23.09065,41.965896,22.107665
"103","4am",4.621062,15.167026,34.69009,27.104358,18.417465
"104","4am",6.25881,9.097794,23.33738,40.613508,20.692508
"105","4am",3.234355,9.943259,21.92575,40.617897,24.278738
"106","4am",8.84646,6.249905,30.69967,28.778439,25.425529
"107","4am",0,16.761306,38.33297,28.218303,16.687421
"108","4am",3.405446,9.502238,26.24834,36.766761,24.077211
"109","4am",7.186578,29.288639,45.15943,14.304341,4.061013
"110","4am",4.230085,8.242151,21.30134,41.320167,24.906258
"111","4am",5.520227,16.30294,33.47485,30.170285,14.531695
"112","4am",5.961635,11.533308,30.97054,31.629479,19.905033
"113","4am",5.809343,9.179611,31.60259,32.448802,20.959652
"114","4am",5.137028,21.252251,49.20796,14.025832,10.376932
"115","4am",4.971746,6.015615,27.84739,38.078917,23.086328
"116","4am",15.711924,30.668329,41.37074,7.896909,4.352103
"117","4am",9.95092,25.92563,46.45246,13.419506,4.251479
"118","4am",3.639964,21.762656,30.47638,31.482577,12.638425
"119","4am",4.145751,24.762083,47.79215,19.942484,3.357537
"120","4am",8.537167,18.21712,47.55971,20.053159,5.632839
"121","4am",2.61697,23.282944,34.50297,29.468429,10.128684
"122","4am",3.898859,30.524715,37.31755,24.272451,3.986421
"123","4am",3.478978,19.048245,48.61149,21.935944,6.925346
"124","4am",5.294094,20.498049,29.79738,34.280757,10.129724
"125","4am",5.625696,28.234169,22.42778,31.466524,12.245829
"126","4am",5.537734,21.875602,38.89014,21.766205,11.93032
"127","4am",2.044645,9.602693,24.32309,46.401139,17.628434
"128","4am",3.665349,17.39408,27.5169,41.185205,10.238463
"129","4am",3.734553,11.601739,32.49043,29.53505,22.638228
"130","4am",1.936265,11.585338,22.95845,37.182801,26.337148
"131","4am",7.302648,11.04428,26.93279,35.620591,19.099693
"132","4am",6.315483,16.683421,34.04276,29.448661,13.509676
"133","4am",6.523202,27.172565,45.47789,19.102365,1.723975
"134","4am",3.457069,29.903053,33.79105,27.413851,5.434974
"201","4am",5.192298,12.819496,43.19657,14.277417,24.514224
"202","4am",4.472959,8.693974,50.86497,13.576173,22.391919
"203","4am",3.070734,16.280969,40.08954,20.985356,19.573402
"204","4am",3.205016,12.676584,57.24646,15.398093,11.473845
"205","4am",1.441579,12.599762,50.29978,23.922164,11.736718
"206","4am",2.952739,13.296561,54.01663,19.647268,10.0868
"207","4am",1.911501,7.543061,45.75169,24.811699,19.982045
"208","4am",2.21246,4.769478,58.47379,15.905799,18.638474
"209","4am",5.837381,7.827164,39.37473,22.6473,24.313428
"210","4am",2.643358,10.576258,51.75317,29.0477,5.979515
"211","4am",5.21122,6.360772,47.54422,24.298889,16.584896
"212","4am",3.005852,13.174052,44.52665,19.552939,19.740505
"213","4am",2.436116,17.558559,52.22738,12.821676,14.95627
"214","4am",3.354527,8.468761,58.17695,19.135244,10.864515
"215","4am",4.100727,5.737788,42.59379,35.223666,12.34403
"216","4am",5.12901,10.42443,55.99029,22.116629,6.339641
"217","4am",2.868151,11.853433,48.53713,20.503671,16.237612
"218","4am",5.493929,15.583331,52.33223,18.100441,8.490065
"219","4am",7.228756,14.705027,52.33425,12.216855,13.515112
"220","4am",3.432868,10.157707,49.30042,29.663445,7.445563
"221","4am",5.963356,11.738663,51.35209,22.883143,8.062751
"222","4am",3.690321,9.463618,49.39017,22.826883,14.629005
"223","4am",3.000681,7.845065,57.81791,19.840357,11.495984
"224","4am",2.784077,20.831618,40.31546,28.581722,7.487125
"225","4am",2.721911,13.903476,43.86942,27.056665,12.448526
"226","4am",5.101128,22.069782,45.63852,18.069266,9.121304
"227","4am",2.700994,14.134761,38.10322,36.11265,8.948371
"228","4am",2.283261,10.395169,55.05479,22.562191,9.704584
"229","4am",6.357028,12.40644,45.49502,25.190091,10.551425
"230","4am",1.952602,9.5831,49.28149,24.049921,15.132888
"231","4am",7.0139,8.505139,53.2802,20.325585,10.875174
"232","4am",3.750344,7.690238,50.18335,23.425426,14.950641
"233","4am",3.65869,7.423449,49.65632,25.723018,13.538526
"101","5am",3.342164,7.690489,34.65644,34.77876,19.532153
"102","5am",8.396258,4.43953,23.09065,41.9659,22.107665
"103","5am",4.500114,14.089398,37.08012,26.39495,17.935419
"104","5am",6.25881,9.097794,23.33738,40.61351,20.692508
"105","5am",3.229369,9.45238,23.26612,39.81082,24.241313
"106","5am",8.784907,6.206419,31.87729,27.88276,25.248621
"107","5am",0,16.172408,38.54495,28.45516,16.827489
"108","5am",3.428326,9.56608,26.4247,37.01378,23.567112
"109","5am",7.107817,28.967649,45.76046,14.14757,4.016506
"110","5am",4.255379,7.693477,21.42871,41.56724,25.055188
"111","5am",5.426655,14.673985,36.06724,29.88419,13.947928
"112","5am",5.862447,11.341419,32.11904,31.10323,19.573858
"113","5am",5.734508,9.061361,31.71936,32.79512,20.689652
"114","5am",5.024254,22.981007,48.12769,13.71792,10.149127
"115","5am",4.879268,6.579943,28.51327,37.37062,22.656903
"116","5am",16.262556,31.05835,40.00081,8.17366,4.504625
"117","5am",9.790522,24.548808,48.27452,13.2032,4.18295
"118","5am",3.374205,22.889677,30.30813,31.71231,11.715675
"119","5am",4.04153,22.564658,51.14187,18.97881,3.273131
"120","5am",8.879363,16.601304,47.80376,20.85695,5.85862
"121","5am",2.484097,25.889403,34.55595,27.97221,9.09834
"122","5am",3.705743,29.681238,39.18719,23.0702,4.355631
"123","5am",3.118258,22.653815,46.82771,21.19293,6.207287
"124","5am",5.286135,21.255503,29.96875,33.37511,10.114496
"125","5am",5.732561,27.608966,23.69105,30.48897,12.478449
"126","5am",5.737239,20.918511,40.29122,21.38916,11.663872
"127","5am",2.044645,9.602693,24.32309,46.40114,17.628434
"128","5am",3.491824,17.336696,30.79771,39.23542,9.138357
"129","5am",3.720961,11.102424,32.37218,29.42756,23.376876
"130","5am",1.936265,11.585338,22.95845,37.1828,26.337148
