"district","hour","resarea1","resarea2","resarea3"
"101","4am",0,1.3231127,98.6768873
"102","4am",3.2069129,0,96.7930871
"103","4am",0,0,100
"104","4am",0,0,100
"105","4am",0.3583374,0.8212091,98.8204536
"106","4am",5.1268271,2.9906694,91.8825035
"107","4am",0.5081245,0.6370566,98.8548189
"108","4am",0,0,100
"109","4am",0,0.4828655,99.5171345
"110","4am",1.3090948,0,98.6909052
"111","4am",3.8593792,1.7780938,94.362527
"112","4am",1.6785339,5.2278409,93.0936252
"113","4am",8.2111264,0.2182023,91.5706713
"114","4am",0,0,100
"115","4am",0,1.9439,98.0561
"116","4am",0,2.3698091,97.6301909
"117","4am",0,1.0302312,98.9697688
"118","4am",1.1549268,96.827845,2.0172282
"119","4am",1.865602,98.134398,0
"120","4am",0,99.080193,0.919807
"121","4am",0,100,0
"122","4am",3.9014236,93.8480366,2.2505398
"123","4am",6.0227656,91.642372,2.3348624
"124","4am",0,100,0
"125","4am",0,100,0
"126","4am",0,100,0
"127","4am",100,0,0
"128","4am",0.3658542,99.0945721,0.5395737
"129","4am",0,100,0
"130","4am",100,0,0
"131","4am",100,0,0
"132","4am",99.534107,0,0.465893
"133","4am",0.8756667,97.4361778,1.6881555
"134","4am",1.6364187,98.3635813,0
"201","4am",99.6623665,0,0.3376335
"202","4am",100,0,0
"203","4am",100,0,0
"204","4am",98.5996523,1.4003477,0
"205","4am",100,0,0
"206","4am",99.4503871,0.5496129,0
"207","4am",98.099524,1.3295906,0.5708854
"208","4am",98.7612867,0.7859816,0.4527316
"209","4am",100,0,0
"210","4am",0.3551003,99.6448997,0
"211","4am",0.4692697,99.5307303,0
"212","4am",0,100,0
"213","4am",0,100,0
"214","4am",100,0,0
"215","4am",100,0,0
"216","4am",98.1640413,0,1.8359587
"217","4am",99.4487392,0,0.5512608
"218","4am",0.9632062,99.0367938,0
"219","4am",0.4338309,99.5661691,0
"220","4am",100,0,0
"221","4am",100,0,0
"222","4am",99.7490739,0.2509261,0
"223","4am",1.6716707,98.3283293,0
"224","4am",98.5238794,0.355915,1.1202056
"225","4am",99.7026457,0.2973543,0
"226","4am",5.2585965,94.7414035,0
"227","4am",100,0,0
"228","4am",99.0471592,0.2853881,0.6674526
"229","4am",100,0,0
"230","4am",100,0,0
"231","4am",1.4836494,98.5163506,0
"232","4am",100,0,0
"233","4am",100,0,0
"101","5am",1.5530083,3.520822,94.9261697
"102","5am",3.2069129,0,96.7930871
"103","5am",2.7981152,0,97.2018848
"104","5am",0,0,100
"105","5am",0.3578589,0.8201124,98.8220287
"106","5am",6.2203153,2.9738835,90.8058012
"107","5am",0.5122056,1.2352462,98.2525483
"108","5am",0,0,100
"109","5am",0,1.4457918,98.5542082
"110","5am",1.3155856,0,98.6844144
"111","5am",6.0627539,3.8962625,90.0409836
"112","5am",2.7256087,5.172167,92.1022243
"113","5am",8.1330389,1.1671239,90.6998372
"114","5am",0,1.6939946,98.3060054
