"district","hour","resarea1","resarea2","resarea3"
"101","4am",0,65.2075,4863.1332
"102","4am",153.1837,0,4623.4879
"103","4am",0,0,5198.7341
"104","4am",0,0,4491.0131
"105","4am",19.7398,45.2381,5443.7412
"106","4am",221.9625,129.479,3977.9906
"107","4am",36.4395,45.6857,7089.2469
"108","4am",0,0,6143.815
"109","4am",0,19.8797,4097.1463
"110","4am",52.3446,0,3946.1892
"111","4am",306.6013,141.2574,7496.4579
"112","4am",89.3493,278.2809,4955.4258
"113","4am",508.3432,13.5087,5669.0551
"114","4am",0,0,2812.5125
"115","4am",0,99.8895,5038.7237
"116","4am",0,90.3733,3723.1533
"117","4am",0,53.3598,5126.0409
"118","4am",48.0287,4026.6755,83.8883
"119","4am",58.1063,3056.5076,0
"120","4am",0,7256.8633,67.3688
"121","4am",0,2579.4655,0
"122","4am",324.0631,7795.2791,186.9361
"123","4am",229.2441,3488.1771,88.8717
"124","4am",0,4457.4636,0
"125","4am",0,4078.8699,0
"126","4am",0,3134.6279,0
"127","4am",3167.3288,0,0
"128","4am",17.4175,4717.6713,25.6879
"129","4am",0,5682.9487,0
"130","4am",5724.8853,0,0
"131","4am",4070.731,0,0
"132","4am",6508.3129,0,30.4637
"133","4am",38.2227,4253.0725,73.6877
"134","4am",138.5841,8330.1593,0
"201","4am",8798.492,0,29.8073
"202","4am",6944.563,0,0
"203","4am",5131.1818,0,0
"204","4am",9473.2358,134.5423,0
"205","4am",6168.3406,0,0
"206","4am",12053.3719,66.613,0
"207","4am",15008.1679,203.413,87.3393
"208","4am",8507.3401,67.7048,38.9985
"209","4am",14325.2991,0,0
"210","4am",38.9471,10928.9684,0
"211","4am",82.1834,17430.8573,0
"212","4am",0,5117.0435,0
"213","4am",0,7848.2824,0
"214","4am",10996.3024,0,0
"215","4am",7005.0209,0,0
"216","4am",6820.7045,0,127.5674
"217","4am",12994.0382,0,72.0281
"218","4am",94.4122,9707.4554,0
"219","4am",39.5771,9083.1241,0
"220","4am",9311.859,0,0
"221","4am",6995.8557,0,0
"222","4am",12939.0811,32.5492,0
"223","4am",97.3792,5727.8828,0
"224","4am",16055.6709,58.0007,182.5512
"225","4am",17891.4959,53.3598,0
"226","4am",556.3538,10023.5377,0
"227","4am",5998.9811,0,0
"228","4am",17918.2868,51.6286,120.7466
"229","4am",6974.3056,0,0
"230","4am",8314.2249,0,0
"231","4am",175.5877,11659.2634,0
"232","4am",12467.0433,0,0
"233","4am",10444.9413,0,0
"101","5am",77.7988,176.3775,4755.3783
"102","5am",153.1837,0,4623.4879
"103","5am",148.7702,0,5168.0301
"104","5am",0,0,4491.0131
"105","5am",19.7398,45.2381,5451.1073
"106","5am",270.8244,129.479,3953.5659
"107","5am",36.4395,87.8783,6989.9159
"108","5am",0,0,6108.4434
"109","5am",0,60.1052,4097.1463
"110","5am",52.3446,0,3926.4616
"111","5am",492.3541,316.4141,7312.1964
"112","5am",146.6474,278.2809,4955.4258
"113","5am",508.3432,72.9493,5669.0551
"114","5am",0,48.4648,2812.5125
"115","5am",0,128.2586,5088.3892
"116","5am",0,90.3733,3605.3882
"117","5am",97.3792,53.3598,5104.8011
