"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359";"7128.19359"
"4am";" 932.5144";"1151.7096";"1330.0458";"1039.4108";"1230.9370";" 829.0040";"1437.0859";" 878.5543";" 781.8294";" 804.3382";" 424.7176";" 605.2247";" 419.4673";" 609.4208";" 442.9770";" 625.5907";"1317.4390";" 315.8797";" 847.6725";" 969.0806";"1024.6437";" 613.7643";" 989.9105";" 546.8147";"1531.8942";" 821.8252";" 671.2870";"1382.7682";" 942.9832";" 890.7340"
"5am";" 932.5144";"1151.7096";"1330.0458";"1039.4108";"1230.9370";" 829.0040";"1437.0859";" 878.5543";" 781.8294";" 804.3382";" 424.7176";" 605.2247";" 419.4673";" 609.4208";" 442.9770";" 625.5907";"1317.4390";" 315.8797";" 847.6725";" 969.0806";"1024.6437";" 613.7643";" 989.9105";" 546.8147";"1531.8942";" 821.8252";" 671.2870";"1382.7682";" 942.9832";" 890.7340"
"6am";" 932.5144";"1151.7096";"1330.0458";"1039.4108";"1230.9370";" 829.0040";"1437.0859";" 878.5543";" 781.8294";" 804.3382";" 424.7176";" 605.2247";" 419.4673";" 609.4208";" 442.9770";" 625.5907";"1317.4390";" 315.8797";" 847.6725";" 969.0806";"1024.6437";" 613.7643";" 989.9105";" 533.5798";"1531.8942";" 821.8252";" 780.9457";"1382.7682";" 833.3245";" 890.7340"
"7am";" 932.5144";"1099.0650";"1356.1530";"1039.4108";"1204.8299";" 804.9730";"1437.0859";" 878.5543";" 781.8294";" 804.3382";" 424.7176";" 546.2222";" 419.4673";" 622.6557";" 442.9770";" 712.6392";"1228.1583";" 315.8797";" 847.6725";" 969.0806";"1024.6437";" 609.7493";" 989.9105";" 533.5798";"1531.8942";" 821.8252";" 780.9457";"1382.7682";" 833.3245";" 890.7340"
"8am";" 932.5144";"1136.8497";"1356.1530";"1001.6260";"1204.8299";" 804.9730";"1437.0859";" 878.5543";" 781.8294";" 783.4131";" 487.2206";" 581.6884";" 440.3924";" 612.2219";" 345.0078";" 712.6392";"1302.6942";" 315.8797";" 847.6725";" 904.9786";"1072.3713";" 609.7493";" 978.2543";" 575.6578";"1453.7448";" 821.8252";" 780.9457";"1334.7198";" 833.3245";" 938.7823"
"9am";" 932.5144";"1043.3963";"1439.5340";"1077.2939";"1038.2564";" 839.0631";"1358.8973";" 878.5543";" 840.6317";" 818.4253";" 504.7313";" 553.2063";" 477.1646";" 563.9161";" 385.7730";" 775.9164";"1176.1305";" 230.1549";" 914.9648";" 796.0092";"1212.1951";" 538.5079";" 978.2543";" 596.9497";"1422.4810";" 821.8252";" 807.8398";"1276.5344";" 779.5361";" 948.9194"
"10am";" 857.7125";" 989.9982";"1371.2389";"1130.6921";"1097.0587";" 835.6035";"1351.4018";" 878.5543";" 817.4968";" 818.4253";" 498.5986";" 617.7870";" 502.7259";" 582.8277";" 373.9778";" 673.6304";"1260.5063";" 245.8552";" 786.7608";"1065.6130";"1034.2504";" 535.0204";" 978.2543";" 555.2726";"1568.2927";" 821.8252";" 747.9879";"1251.3391";" 779.5361";"1061.9947"
"11am";" 857.7125";" 931.1410";"1397.3460";"1028.3251";"1155.9159";" 804.9730";"1382.0323";" 878.5543";" 817.4968";" 783.4131";" 419.3928";" 581.2344";" 501.6474";" 510.2966";" 414.3750";" 708.7246";"1302.6942";" 280.8675";" 847.6725";" 904.9786";"1029.8426";" 653.8045";" 967.6195";" 513.1946";"1452.2182";" 821.8252";" 780.9457";"1299.3875";" 833.3245";" 910.8732"
"12am";" 932.5144";"1136.2578";"1304.4846";"1028.3251";"1204.8299";" 804.9730";"1326.0184";" 828.7715";" 788.0955";" 677.4144";" 424.7176";" 615.4196";" 501.6474";" 555.8211";" 414.3750";" 778.5470";"1260.5063";" 305.6848";" 847.6725";" 969.0806";"1036.4098";" 689.4252";"1045.8936";" 550.5134";"1452.2182";" 801.2755";" 780.9457";"1382.7682";" 833.3245";" 890.7340"
"1pm";" 932.5144";" 976.6420";"1286.5274";" 998.4585";"1204.8299";" 804.9730";"1154.9880";" 847.0840";" 792.9180";" 677.4144";" 378.0670";" 522.5161";" 444.5662";" 576.9104";" 439.9363";" 941.7348";"1231.1792";" 305.6848";" 847.6725";" 969.0806";"1153.4045";" 574.1286";"1068.4167";" 496.2611";"1452.2182";" 821.8252";" 780.9457";"1384.2919";" 833.3245";" 798.9739"
