"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562";"98.8212180746562"
"4am";"0.0000000";"0.0000000";"0.1574803";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"5am";"0.0000000";"0.0000000";"0.1572327";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"6am";"0.1328021";"0.1555210";"0.1533742";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1129944";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1567398";"0.0000000";"0.0000000"
"7am";"0.2830189";"1.6339869";"0.4643963";"0.0000000";"0.0000000";"0.1406470";"0.1680672";"0.2971768";"0.8706468";"0.1490313";"0.4518072";"0.0000000";"0.0000000";"0.3018109";"0.1834862";"0.1715266";"0.0000000";"0.0000000";"0.1742160";"0.0000000";"0.0000000"
"8am";"0.3333333";"5.6231003";"1.8080668";"0.8635579";"0.5980861";"0.0000000";"0.9074410";"1.3157895";"1.5098722";"0.4347826";"1.7167382";"0.2053388";"0.0000000";"2.2977023";"0.3906250";"1.1009174";"0.0000000";"0.4477612";"0.1865672";"0.0000000";"0.2070393"
"9am";" 0.8084074";"15.7181572";" 5.8201058";" 1.4362657";" 1.0356732";" 0.7418398";" 0.9523810";" 3.1456954";" 3.6199095";" 0.1494768";" 4.1152263";" 0.0000000";" 0.0000000";" 5.0534500";" 1.8556701";" 1.8832392";" 0.0000000";" 1.5220700";" 0.3929273";" 0.3649635";" 0.6535948"
"10am";" 0.5640612";"23.5145386";" 7.6618230";" 1.9538188";" 2.2067364";" 0.3086420";" 1.9193858";" 3.1932773";" 4.4879171";" 1.0385757";" 4.8275862";" 0.0000000";" 0.0000000";" 6.5527066";" 1.2658228";" 4.0618956";" 0.0000000";" 2.8125000";" 0.7782101";" 0.1879699";" 0.4576659"
"11am";" 0.5957447";"22.4287485";" 7.3011734";" 0.8695652";" 1.2106538";" 0.0000000";" 1.3358779";" 3.0158730";" 3.1578947";" 0.6134969";" 4.6384720";" 0.0000000";" 0.0000000";" 5.1059730";" 1.2145749";" 2.3437500";" 0.0000000";" 1.5455951";" 0.7633588";" 0.0000000";" 0.0000000"
"12am";" 0.4302926";"21.7610063";" 5.2341598";" 0.6825939";" 1.4251781";" 0.6106870";" 0.7448790";" 2.7027027";" 3.5587189";" 0.7496252";" 5.4054054";" 0.4524887";" 0.0000000";" 4.0650407";" 1.1741683";" 2.5390625";" 0.0000000";" 1.2288786";" 1.1450382";" 0.1788909";" 0.0000000"
"1pm";" 1.3136289";"29.6028881";"14.0026420";" 1.7953321";" 2.4881517";" 1.4792899";" 1.2320329";" 5.1495017";" 5.3530752";" 1.5151515";" 6.6576087";" 0.6864989";" 0.2777778";" 8.9184061";" 2.2448980";" 5.1383399";" 0.2331002";" 2.3291925";" 0.6160164";" 0.1821494";" 1.1441648"
"2pm";" 0.9950249";"27.7500000";"13.2885906";" 0.7130125";" 1.8203883";" 1.4641288";" 0.9823183";" 4.4850498";" 4.5506257";" 1.3313609";" 5.5007052";" 0.2257336";" 0.0000000";" 7.9047619";" 1.2000000";" 3.9603960";" 0.0000000";" 1.7160686";" 0.5847953";" 0.1779359";" 0.2227171"
"3pm";" 0.7957560";"18.2451253";" 8.8732394";" 1.1725293";" 1.9801980";" 1.0248902";" 1.7985612";" 1.8092105";" 3.0998852";" 0.5934718";" 3.2998565";" 0.0000000";" 0.0000000";" 5.4054054";" 0.9433962";" 3.0357143";" 0.2159827";" 1.8072289";" 0.1883239";" 0.3430532";" 0.4291845"
"4pm";"0.3416856";"9.1164095";"5.8910162";"0.3062787";"1.1560694";"0.7575758";"0.9983361";"2.1978022";"1.3681592";"0.6420546";"2.6647966";"0.0000000";"0.4319654";"5.0549451";"0.8375209";"2.1996616";"0.0000000";"1.3274336";"0.5181347";"0.1587302";"0.0000000"
"5pm";"0.1259446";"5.3160920";"1.2102874";"0.2936858";"0.7739938";"0.1449275";"0.3164557";"0.9063444";"0.5390836";"0.3086420";"2.4324324";"0.0000000";"0.0000000";"3.1565657";"0.3105590";"0.9230769";"0.0000000";"0.7132668";"0.0000000";"0.0000000";"0.1675042"
"6pm";"0.1262626";"8.6455331";"2.7397260";"0.1485884";"1.2066365";"0.5738881";"0.9230769";"1.3392857";"1.7264276";"0.0000000";"1.4864865";"0.0000000";"0.0000000";"4.0302267";"0.1510574";"0.7645260";"0.0000000";"0.5673759";"0.1577287";"0.2928258";"0.0000000"
"7pm";" 0.1280410";"10.0000000";" 3.2258065";" 0.2941176";" 0.8928571";" 0.0000000";" 0.0000000";" 0.8955224";" 0.1291990";" 0.1508296";" 0.6622517";" 0.0000000";" 0.0000000";" 2.6649746";" 0.0000000";" 0.4518072";" 0.0000000";" 0.2844950";" 0.0000000";" 0.1459854";" 0.0000000"
"8pm";"0.1322751";"2.9275809";"0.6220840";"0.1459854";"0.1552795";"0.0000000";"0.0000000";"0.4310345";"0.0000000";"0.0000000";"0.5398111";"0.0000000";"0.0000000";"0.5141388";"0.2932551";"0.1494768";"0.0000000";"0.1406470";"0.0000000";"0.0000000";"0.0000000"
"9pm";"0.2805049";"0.4815409";"0.3220612";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1424501";"0.0000000";"0.1519757";"0.1375516";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1408451";"0.0000000"
"10pm";"0.0000000";"0.1623377";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.4207574";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"11pm";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1428571";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"12pm";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1432665";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"1am";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1428571";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"2am";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1426534";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
"3am";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.1430615";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000";"0.0000000"
