"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721";"0.687874837768721"
"max";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142";"84.1617783850142"
"4am";"21.441852";"24.972056";"14.408954";"13.810995";"28.323258";"10.692372";"18.411103";"19.953404";"22.764112";"22.105749";"16.799897";"15.307813";"11.013604";"26.969210";"11.229195";"37.095667";"23.921115";"18.483716";"25.054387";"14.683391";"18.763925";"15.370001";"21.654635";"18.100637";"16.510595";"21.374263";"20.694358";"16.631137";"13.967481";"26.400744";"20.985340";"18.978868";"15.832747";"21.123994";"18.801193";"22.186656";"15.800858";"13.122919";"16.267824";"23.465357";"22.276402";"32.202878";"15.399687";"25.376919";"15.209680";"21.330214";"25.946848";" 4.847137";"10.099460";"11.281761";"22.556514";"19.508784"
"5am";"21.646133";"25.186863";"14.889356";"13.996275";"28.312853";"11.119008";"18.966441";"19.251659";"22.320822";"22.303225";"16.492328";"15.461824";"11.283279";"26.371391";"10.664296";"37.967076";"22.728536";"20.239985";"24.223958";"14.813051";"18.464615";"15.995998";"21.571314";"16.885386";"16.850903";"22.624836";"21.581534";"16.766137";"14.031462";"26.797909";"21.175203";"17.133389";"16.303474";"20.741234";"18.801193";"22.788246";"15.800858";"13.218948";"14.599353";"25.168187";"22.206685";"33.003439";"16.069955";"22.603442";"15.770098";"20.569797";"25.560373";" 4.784416";"10.038911";"10.744228";"22.712889";"19.685973"
"6am";"21.310748";"23.893191";"17.326217";"12.751644";"29.090113";"10.475825";"18.524226";"18.998780";"20.655422";"20.885189";"15.397164";"14.350065";"10.638941";"24.960923";"10.344384";"36.492534";"22.973265";"20.231822";"23.331387";"14.730143";"20.806397";"15.129710";"17.128891";"17.160314";"15.180702";"22.944445";"19.780277";"14.874168";"12.835645";"25.806684";"21.261249";"18.195463";"16.168753";"20.479057";"19.222705";"22.095204";"15.282670";"13.163949";"15.667504";"23.669652";"23.098489";"32.064707";"14.098786";"22.192656";"16.194673";"20.757647";"22.311358";" 4.782437";" 9.485992";"11.023637";"22.265262";"18.373594"
"7am";"19.076337";"23.565080";"19.022062";"11.952573";"28.241126";"14.419729";"21.216388";"17.963841";"20.735241";"17.741179";"14.305455";"19.242181";"11.042884";"20.345231";"13.685644";"37.420950";"24.553569";"20.848205";"22.839077";"13.007516";"17.487826";"15.689622";"14.668316";"17.220070";"12.530533";"17.884458";"20.770249";"13.021947";"11.266026";"24.552522";"21.251191";"19.957938";"16.090356";"19.336155";"17.508173";"19.454854";"15.763171";"12.115252";"20.330599";"24.752182";"16.485326";"26.363272";"10.408449";"18.198309";"14.512150";"15.149574";"18.253386";" 6.194848";" 6.588709";"11.384211";"19.973998";"13.905264"
"8am";"24.776645";"20.591224";"16.254510";"14.459116";"25.256919";"19.905628";"23.242085";"19.861192";"18.769700";"16.289140";"19.458112";"20.768252";"12.418483";"15.048832";"16.879056";"30.510081";"25.589066";"19.962359";"19.781770";"12.346565";"13.897475";"19.216734";"14.409986";"15.911557";"15.151289";"12.267402";"18.216601";"11.903788";" 9.631359";"25.965440";"17.201856";"16.414791";"12.514156";"17.520467";"17.661391";"17.204130";"18.480373";"12.924595";"24.222814";"20.170713";"17.422868";"26.729682";" 8.514687";"15.046102";"12.570194";"15.023097";"19.932801";" 8.565022";" 8.094338";" 7.646644";"20.819323";" 8.132922"
"9am";"23.677801";"20.553457";"16.672443";"12.097064";"27.886748";"20.413543";"23.749706";"21.228092";"18.598982";"15.258709";"17.673020";"22.144374";"11.187555";"15.667652";"17.372073";"32.864724";"23.927425";"20.944668";"20.844849";"13.001494";"15.642151";"17.649452";"12.733407";"17.284501";"18.003144";"12.024718";"13.402918";"10.102827";" 9.977303";"27.025919";"23.441538";"15.611692";"14.200801";"17.421160";"17.158953";"20.185648";"16.802880";"13.578388";"23.816377";"20.198287";"17.390362";"24.586749";" 8.199189";"14.684948";"11.914966";"14.908574";"18.721115";" 8.355477";" 9.030589";" 6.345773";"19.419682";" 8.732362"
"10am";"23.087077";"21.000104";"15.076686";"12.069192";"29.161591";"22.273248";"23.684105";"21.590833";"19.241709";"13.891934";"20.049267";"23.155945";"10.832479";"13.581952";"15.819650";"35.105160";"23.799165";"20.793076";"20.604473";"12.663546";"12.702023";"17.041464";"12.567818";"17.290402";"17.668897";"11.137802";"13.718128";" 7.922075";"10.999203";"27.628033";"15.840634";"16.704441";"17.266124";"17.756749";"17.656225";"22.300263";"18.480105";"12.923824";"22.265738";"19.591647";"17.072605";"24.710636";" 8.011271";"13.979855";"13.489050";"15.869453";"17.343772";" 8.700707";"10.587419";" 6.731767";"20.577413";" 9.488295"
"11am";"22.613295";"23.345616";"17.063891";"11.489242";"31.166662";"20.013744";"21.737772";"18.595663";"21.393317";"14.785155";"16.350561";"21.245156";"10.741449";"13.225021";"15.508603";"34.459930";"24.554320";"21.484285";"15.539527";"11.967601";"13.276711";"16.739634";"13.511989";"16.791612";"18.608611";"11.132489";"16.329136";" 9.890895";"11.603540";"23.645159";"12.779949";"15.975632";"16.925147";"18.692990";"16.938260";"20.800437";"16.767876";"10.908552";"24.652076";"21.344947";"15.281819";"28.986647";" 7.944467";"14.342731";"12.478002";"16.751489";"20.869673";" 8.152499";"10.096343";" 5.548059";"22.788984";" 9.895458"
