"variable","code_sec","ressect","poidsp"
"h8","7502","9202",826.160534939424
"h8","7502","9203",1825.37756087219
"h8","7502","9205",1027.62718251165
"h8","7502","9206",1081.78293646371
"h8","7502","9207",133.619480707025
"h8","7502","9208",697.765740520264
"h8","7502","9209",919.417810075603
"h8","7502","9210",799.665994861461
"h8","7502","9211",244.381719451218
"h8","7503","9201",336.910290492393
"h8","7503","9202",263.924092163501
"h8","7503","9203",787.50228544938
"h8","7503","9204",370.375162067735
"h8","7503","9205",603.352679200941
"h8","7503","9206",271.071431270177
"h8","7503","9209",230.124449117333
"h8","7503","9210",302.764819081666
"h8","7503","9212",144.456651494945
"h8","7509","9201",232.246263701851
"h8","7509","9202",608.742152673329
"h8","7509","9203",1821.71702536641
"h8","7509","9204",289.841903971932
"h8","7509","9206",632.688506452041
"h8","7509","9207",243.954679666405
"h8","7509","9208",357.963957709302
"h8","7509","9209",665.378065188368
"h8","7509","9210",1733.83513602321
"h8","7509","9212",878.891902746376
"h8","7510","9203",689.039071898616
"h8","7510","9204",1050.74163036502
"h8","7510","9206",386.367485942657
"h8","7510","9208",776.385976423002
"h8","7510","9209",185.379763386502
"h8","7812","9202",243.289773283312
"h8","7812","9206",814.006184902217
"h8","7812","9207",231.212212357203
"h8","7812","9210",2340.7089855464
"h8","7812","9211",303.865703728928
"h8","7812","9212",1153.45128967182
"h8","9203","9201",1242.49090187936
"h8","9203","9202",1484.34011912454
"h8","9203","9204",777.234755161822
"h8","9203","9205",855.432174001149
"h8","9203","9206",751.835238783313
"h8","9203","9207",589.506661320986
"h8","9203","9208",271.348418043065
"h8","9203","9211",510.620535981343
"h8","9203","9212",1150.30239003828
"h8","9204","9201",1138.74095862876
"h8","9204","9202",508.763748544864
"h8","9204","9205",1334.85525827669
"h8","9204","9206",3039.58177199296
"h8","9204","9207",435.19241602855
"h8","9204","9208",526.334047059768
"h8","9204","9210",431.322794977471
"h8","9205","9201",1323.54867699836
"h8","9205","9202",290.137907221233
"h8","9205","9203",1428.63745553672
"h8","9205","9204",801.596160058041
"h8","9205","9206",749.127391149832
"h8","9205","9207",182.359870094052
"h8","9205","9208",585.289503319493
"h8","9206","9202",243.289773283312
"h8","9206","9203",792.600475361064
"h8","9206","9204",2092.8484587776
"h8","9206","9207",582.251577821084
"h8","9206","9212",259.63373532966
"h9","7501","9201",1128.0602917023
"h9","7501","9202",442.108353626622
"h9","7501","9203",2268.50429271578
"h9","7501","9205",1263.08159143841
"h9","7501","9206",505.098516502459
"h9","7501","9207",385.197176283643
"h9","7501","9208",932.73902975115
"h9","7501","9209",1770.54825287428
"h9","7501","9210",1547.9876697348
"h9","7501","9211",1020.82485588611
"h9","7501","9212",676.585137480672
"h9","7502","9201",597.88675183661
"h9","7502","9202",826.160534939424
"h9","7502","9203",2326.18924790614
"h9","7502","9204",885.08304429246
"h9","7502","9205",1027.62718251165
"h9","7502","9206",1289.1141140127
"h9","7502","9207",313.991217304225
"h9","7502","9208",875.326930789774
"h9","7502","9209",2644.97011353602
"h9","7502","9210",2246.50989509372
"h9","7502","9211",1549.74716217241
"h9","7503","9201",2901.18222782
"h9","7503","9202",1411.60878589867
"h9","7503","9203",5188.96808177194
"h9","7503","9204",1200.57839318466
"h9","7503","9205",3905.19759540422
"h9","7503","9206",1731.83240919993
"h9","7503","9207",1130.16065111225
"h9","7503","9208",999.866947771087
"h9","7503","9209",2503.69462294691
"h9","7503","9210",818.553929082116
"h9","7503","9211",243.79374943504
"h9","7503","9212",838.181887246957
"h9","7506","9201",943.000565213612
"h9","7506","9203",1831.46076454786
"h9","7506","9204",514.019402328684
"h9","7506","9206",259.385573331644
"h9","7506","9208",736.89209909224
"h9","7506","9209",996.808391014709
"h9","7506","9212",392.048657865448
"h9","7507","9201",660.894856970281
"h9","7507","9202",1479.14575671921
"h9","7507","9204",396.78950417114
"h9","7507","9205",849.542542031492
"h9","7507","9207",1057.7269999291
"h9","7507","9208",207.785915509675
"h9","7507","9209",1220.83042882292
"h9","7507","9210",865.706794180846
"h9","7507","9211",243.79374943504
"h9","7507","9212",645.535839059637
"h9","7508","9201",254.659074660277
"h9","7508","9202",330.481934289585
"h9","7508","9203",201.8484119737
"h9","7508","9204",243.575485291093
"h9","7508","9205",325.848188417587
"h9","7508","9206",373.763042269884
"h9","7508","9207",632.027643292445
"h9","7508","9209",1299.1813006433
"h9","7508","9210",440.800536835699
"h9","7508","9211",744.06494668496
"h9","7508","9212",880.394641073527
"h9","7509","9201",232.246263701851
"h9","7509","9202",834.366637007541
"h9","7509","9203",3083.68946354681
"h9","7509","9204",289.841903971932
"h9","7509","9205",1051.53860489166
"h9","7509","9206",2133.29929870738
"h9","7509","9207",1384.16318770771
"h9","7509","9208",1912.39836208531
"h9","7509","9209",3483.51811317056
"h9","7509","9210",2048.37930468887
"h9","7509","9211",1744.24093948991
"h9","7509","9212",1018.34914371599
"h9","7510","9201",1182.1590013059
"h9","7510","9203",803.512004288391
"h9","7510","9204",1050.74163036502
"h9","7510","9205",667.247911015616
"h9","7510","9206",808.419713083755
"h9","7510","9207",754.060334217476
"h9","7510","9208",3143.05001975973
"h9","7510","9209",514.642651339184
"h9","7510","9210",673.642811094252
"h9","7510","9212",1201.79434039816
"h9","7511","9201",841.228934333596
"h9","7511","9202",548.782150577286
"h9","7511","9203",1678.03518431445
"h9","7511","9205",1042.09532864497
"h9","7511","9206",345.111596044402
"h9","7511","9208",791.886394807372
"h9","7511","9209",233.170146866132
"h9","7812","9201",406.778326391482
"h9","7812","9202",629.503823859057
"h9","7812","9204",402.111002305587
"h9","7812","9205",469.664410721891
"h9","7812","9206",814.006184902217
"h9","7812","9207",708.074474726858
"h9","7812","9208",214.937881144952
"h9","7812","9209",297.011629946065
"h9","7812","9210",2361.96152285766
"h9","7812","9211",627.230410573195
"h9","7812","9212",1906.31318864567
"h9","7816","9207",953.854665344357
"h9","7816","9209",898.506223339322
"h9","7816","9210",2178.69524679138
"h9","7816","9211",791.451830779834
"h9","7816","9212",801.572360224037
"h9","9113","9202",161.170760983099
"h9","9113","9205",845.334430694742
"h9","9113","9208",797.031892692527
"h9","9113","9209",1573.01697935546
"h9","9113","9210",2374.25995778511
"h9","9113","9211",1475.50275361074
"h9","9113","9212",214.143855227812
"h9","9201","9202",2273.14265665712
"h9","9201","9203",1358.63195348503
"h9","9201","9205",505.199682968016
"h9","9201","9207",361.910730092753
"h9","9201","9208",175.458763912681
"h9","9201","9209",255.466408780487
"h9","9201","9210",335.90165989744
"h9","9202","9201",2038.08148047405
"h9","9202","9203",1063.42023375154
"h9","9202","9204",609.907216041904
"h9","9202","9205",1509.79455427066
"h9","9202","9206",578.202823580882
"h9","9202","9212",197.569817518051
"h9","9203","9201",3495.72175390707
