"district","hour","sex1","sex2"
"101","4am",33.75715,66.24285
"102","4am",39.58686,60.41314
"103","4am",45.6126,54.3874
"104","4am",34.83012,65.16988
"105","4am",38.84313,61.15687
"106","4am",30.0464,69.9536
"107","4am",48.01695,51.98305
"108","4am",47.31454,52.68546
"109","4am",44.33324,55.66676
"110","4am",41.03572,58.96428
"111","4am",46.84754,53.15246
"112","4am",41.93168,58.06832
"113","4am",34.23753,65.76247
"114","4am",36.4546,63.5454
"115","4am",44.958,55.042
"116","4am",39.99749,60.00251
"117","4am",39.84208,60.15792
"118","4am",47.59609,52.40391
"119","4am",49.18415,50.81585
"120","4am",49.11808,50.88192
"121","4am",41.68959,58.31041
"122","4am",37.16701,62.83299
"123","4am",40.24277,59.75723
"124","4am",42.99511,57.00489
"125","4am",48.57115,51.42885
"126","4am",46.56492,53.43508
"127","4am",37.17063,62.82937
"128","4am",45.03112,54.96888
"129","4am",39.76018,60.23982
"130","4am",44.375,55.625
"101","5am",35.06051,64.93949
"102","5am",39.52294,60.47706
"103","5am",43.87712,56.12288
"104","5am",35.11073,64.88927
"105","5am",37.88273,62.11727
"106","5am",30.97094,69.02906
"107","5am",56.78962,43.21038
"108","5am",46.25587,53.74413
"109","5am",43.91743,56.08257
"110","5am",40.56943,59.43057
"111","5am",47.94409,52.05591
"112","5am",42.10046,57.89954
"113","5am",34.37933,65.62067
"114","5am",36.44684,63.55316
"115","5am",44.49444,55.50556
"116","5am",39.35632,60.64368
"117","5am",40.06656,59.93344
"118","5am",47.09239,52.90761
"119","5am",48.24863,51.75137
"120","5am",47.97459,52.02541
"121","5am",41.39009,58.60991
"122","5am",35.99214,64.00786
"123","5am",41.91885,58.08115
"124","5am",41.18862,58.81138
"125","5am",48.01997,51.98003
"126","5am",46.08176,53.91824
"127","5am",37.91069,62.08931
"128","5am",44.76554,55.23446
"129","5am",38.4321,61.5679
"130","5am",43.63101,56.36899
"101","6am",37.08534,62.91466
"102","6am",39.34392,60.65608
"103","6am",41.33584,58.66416
"104","6am",37.56853,62.43147
"105","6am",37.08835,62.91165
"106","6am",25.06909,74.93091
"107","6am",58.72655,41.27345
"108","6am",46.5258,53.4742
"109","6am",43.16094,56.83906
"110","6am",41.44571,58.55429
"111","6am",49.4152,50.5848
"112","6am",41.35032,58.64968
"113","6am",35.29809,64.70191
"114","6am",34.48879,65.51121
"115","6am",44.69232,55.30768
"116","6am",37.69065,62.30935
"117","6am",39.25161,60.74839
"118","6am",44.65926,55.34074
"119","6am",47.99996,52.00004
"120","6am",46.36772,53.63228
"121","6am",41.19086,58.80914
"122","6am",35.76846,64.23154
"123","6am",42.76092,57.23908
"124","6am",39.18679,60.81321
"125","6am",46.28571,53.71429
"126","6am",45.11611,54.88389
"127","6am",36.6053,63.3947
"128","6am",43.874,56.126
"129","6am",38.4981,61.5019
"130","6am",43.75385,56.24615
"101","7am",39.34272,60.65728
"102","7am",40.54671,59.45329
"103","7am",36.72429,63.27571
"104","7am",40.18588,59.81412
"105","7am",33.14971,66.85029
"106","7am",20.30443,79.69557
"107","7am",61.5643,38.4357
"108","7am",49.13529,50.86471
"109","7am",39.23121,60.76879
"110","7am",41.48601,58.51399
