"district","hour","cleduc1","cleduc2","cleduc3","cleduc4"
"101","4am",11.221417,42.3576,27.75886,18.662121
"102","4am",20.452383,40.36519,22.31717,16.865254
"103","4am",14.861586,38.22375,21.1554,25.75926
"104","4am",15.224444,37.6595,26.1589,20.957156
"105","4am",15.473294,39.77243,30.76342,13.990855
"106","4am",11.262769,46.95984,26.32429,15.453095
"107","4am",14.541979,51.61545,22.088,11.754567
"108","4am",15.125944,37.6237,30.25866,16.991702
"109","4am",11.190466,42.68386,30.39622,15.729454
"110","4am",11.078071,39.68866,31.03299,18.200283
"111","4am",10.924506,44.28817,32.27976,12.507557
"112","4am",10.902668,60.18876,15.08471,13.823865
"113","4am",11.221087,35.94071,34.20188,18.63632
"114","4am",8.178485,45.67841,27.55375,18.589348
"115","4am",12.633852,30.19647,30.03411,27.135563
"116","4am",9.137096,37.17279,36.27142,17.418701
"117","4am",9.823894,48.11178,27.83929,14.225035
"118","4am",17.653725,39.07507,28.37701,14.894192
"119","4am",13.156568,41.18055,36.1052,9.557682
"120","4am",10.580449,43.93915,31.62421,13.856187
"121","4am",10.547867,47.49744,30.32716,11.627526
"122","4am",11.903821,42.90077,23.99062,21.204783
"123","4am",11.57596,36.35938,32.75518,19.309477
"124","4am",17.259837,42.84968,30.55615,9.334332
"125","4am",14.665922,41.58296,26.78156,16.969559
"126","4am",12.693651,38.64668,37.42427,11.235396
"127","4am",15.414456,46.79885,25.85947,11.927224
"128","4am",12.491173,40.84033,33.51759,13.150912
"129","4am",11.164134,34.69098,33.81223,20.332653
"130","4am",17.098315,50.43965,17.5996,14.862433
"101","5am",10.873116,44.14676,26.89725,18.082868
"102","5am",20.275074,40.88219,22.1237,16.719042
"103","5am",14.919912,38.41801,20.80172,25.860355
"104","5am",15.350728,37.98457,26.37589,20.288815
"105","5am",16.217495,39.01703,31.0503,13.71517
"106","5am",11.102772,46.05261,27.61104,15.233571
"107","5am",12.523862,47.14985,28.89022,11.436068
"108","5am",15.327859,39.67464,27.77897,17.218522
"109","5am",11.279982,42.22538,30.63936,15.855278
"110","5am",10.8165,39.0776,31.26058,18.845326
"111","5am",10.556912,44.28898,33.06741,12.086696
"112","5am",10.86854,59.70177,15.03749,14.392199
"113","5am",11.270863,35.48758,35.12336,18.118198
"114","5am",8.2514,44.52917,28.46435,18.75508
"115","5am",12.746899,30.46667,30.30285,26.483576
"116","5am",9.241564,36.45445,36.68613,17.617856
"117","5am",9.785093,47.92175,27.72934,14.563819
"118","5am",18.083958,39.30455,27.86215,14.749344
"119","5am",12.90632,42.29934,35.41845,9.375887
"120","5am",10.83193,42.60667,32.37587,14.185527
"121","5am",10.607024,47.99658,30.49725,10.899147
"122","5am",12.14588,42.75641,23.46173,21.635972
"123","5am",11.572233,35.28699,33.83752,19.303261
"124","5am",17.813521,42.93822,29.61449,9.633771
"125","5am",14.665922,41.58296,26.78156,16.969559
"126","5am",12.558834,38.23622,38.08888,11.116066
"127","5am",15.950827,46.95292,24.75401,12.342251
"128","5am",12.553546,40.54492,33.68495,13.216579
"129","5am",11.417642,34.25509,33.53292,20.794355
"130","5am",17.848266,52.65199,15.92986,13.569887
"101","6am",11.05017,46.10732,24.46519,18.377324
"102","6am",21.063046,38.76835,23.6402,16.528402
"103","6am",15.593919,36.85435,21.71751,25.834218
"104","6am",14.773533,38.40539,28.21976,18.601309
"105","6am",16.259726,37.2917,31.9782,14.470373
"106","6am",10.849067,40.98294,29.61473,18.553268
"107","6am",12.117068,50.13664,27.95183,9.794464
"108","6am",16.374652,40.02145,26.93648,16.667416
"109","6am",11.197781,42.24092,31.17223,15.389065
"110","6am",11.220692,37.53382,32.63223,18.61326
"111","6am",10.015524,46.75571,31.22337,12.005392
"112","6am",11.046503,59.54597,14.77967,14.627858
"113","6am",11.35311,35.01681,35.37967,18.25041
"114","6am",7.902047,44.12908,29.31473,18.654145
"115","6am",13.654196,31.05676,29.676,25.613042
"116","6am",9.51368,36.23949,36.11023,18.136609
"117","6am",9.670386,48.50898,30.14006,11.68057
"118","6am",18.072734,40.46484,27.84485,13.617571
"119","6am",12.839802,42.08133,35.7513,9.327564
"120","6am",11.294898,40.82047,32.59866,15.285967
"121","6am",10.841515,49.38986,28.62853,11.140096
"122","6am",12.426118,43.03968,22.39903,22.135173
"123","6am",10.968556,36.31178,33.769,18.950659
"124","6am",18.260994,41.20815,30.80133,9.729522
"125","6am",15.175172,41.56486,26.5418,16.718164
"126","6am",12.526808,38.61368,37.7718,11.087719
"127","6am",16.441183,45.32216,25.51499,12.721673
"128","6am",12.959422,41.34033,32.66243,13.037815
"129","6am",11.244544,34.32697,34.36392,20.064564
"130","6am",17.487297,51.97988,15.51555,15.01727
"101","7am",9.15151,40.08526,31.45578,19.307445
"102","7am",18.300794,39.97584,24.8002,16.923171
"103","7am",14.434771,33.03911,29.02826,23.497858
"104","7am",15.05486,41.40058,24.0056,19.538961
"105","7am",15.552371,36.11953,36.723,11.605095
"106","7am",9.722418,36.6615,32.40684,21.209242
"107","7am",12.182658,44.42186,35.27907,8.116412
"108","7am",14.758332,41.83661,26.31298,17.092071
"109","7am",14.459634,38.67875,31.11245,15.749168
"110","7am",13.721309,40.9911,31.9225,13.365092
"111","7am",13.034952,49.05845,26.87109,11.035502
"112","7am",10.59809,60.58025,16.20828,12.613382
"113","7am",14.133693,34.15822,32.66541,19.042675
"114","7am",8.427681,44.68144,28.66695,18.223927
"115","7am",16.026347,33.75219,23.57098,26.650482
"116","7am",10.91296,39.54668,33.34542,16.194946
"117","7am",10.189203,45.68149,31.9462,12.183109
"118","7am",19.252903,35.39766,28.70797,16.641463
"119","7am",12.818418,48.49412,29.2584,9.429062
"120","7am",11.120335,44.0246,29.3795,15.475563
"121","7am",10.230153,46.39021,35.56222,7.81742
"122","7am",13.05793,46.48852,20.86868,19.584872
"123","7am",11.145411,33.95557,34.87752,20.021506
"124","7am",19.177375,43.41683,29.09915,8.306647
"125","7am",16.049267,42.94251,25.1296,15.878626
"126","7am",14.776916,43.05234,31.77979,10.390958
"127","7am",17.62684,48.08083,22.6186,11.673722
"128","7am",12.33118,42.29829,31.91311,13.457412
"129","7am",10.692583,36.97197,32.50832,19.827123
"130","7am",18.622235,50.12622,15.77294,15.478603
"101","8am",9.145016,45.91281,31.79798,13.144194
"102","8am",15.05472,35.74745,29.50941,19.688417
"103","8am",15.087014,35.21221,24.00371,25.697061
"104","8am",15.146596,36.80027,27.84933,20.203802
"105","8am",15.70693,37.26706,33.5331,13.492904
"106","8am",8.766498,37.50331,30.47732,23.252879
"107","8am",11.533854,47.35222,36.00503,5.108888
"108","8am",16.793095,41.05271,26.57412,15.580079
"109","8am",16.283062,38.78348,31.13463,13.798826
"110","8am",14.05898,40.86956,31.74716,13.324304
"111","8am",12.962939,51.07102,27.12689,8.839148
"112","8am",10.580957,59.4837,17.23451,12.700827
"113","8am",15.516961,34.84272,33.76311,15.877215
"114","8am",8.350657,49.26365,24.18386,18.201833
"115","8am",18.298673,38.30428,25.68253,17.714508
"116","8am",10.780103,42.56078,27.73911,18.920004
"117","8am",11.051677,41.26185,37.13751,10.54896
"118","8am",19.372407,36.14033,24.31979,20.16747
"119","8am",14.114738,49.23879,26.67369,9.972785
"120","8am",11.821078,42.27662,36.11144,9.79086
"121","8am",9.929581,49.93131,33.76902,6.370089
"122","8am",15.015847,48.16409,19.77804,17.042017
"123","8am",11.743605,34.16114,35.80819,18.287069
"124","8am",19.21044,45.27971,26.04588,9.463968
"125","8am",17.322315,42.92251,25.56792,14.187255
"126","8am",14.761494,41.40048,34.389,9.449026
"127","8am",18.928664,47.67333,23.06718,10.33083
"128","8am",13.087772,41.76776,31.17903,13.965435
"129","8am",11.380106,38.67829,33.78342,16.158176
"130","8am",18.876271,47.74055,17.10274,16.280436
"101","9am",9.182701,46.1205,25.92688,18.769915
