"district","hour","cs1","cs2","cs3","cs4","cs5"
"101","4am",293.11519,539.5726,2232.752,1124.217,706.2326
"102","4am",442.35375,1218.0621,3881.706,2282.9986,772.2345
"103","4am",211.60846,1114.5868,3377.386,1183.715,1176.4973
"104","4am",219.46918,789.8557,3495.376,1640.2664,291.6696
"105","4am",257.55416,529.125,3156.861,1230.6918,732.387
"106","4am",546.87317,698.0742,2640.347,985.2378,618.8878
"107","4am",313.98616,516.5998,1812.067,532.233,348.6349
"108","4am",190.74589,1800.1831,4201.065,2173.7872,1122.0075
"109","4am",59.88927,293.7163,2797.416,1650.3756,561.2371
"110","4am",202.22352,681.3508,2810.086,1429.7703,748.3277
"111","4am",359.16672,1085.3588,3536.7,1688.671,833.7249
"112","4am",219.39649,1269.5835,3938.698,1841.4036,1292.3071
"113","4am",216.36929,549.838,3128.846,1476.6722,1082.6194
"114","4am",271.36382,871.9433,3804.787,865.5026,430.4855
"115","4am",232.71435,478.921,2668.977,1683.193,893.9448
"116","4am",451.58809,660.9491,2768.483,2026.6617,1225.2677
"117","4am",292.7268,885.9085,3539.357,1172.9558,546.4506
"118","4am",163.7466,685.4955,2904.775,775.2718,702.7589
"119","4am",154.75601,858.7248,3793.844,1573.6392,714.0976
"120","4am",127.60033,713.7947,3088.486,1548.4436,706.4289
"121","4am",699.94613,988.7793,6397.59,3471.2562,1301.8999
"122","4am",254.8058,739.6082,2403.916,1614.4744,709.248
"123","4am",122.31177,817.2547,3332.705,2435.6884,1066.7658
"124","4am",235.21589,1436.9838,3550.823,1913.379,973.3363
"125","4am",35.34675,362.4897,2081.417,1731.5329,689.5791
"126","4am",367.90255,1352.4628,5045.087,2507.9094,891.7646
"127","4am",382.22372,1572.1002,4749.606,3178.8353,718.9815
"128","4am",222.74682,598.4683,3299.546,2950.1014,921.759
"129","4am",165.24358,1032.8209,4310.795,2777.166,1456.7678
"130","4am",211.49242,1330.936,2389.198,1260.9019,477.8764
"101","5am",293.11519,472.2556,2456.9,1124.217,706.2326
"102","5am",442.35375,1317.7611,3857.193,2282.9986,772.2345
"103","5am",211.60846,1014.8878,3527.853,1183.715,1099.9243
"104","5am",219.46918,842.0748,3443.967,1586.5044,291.6696
"105","5am",257.55416,485.2667,2986.923,1230.6918,679.8607
"106","5am",546.87317,650.3381,2690.199,1061.0279,618.8878
"107","5am",313.98616,653.7291,2094.772,573.7003,445.889
"108","5am",190.74589,1850.7099,4071.428,2173.7872,1077.5903
"109","5am",59.88927,243.7031,2846.34,1608.9084,561.2371
"110","5am",202.22352,644.2529,2719.243,1356.7309,748.3277
"111","5am",359.16672,1199.9022,3680.648,1688.671,833.7249
"112","5am",219.39649,1320.1102,3862.528,1841.4036,1344.8334
"113","5am",216.36929,549.838,3138.947,1438.0662,1082.6194
"114","5am",271.36382,845.9893,3775.564,865.5026,430.4855
"115","5am",232.71435,478.921,2668.977,1683.193,841.108
