"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100";"100"
"4am";"  0.0000000";"  0.0000000";"  0.7817788";"  1.4553675";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  2.3440321";"  0.0000000";"  2.7800434";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  1.0097200";"  0.0000000";"100.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";"  0.0000000";" 99.2284462";"  0.0000000";"  0.0000000";"  0.0000000"
"5am";" 0.0000000";" 0.0000000";" 1.2234477";" 1.4679626";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.6662047";" 0.0000000";" 0.0000000";" 2.4032272";" 0.0000000";" 2.4612284";" 0.0000000";" 0.0000000";" 1.6418877";" 0.0000000";" 3.2235582";" 0.9294023";" 0.0000000";"99.3772485";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";"98.0645274";" 0.0000000";" 0.0000000";" 0.0000000"
"6am";" 0.0000000";" 0.0000000";" 1.2234876";" 1.5002299";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.6855802";" 0.0000000";" 1.2803014";" 2.4928521";" 0.0000000";" 2.2586736";" 0.0000000";" 0.0000000";" 1.6319105";" 0.0000000";" 5.0132014";" 1.6011954";" 0.0000000";"98.3319630";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";"95.3098188";" 0.0000000";" 0.0000000";" 0.0000000"
"7am";" 0.0000000";" 0.3508785";" 2.5886287";" 2.1389311";" 0.0000000";" 1.3900333";" 3.2141742";" 0.6836886";" 2.6246687";" 0.0000000";" 2.9261860";" 4.8635794";" 3.8414020";" 4.9904339";" 0.0000000";" 0.0000000";" 1.8718001";" 0.0000000";" 2.9593711";" 5.2642128";" 0.0000000";"91.4974288";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";"83.1843846";" 3.0905610";" 1.2425692";" 0.0000000"
"8am";" 0.0000000";" 1.4015925";" 4.2980881";" 2.0618391";" 1.2060053";" 2.6823761";" 3.0093499";" 0.6398682";" 2.4655952";" 0.5644319";" 3.1951149";" 3.8142609";" 3.8597508";" 6.2660234";" 2.8115525";" 0.0000000";" 4.1283159";" 0.0000000";" 3.7687949";" 6.7502786";" 0.0000000";"84.3924565";" 1.6881722";" 0.0000000";" 0.0000000";" 0.0000000";" 0.0000000";"77.8235357";" 2.8553186";" 2.3356149";" 0.0000000"
"9am";" 0.000000";" 2.230878";" 3.996273";" 2.003483";" 2.551050";" 2.990583";" 3.151693";" 1.704619";" 3.545936";" 0.000000";" 3.266491";" 4.076410";" 4.386229";" 6.760758";" 6.228785";" 0.000000";" 2.697067";" 0.000000";" 5.465928";" 6.824718";" 0.000000";"82.415055";" 1.895435";" 0.000000";" 0.000000";" 0.000000";" 0.000000";"72.944428";" 3.222884";" 2.632073";" 0.000000"
"10am";" 2.0713794";" 0.8479081";" 4.0762324";" 1.9848410";" 2.6483641";" 2.9240982";" 3.8296359";" 1.6968754";" 3.8438773";" 0.0000000";" 3.2181632";" 3.9527244";" 4.1778357";" 4.5763333";" 3.4940294";" 0.0000000";" 2.7368010";" 0.0000000";" 5.4449540";" 8.1758278";" 1.7405311";"82.2083500";" 1.9659670";" 0.0000000";" 0.0000000";" 0.0000000";" 0.9505152";"70.9833514";" 3.0410226";" 2.7602059";" 0.0000000"
"11am";" 1.0079442";" 0.3199159";" 3.8164326";" 2.0443044";" 2.6844474";" 1.8112764";" 3.9116893";" 0.6863595";" 3.5312272";" 0.0000000";" 3.1030445";" 5.1291438";" 3.9202060";" 4.7625464";" 4.2812509";" 0.0000000";" 4.1675625";" 0.0000000";" 5.6960236";" 7.5085067";" 0.0000000";"83.7996555";" 2.0126699";" 0.0000000";" 0.0000000";" 0.0000000";" 0.9028618";"73.3451603";" 2.9613347";" 1.7767499";" 0.0000000"
