"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592";"43.592"
"max";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395";"10608.395"
"4am";"1054.680";" 265.637";"1927.211";" 987.265";"1492.913";"2189.936";"1163.433";"1239.729";" 452.258";" 529.201";" 555.847";"1015.616";"2931.356";" 434.801";"1858.101";" 851.524";" 735.317";"1578.977";" 450.491";" 751.829";" 762.485";"1751.671";" 142.326";"1202.995";"1018.702";" 159.024";" 533.946";" 463.191";" 189.452";" 860.832";" 172.929";" 984.958";" 171.603";"1831.608";" 321.530";" 492.959";" 434.467";" 407.257";" 724.378";" 156.594";" 598.986";" 190.525";" 802.293";" 202.201";"1198.147";"1358.004";" 888.085";"1623.233";"1731.864";"1102.782";" 269.542";" 503.020"
"5am";" 951.081";" 287.433";"1883.068";" 987.265";"1492.913";"2189.936";"1163.433";"1239.729";" 452.258";" 529.201";" 555.847";"1015.616";"2931.356";" 434.801";"1858.101";" 851.524";" 735.317";"1578.977";" 450.491";" 751.829";" 762.485";"1751.671";" 142.326";"1202.995";" 885.743";" 137.228";" 533.946";" 463.191";" 242.392";" 860.832";" 172.929";" 984.958";" 171.603";"1831.608";" 321.530";" 492.959";" 434.467";" 370.535";" 768.521";" 156.594";" 598.986";" 190.525";" 802.293";" 202.201";"1133.280";"1358.004";" 888.085";"1688.100";"1731.864";"1102.782";" 269.542";" 503.020"
"6am";" 951.081";" 282.934";"1883.068";" 987.265";"1492.913";"2189.936";"1163.433";"1179.330";" 452.258";" 529.201";" 555.847";"1119.215";"2931.356";" 434.801";"1858.101";" 851.524";" 735.317";"1642.851";" 450.491";" 751.829";" 762.485";"1751.671";" 142.326";"1139.121";" 885.743";" 137.228";" 533.946";" 463.191";" 242.392";" 860.832";" 172.929";" 984.958";" 171.603";"1831.608";" 321.530";" 492.959";" 434.467";" 370.535";" 768.521";" 156.594";" 598.986";" 190.525";" 802.293";" 202.201";"1069.496";"1419.359";" 888.085";"1688.100";"1670.509";"1102.782";" 269.542";" 503.020"
"7am";" 951.081";" 277.261";"1876.024";" 987.265";"1569.260";"2206.111";"1163.433";"1226.938";" 452.258";" 529.201";" 522.328";"1152.734";"2931.356";" 454.740";"1901.946";" 851.524";" 658.970";"1542.406";" 418.899";" 751.829";" 762.485";"1697.475";" 142.326";"1139.121";" 929.283";" 137.228";" 490.406";" 463.191";" 242.392";" 860.832";" 172.929";" 984.958";" 171.603";"1831.608";" 321.530";" 492.959";" 434.467";" 370.535";" 768.521";" 156.594";" 598.986";" 190.525";" 802.293";" 202.201";"1069.496";"1419.359";" 840.477";"1688.100";"1670.509";"1102.782";" 269.542";" 431.620"
"8am";"1080.213";" 356.988";"1767.893";" 987.265";"1492.913";"2221.558";"1231.938";"1179.330";" 452.258";" 529.201";" 555.847";"1186.128";"2846.099";" 548.081";"1901.946";" 793.954";" 849.991";"1336.891";" 450.491";" 751.829";" 662.473";"1686.614";" 142.326";"1195.798";" 885.743";" 119.763";" 533.946";" 422.614";" 242.392";" 801.338";" 157.995";" 984.958";" 179.070";"1869.194";" 293.893";" 410.658";" 452.317";" 415.250";" 768.521";" 125.801";" 598.986";" 190.525";" 762.610";" 202.201";"1131.480";"1419.359";" 674.166";"1688.100";"1670.509";"1057.659";" 269.542";" 431.620"
"9am";"1237.903";" 813.831";"1729.180";" 875.664";"1412.662";"2237.617";"1185.861";"1118.931";" 417.092";" 565.826";" 436.193";"1056.045";"2739.897";" 518.524";"1954.202";" 741.698";" 897.958";"1240.880";" 450.491";" 690.555";" 605.796";"1803.688";" 122.776";"1131.924";"1076.483";"  83.513";" 446.866";" 422.614";" 225.863";" 801.338";" 165.462";"1011.745";"  91.242";"1809.718";" 293.893";" 524.092";" 452.317";" 407.257";" 820.453";"  68.891";" 561.372";" 190.525";" 802.293";" 266.425";" 930.102";"1419.359";" 680.508";"1688.100";"1595.407";"1102.782";" 249.646";" 431.620"
"10am";"1283.323";" 680.711";"1732.966";" 933.235";"1506.081";"2255.082";"1162.657";"1343.961";" 378.759";" 618.766";" 329.424";"1069.993";"2709.567";" 390.956";"1959.689";" 741.698";" 773.925";"1240.880";" 450.491";" 660.210";" 662.473";"1819.349";" 132.712";"1202.974";" 997.966";"  83.513";" 484.673";" 435.476";" 207.900";" 801.338";" 165.462";"1029.673";" 209.217";"1849.369";" 293.893";" 448.718";" 417.553";" 344.552";" 774.281";"  68.891";" 499.628";" 152.465";" 802.293";" 266.425";" 804.334";"1603.864";" 775.724";"1676.225";"1534.052";"1169.556";" 249.646";" 467.320"
"11am";"1261.102";" 280.742";"1695.867";" 987.265";"1570.384";"2188.897";"1278.015";"1025.882";" 397.196";" 602.037";" 599.386";"1163.358";"2773.791";" 454.740";"1843.209";" 793.954";" 744.749";"1336.891";" 450.491";" 795.164";" 662.473";"1844.862";" 111.981";"1223.513";" 934.092";"  43.592";" 533.946";" 435.476";" 207.900";" 894.860";" 157.995";" 959.800";" 171.603";"1766.476";" 293.893";" 486.304";" 434.467";" 407.257";" 670.644";"  68.891";" 598.986";" 207.527";" 802.293";" 202.201";" 931.902";"1604.833";" 775.724";"1749.455";"1656.762";"1169.556";" 249.646";" 485.170"
"12am";" 878.245";" 341.247";"2175.643";" 987.265";"1492.913";"2037.722";"1231.938";"1146.680";" 287.072";" 529.201";" 648.896";"1163.591";"2977.433";" 370.699";"1784.472";" 852.691";" 895.053";"1336.891";" 450.491";" 736.787";" 773.346";"1836.644";" 142.326";"1122.460";"1049.020";" 119.103";" 490.406";" 435.476";" 189.452";" 824.987";" 165.462";"1048.440";" 216.318";"1766.476";" 293.893";" 448.244";" 434.467";" 407.257";" 722.736";" 125.801";" 598.986";" 245.587";" 802.293";" 202.201";" 993.886";"1416.741";" 840.477";"1749.455";"1670.509";"1169.556";" 269.542";" 485.170"
