"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652";"90.3171934433652"
"4am";"11.5840064";" 6.1497620";" 7.9186891";"13.0440822";"11.6575567";" 8.9347114";"15.5963179";" 8.2065023";" 5.9078793";" 9.7616071";" 4.6181345";" 5.0246609";"10.8359111";" 3.2856364";" 5.4974249";"11.3403212";" 5.6925663";" 7.1763561";" 9.8346081";" 3.0080991";" 0.0000000";" 2.8817636";" 2.1839034";" 6.7283576";" 5.2453876";" 5.4770208";" 1.3942900";" 0.4782869"
"5am";"11.5808303";" 6.1141449";" 7.9524592";"12.9629744";"11.7423744";" 9.0103000";"15.8479453";" 8.2376649";" 5.8871013";" 9.6405015";" 4.7473859";" 5.0915041";"10.8630605";" 3.2316249";" 5.2757186";"10.1983205";" 5.6958548";" 7.3146834";" 9.8954083";" 3.1204156";" 0.0000000";" 2.9027504";" 2.2219043";" 6.8356350";" 5.2855914";" 5.4770208";" 1.4058101";" 0.4785989"
"6am";"10.224684";" 8.472084";" 7.321684";"13.140378";"11.391908";" 8.349744";"13.959382";" 9.583530";" 6.247316";" 9.590255";" 4.848782";" 4.972905";"11.086818";" 3.039046";" 5.129913";" 9.388481";" 5.304112";" 7.685949";"10.085529";" 3.292542";" 0.000000";" 3.060072";" 1.133249";" 7.459046";" 4.354315";" 5.503989";" 1.494289";" 0.000000"
"7am";"13.4119685";"14.0602179";" 7.5793588";"13.6258015";"12.7870978";" 9.5391538";"14.0301982";" 9.3369851";" 6.6700095";"11.3378599";" 3.7270851";" 8.9102632";" 9.4083852";" 0.5443433";" 7.0027569";" 7.2606425";" 3.4667104";" 1.8595755";" 5.1526201";" 1.1570308";" 0.0000000";" 2.3665051";" 0.0000000";"10.0791041";" 0.0000000";" 1.2962687";" 0.0000000";" 0.0000000"
"8am";"17.732216";"17.536540";" 7.861277";"13.976462";"15.357321";"15.172563";"17.279203";" 7.767310";"10.200931";"11.176977";" 3.908917";" 9.128864";" 7.718255";" 2.541938";" 6.534421";" 4.449161";" 4.902176";" 0.000000";" 3.947680";" 1.359947";" 0.000000";" 3.135241";" 0.000000";" 6.872732";" 0.000000";" 0.000000";" 0.000000";" 0.000000"
"9am";"22.079476";"21.434608";" 9.203737";"12.896176";"19.368432";"14.241179";"15.326689";" 7.584353";"12.799215";" 9.828705";" 2.970558";" 8.128484";" 6.769655";" 2.178720";" 6.213968";" 4.187856";" 4.405530";" 0.000000";" 4.251078";" 1.424435";" 0.000000";" 3.108463";" 0.000000";" 7.590116";" 0.000000";" 0.000000";" 0.000000";" 0.000000"
"10am";"21.453693";"21.636027";" 9.205136";"13.691063";"22.067465";"13.793528";"17.507528";" 4.268586";"10.301132";" 9.813827";" 4.257848";" 8.130981";" 4.956883";" 2.235576";" 5.979559";" 6.199133";" 4.619679";" 0.000000";" 2.006308";" 1.482896";" 0.000000";" 3.612969";" 0.000000";" 7.847764";" 0.000000";" 0.000000";" 0.000000";" 0.000000"
"11am";"21.803126";"21.133476";" 7.567316";"15.391538";"21.595850";"16.151807";"15.756615";" 3.245792";" 9.780620";"10.841120";" 5.992642";" 7.632028";" 5.963330";" 2.012998";" 4.625592";" 5.502785";" 4.772689";" 0.000000";" 1.942380";" 1.557607";" 0.000000";" 3.381773";" 0.000000";" 4.151270";" 0.000000";" 0.000000";" 0.000000";" 0.000000"
"12am";"19.689635";"20.865467";" 7.902441";"13.439094";"17.999133";"13.180079";"13.692315";" 3.539713";" 5.635048";"11.109871";" 4.133108";" 7.140069";" 6.528333";" 2.010434";" 6.978567";" 6.062658";" 5.177584";" 0.000000";" 1.881061";" 1.285898";" 0.000000";" 2.627602";" 0.000000";" 3.517821";" 0.000000";" 0.000000";" 0.000000";" 0.000000"
"1pm";"19.344867";"21.270044";" 7.983383";"13.434511";"14.045895";"13.459127";"14.564710";" 5.105829";" 8.680638";" 9.829581";" 7.185688";" 5.644053";"11.453027";" 2.679178";" 8.320893";" 5.211311";" 6.768565";" 0.000000";" 2.165694";" 0.000000";" 0.000000";" 3.129446";" 0.000000";" 4.016230";" 0.000000";" 0.000000";" 0.000000";" 0.000000"
