"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616";"73.4923041484616"
"4am";"31.51432";"39.39417";"38.51760";"44.78698";"37.38012";"30.23725";"46.82193";"42.05212";"34.98104";"22.36539";"25.08024";"30.72198";"26.74176";"27.51090";"22.35139";"27.83025";"30.69424";"26.47359";"28.36227";"36.24661";"35.24324";"32.63389";"28.81789";"29.42678";"41.38828";"38.28075";"26.63382";"43.47493";"32.22457";"29.47066"
"5am";"31.50266";"39.28392";"38.67704";"44.99892";"37.58904";"30.48019";"45.93360";"42.40766";"35.08901";"23.75364";"24.72845";"29.90251";"26.60999";"31.24521";"21.93268";"26.77334";"30.94691";"23.63575";"27.45192";"36.18991";"36.53981";"34.12148";"29.10334";"29.85883";"42.28283";"38.03082";"26.72584";"43.00508";"32.94205";"29.38963"
"6am";"31.87754";"40.17821";"39.60020";"47.10711";"38.33156";"31.12022";"50.07667";"43.29011";"32.82412";"24.62722";"24.19717";"30.29408";"26.69570";"31.57578";"21.27486";"26.77166";"32.04862";"23.80085";"30.89838";"36.24112";"37.73911";"33.62255";"30.40088";"30.47281";"43.05377";"38.03082";"27.03733";"44.37894";"34.80821";"30.12752"
"7am";"34.26805";"47.07399";"41.93184";"45.94011";"46.43429";"35.27311";"51.00845";"50.03994";"29.57369";"28.99619";"17.93016";"33.48864";"21.72675";"32.29999";"19.72230";"21.30148";"33.59425";"24.85237";"34.88237";"43.24316";"35.05484";"37.58604";"33.84409";"33.07748";"46.00093";"42.44975";"30.08696";"47.55142";"39.21201";"30.02827"
"8am";"34.35810";"42.97669";"38.50173";"44.82901";"51.72637";"38.30199";"53.85370";"57.00452";"27.96063";"34.43427";"15.76928";"34.56124";"19.78181";"33.56972";"18.60196";"16.54830";"35.98651";"24.52155";"35.39572";"45.02132";"36.38049";"36.24119";"37.44587";"35.50056";"48.02818";"46.18036";"31.89666";"46.46556";"45.13339";"31.35579"
"9am";"33.63975";"41.82088";"38.54295";"46.12133";"48.18719";"40.00804";"51.11520";"56.46015";"27.99988";"34.31930";"16.66912";"35.45088";"18.11675";"32.11178";"18.81540";"18.16421";"37.38344";"23.52183";"32.88556";"42.03308";"36.87419";"38.10206";"39.30229";"33.88980";"46.32548";"43.87847";"34.33968";"46.48901";"44.73523";"30.93235"
"10am";"33.55599";"37.53151";"36.77682";"48.75940";"49.33206";"45.09572";"51.49702";"58.09667";"27.88323";"34.46915";"17.55170";"34.27367";"18.36426";"31.76946";"18.68578";"17.28259";"38.08641";"24.19008";"33.24187";"43.24572";"35.32615";"40.07151";"38.96216";"31.18558";"46.32773";"45.01383";"32.00239";"48.19865";"43.07379";"31.13178"
"11am";"33.33133";"43.27765";"36.30286";"46.58550";"47.20128";"38.05799";"49.37376";"56.64154";"30.43804";"34.68312";"16.03227";"28.39074";"20.07114";"31.93920";"23.03824";"16.99609";"37.13902";"23.78647";"33.96001";"43.26098";"33.14604";"41.00759";"38.66151";"32.08075";"48.72840";"46.13147";"30.63056";"47.00027";"41.65711";"30.07808"
