"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638";"17513.638"
"4am";"2877.240";"3018.589";"5222.323";"3817.526";"4788.797";"3952.219";"4600.279";"5059.803";"3178.969";"1303.892";"1855.505";"3896.246";"3053.106";"2304.054";"2471.253";"1454.353";"2932.504";"2448.961";"1158.318";"2033.244";"2078.077";"2119.584";"3031.938";"1592.550";"2550.931";"3025.301";" 591.300";"1267.390";"1386.584";"1722.788";"3005.716";"1473.577";"1271.841";" 929.743";" 576.827";"1123.511";"1957.421";"1388.695";"3002.492";"1602.963";"1571.124";" 375.752";"1329.635";" 154.983";" 847.570";"1618.210";"1652.097";"2816.369";"4291.903";"3878.927";"3078.820";"2546.333";"1603.936";" 364.179";"2706.038";"2848.628";"1271.200";"1100.704";"4181.586";"2608.780";"1313.084";"   0.000";"1363.172";" 378.994";"3138.226";"4428.162";" 122.594";"3666.825";NA;NA;NA;NA;NA;" 264.653";" 700.969";"1442.861";" 361.300";"3122.082";"2188.530";"   0.000";NA;"  93.680";"2534.063";" 151.698";"1919.933";" 124.384";" 634.339";" 524.121";" 430.389";" 941.681";" 775.876";"1836.777";"1454.345";"3318.633";"3082.567";"3437.101";"3963.818";"4091.379";"2189.820";"5026.532";NA;NA;NA;"3802.277"
"5am";"2839.296";"3018.589";"5222.323";"3817.526";"4814.254";"3952.219";"4560.084";"5059.803";"3178.969";"1303.892";"1855.505";"3896.246";"2995.834";"2266.715";"2471.253";"1454.353";"2981.303";"2448.961";"1158.318";"2033.244";"2078.077";"2119.584";"2946.751";"1592.550";"2472.828";"2971.721";" 591.300";"1267.390";"1386.584";"1763.581";"2964.923";"1533.178";"1271.841";" 929.743";" 576.827";"1123.511";"1825.170";"1388.695";"3002.492";"1602.963";"1571.124";" 375.752";"1329.635";" 154.983";" 847.570";"1618.210";"1652.097";"2816.369";"4291.903";"3878.927";"3078.820";"2546.333";"1603.936";" 364.179";"2706.038";"2848.628";"1271.200";"1100.704";"4327.081";"2608.780";"1313.084";"   0.000";"1282.983";" 378.994";"3138.226";"4367.960";" 122.594";"3666.825";NA;NA;"   0.000";NA;NA;" 264.653";" 700.969";"1442.861";" 361.300";"3122.082";"2188.530";"   0.000";NA;"  93.680";"2534.063";" 191.420";"1919.933";" 124.384";" 668.234";" 524.121";" 396.494";" 865.113";" 614.064";"1665.484";"1454.345";"3318.633";"3082.567";"3437.101";"3877.823";"4091.379";"2257.425";"5026.532";NA;NA;NA;"3802.277"
"6am";"2695.008";"3058.736";"5014.557";"3890.054";"4864.344";"4010.855";"4417.433";"5096.578";"3103.826";"1326.731";"1840.453";"3712.056";"2995.834";"2080.066";"2476.185";"1454.353";"2905.543";"2390.356";"1158.318";"1963.541";"2078.077";"2095.213";"2826.654";"1522.985";"2472.828";"3038.348";" 532.777";"1267.390";"1237.297";"1703.783";"2955.923";"1473.577";"1345.867";" 890.319";" 491.752";"1123.511";"1962.037";"1446.727";"3002.492";"1563.209";"1571.124";" 365.739";"1147.326";" 154.983";" 906.875";"1618.210";"1567.381";"2883.388";"4182.686";"3655.407";"3078.820";"2546.333";"1690.644";" 364.179";"2464.303";"2848.628";"1271.200";"1100.704";"4184.350";"2302.723";"1227.680";"   0.000";"1366.272";" 378.994";"3138.226";"4333.189";" 122.594";"3666.825";NA;NA;"   0.000";"   0.000";NA;" 264.653";" 538.003";"1442.861";" 315.359";"3011.937";"2188.530";"   0.000";NA;"  93.680";"2383.400";" 191.420";"1919.933";" 124.384";" 668.234";" 524.121";" 375.017";" 865.113";" 614.064";"1543.756";"1454.345";"3133.608";"3082.567";"3552.147";"3877.823";"4091.379";"2189.820";"5094.137";NA;"   0.000";NA;"3924.143"
"7am";"2651.410";"3297.106";"4680.989";"3680.937";"4858.609";"4255.304";"4619.838";"4269.324";"3519.502";"1380.343";"1740.285";"3335.526";"2837.686";"1867.225";"2695.295";"1335.623";"2865.463";"2317.262";"1032.874";"1842.975";"2078.077";"1977.030";"2710.262";"1591.000";"2270.409";"2334.748";" 459.128";"1120.340";"1113.665";"1648.528";"2923.880";"1396.700";"1314.471";" 890.319";" 545.972";"1041.502";"1797.731";"1503.685";"2726.945";"1526.999";"1527.771";" 365.739";"1060.725";" 154.983";" 847.570";"1580.960";"1798.192";"2741.534";"4133.409";"3446.306";"3078.432";"2392.732";"1759.410";" 364.179";"2042.016";"2558.532";"1339.902";"1042.537";"3753.775";"2511.312";"1056.300";"  29.466";"1069.309";" 348.441";"3030.556";"4398.063";" 122.594";"3461.240";NA;"   0.000";"   0.000";"   0.000";"   0.000";" 207.331";" 722.590";"1399.846";" 368.946";"2738.568";"2188.530";"   0.000";"   0.000";"  93.680";"2246.352";" 115.115";"2102.771";" 114.171";" 609.216";" 282.673";" 290.976";"1056.915";" 701.820";"1447.808";"1313.134";"2936.550";"2431.348";"3730.905";"3849.680";"4266.809";"2217.356";"5084.042";"   0.000";"   0.000";"   0.000";"3644.423"
"8am";"2430.603";"4408.955";"4979.932";"3654.399";"4314.707";"4797.970";"4975.424";"4535.599";"3209.080";"1659.802";"1680.144";"2843.955";"3059.971";"1587.454";"2825.688";"1204.241";"2741.447";"1971.682";" 716.256";"1875.902";"2112.619";"1718.125";"2628.780";"1925.020";"2122.317";"1909.281";" 282.985";"1206.137";"1164.910";"1659.720";"3067.142";"1261.885";"1531.187";" 782.402";" 730.674";" 831.163";"1889.203";"1437.292";"2821.771";"1216.617";"1499.976";" 365.739";"1138.370";" 154.983";"1000.331";"1270.139";"1980.085";"3011.731";"4227.881";"2463.085";"3343.525";"2143.358";"1993.663";" 364.179";"1637.116";"2701.455";"1022.196";"1067.920";"4155.789";"2250.086";"1023.473";"  29.466";" 940.857";" 346.284";"2683.515";"4096.189";" 261.683";"3730.783";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 231.971";" 561.051";"1697.440";" 468.286";"2848.713";"1955.504";"   0.000";"   0.000";"  76.394";"1958.641";" 115.115";"2037.156";" 114.171";" 682.096";" 261.196";" 320.156";"1357.734";"1227.681";"1473.588";"1210.206";"2839.286";"2242.277";"3579.471";"3670.386";"4126.049";"2287.013";"5285.869";"   0.000";"   0.000";"   0.000";"3657.724"
"9am";"2143.599";"5398.485";"4723.505";"3960.765";"4663.309";"5204.509";"5212.872";"4722.724";"3315.679";"1844.921";"1592.099";"2455.826";"2970.219";"1664.886";"2957.617";"1303.425";"2998.123";"1910.251";" 553.989";"1687.527";"2360.195";"1860.227";"2682.137";"1965.291";"2165.813";"1916.133";" 385.479";"1138.955";" 683.613";"1455.031";"2867.132";"1096.815";"1349.347";" 664.894";" 888.030";" 578.543";"2295.475";"1351.469";"2767.574";"1019.383";"1473.132";" 391.131";"1224.971";" 210.361";" 726.591";"1488.967";"2080.983";"2991.168";"3980.209";"2460.317";"3245.256";"2247.299";"2060.754";" 364.179";"1820.302";"2928.943";" 848.634";"1126.087";"4881.830";"2203.632";"1214.231";" 148.127";" 927.099";" 314.049";"2392.813";"4069.134";" 198.183";"4321.093";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 256.611";" 539.430";"1649.784";" 472.818";"3022.436";"2230.386";"   0.000";"   0.000";" 100.370";"1897.914";" 140.246";"2021.485";" 135.792";" 682.096";" 311.523";" 317.681";"1325.285";"1227.681";"1242.868";"1016.982";"2731.893";"2363.325";"3395.399";"3607.059";"4235.715";"2103.276";"6151.000";"   0.000";"   0.000";"   0.000";"3438.694"
"10am";"2741.146";"6733.804";"5156.660";"3397.657";"4471.825";"5381.431";"5732.938";"5275.048";"2777.934";"2001.145";"1686.701";"2811.557";"2968.303";"1589.243";"2892.927";"1316.609";"2706.027";"1896.412";" 618.269";"1606.107";"2236.515";"1856.104";"2700.499";"1981.619";"1965.874";"1882.387";" 434.481";"1179.044";" 681.346";"1742.095";"2981.045";"1159.248";"1468.262";" 594.325";" 801.876";" 712.865";"2388.343";"1400.323";"2905.893";"1030.745";"1427.235";" 391.131";"1138.370";" 247.855";" 775.679";"1433.335";"1840.896";"3338.389";"4461.181";"2301.601";"3321.340";"2112.096";"2174.412";" 329.299";"1914.381";"3251.997";" 624.952";"1291.877";"5153.367";"2161.386";"1360.266";" 131.077";" 927.099";" 294.430";"2256.529";"4051.236";" 106.330";"4419.029";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 218.056";" 376.464";"1697.440";" 429.991";"2747.292";"2427.052";"   0.000";"  79.486";"  76.394";"1637.604";" 140.246";"1991.086";" 135.792";" 600.776";" 311.523";" 351.576";"1258.487";"1065.869";"1447.808";"1039.662";"3440.868";"2348.599";"3306.781";"3714.959";"4342.285";"2040.821";"6813.238";"   0.000";"   0.000";NA;"3194.962"
"11am";"3409.754";"6483.927";"5439.754";"3689.836";"4083.528";"5170.832";"5806.271";"5170.318";"2925.085";"1736.742";"1734.650";"3046.405";"3507.315";"1724.079";"2897.653";"1434.733";"2808.554";"1972.740";" 651.976";"1779.019";"2207.423";"2058.845";"2694.423";"2162.293";"2353.884";"1829.002";" 434.481";" 950.491";" 750.045";"1758.493";"3093.399";"1187.630";"1182.898";" 599.850";" 932.343";" 995.365";"1832.446";"1521.289";"2905.503";" 793.757";"1568.742";" 385.616";"1169.277";" 151.555";" 775.679";"1354.129";"1837.728";"3568.218";"3846.073";"2399.253";"3424.672";"2112.096";"2101.477";" 296.710";"1647.060";"3062.550";" 735.590";"1219.211";"5534.491";"2427.747";"1183.923";"  72.093";"1127.945";" 253.418";"2635.449";"3951.365";"  84.564";"4243.588";"   0.000";"  58.932";" 125.937";"   0.000";"   0.000";" 218.056";" 376.464";"1776.493";" 777.586";"2846.942";"2407.433";"   0.000";"  79.486";"  47.952";"1898.084";" 140.246";"1991.086";" 135.792";" 666.335";" 236.030";" 351.576";"1258.487";"1175.260";"1395.979";" 839.621";"3357.652";"2313.527";"3293.275";"4202.518";"4476.158";"1897.210";"6080.864";"   0.000";"   0.000";"   0.000";"3171.133"
