"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",0.14342434592564,0.36895044167855,0.0527679805631041,0.283325433402789,0.407148087315345
"5am",0.146540015135889,0.362156763485712,0.0630093644140355,0.280375244079658,0.40857114403777
"6am",0.123548859608713,0.371274424732405,0.0565700200033112,0.272617316496762,0.405447028694588
"7am",0.0848489366091712,0.368085906118243,0.0619586907362551,0.25951741665176,0.397211353117444
"8am",0.0720866334111854,0.398384761472797,0.0561080358738509,0.17287020384905,0.408722547971183
"9am",0.0411116281945918,0.397729363573968,0.0200517921995252,0.132893560837358,0.362574478693032
"10am",0.0526476072736586,0.384511744187765,0.0123756613002305,0.141012021024493,0.375670925906202
"11am",0.056515381237806,0.387026870097513,-0.00720872007424715,0.1274464483056,0.359607836738367
"12am",0.0756197805924203,0.376907522336137,-0.00686756980131848,0.133982895421271,0.395539770199035
"1pm",0.105197212792237,0.390499889138835,-0.00579837394681576,0.171693407834182,0.373249877218309
"2pm",0.140768486960173,0.39724818967638,-0.0370114891084039,0.132964615013195,0.395353793156476
"3pm",0.118822646894511,0.425928808825227,-0.0307470648409571,0.1331728821509,0.425135593244893
"4pm",0.170498487074167,0.406027475658002,-0.0715220278912761,0.158091266014397,0.417184020702073
"5pm",0.129916315526554,0.426518345626757,-0.0581474704138801,0.285442221939755,0.432418151723014
"6pm",0.169964593497098,0.415396597812781,-0.0337217041791748,0.253028882032583,0.404342275497534
"7pm",0.133987112730428,0.365511878792654,0.0424927713253683,0.273021301008496,0.411438623943865
"8pm",0.133115154033486,0.36163836632038,0.0425262718474869,0.282837027363882,0.390940994699867
"9pm",0.128154297408669,0.360288849613338,0.0541346211698546,0.285602708974375,0.402189045072868
"10pm",0.14376775902767,0.372039183776678,0.0456212174135556,0.293427567968691,0.403427415857134
"11pm",0.153697155566941,0.366071085745588,0.043719331044752,0.283027335456252,0.397703183347055
"12pm",0.137780506583951,0.37071966164842,0.0399847832684793,0.284549944419916,0.399471470625671
"1am",0.13800049335437,0.369501927786481,0.041989798143033,0.279013079515095,0.405002387343172
"2am",0.136437421293571,0.374665747779661,0.04460561859384,0.280885840931509,0.404913401301788
"3am",0.135586036708024,0.372297797765039,0.043735489375298,0.2745771202013,0.407079536955761
