"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.191449167353172,0.360644708959726,0.0077921382870734,0.16271270633685,-0.00882211582901242
"5am",0.17686797519894,0.359789804143543,0.00410629754930612,0.170069953425391,-0.00979361076591926
"6am",0.12065089592873,0.380905118714628,0.0173272273890329,0.226104050837457,-0.0138387373117195
"7am",0.099052027144223,0.340932650147278,-0.0313571104103527,0.301912277686482,-0.0616210179458083
"8am",0.0486062016490389,0.294381315347477,-0.063454992157083,0.308059682713377,-0.0651314591730759
"9am",0.0105754186311699,0.256898242693216,-0.0248095466663725,0.24750679017251,-0.096286283545166
"10am",0.031645665294298,0.247414315003629,0.0452162735202751,0.27859548151357,-0.0903076672496623
"11am",0.0516714089587602,0.26291919457087,0.0231304342661849,0.309147614611878,-0.0828915775099524
"12am",0.0414129444016628,0.290298739194639,-0.0162942569047316,0.334847601179071,-0.0685357873634818
"1pm",0.0432473228126605,0.242347768057962,-0.00270698562109623,0.306393950704367,-0.112098025975748
"2pm",0.051441125619887,0.194845033176132,0.0167341400325637,0.306972626602506,-0.0582003105986132
"3pm",0.0205158488164422,0.240666605122602,0.0204395817261255,0.276417161628796,-0.0949707713224481
"4pm",-0.0471876751987005,0.267625357049017,0.0490988112182149,0.213775333548942,-0.0199354716640241
"5pm",0.00354878851709111,0.348835440245752,0.0229077833927917,0.230040801714624,-0.00481781883262507
"6pm",0.094982633534907,0.369266918682093,0.0316135653578447,0.170237435404582,-0.0362134324397331
"7pm",0.156676335277904,0.399834615920403,0.0372717645063933,0.177959285043208,-0.0207877694856587
"8pm",0.182489599422356,0.366201563850244,0.0456127058333132,0.161616578070761,-0.020033300536794
"9pm",0.167546356667366,0.366834543784356,0.0329849800901968,0.156733199106017,-0.0121785104898743
"10pm",0.170197457661432,0.36931664027693,0.0345972837225927,0.144045810027339,-0.00575159151865633
"11pm",0.185412478589691,0.357778358387848,0.0362446035881915,0.134367437552744,-0.0035877602399345
"12pm",0.185305610027036,0.365131969820552,0.00486383028873993,0.139231373290423,-0.00801281315816049
"1am",0.19072026167126,0.366673670109053,0.00107606426154801,0.142737269696936,-0.00765562391461696
"2am",0.189860769456414,0.361077864408164,0.00635262405642137,0.143944907162733,-0.00983188053946343
"3am",0.186924831536371,0.358918128658531,0.0065930856692552,0.14494720135354,-0.00965942070618345
