"hour","mode1","mode2","mode3"
"4am",0.610776538580952,0.619734544493107,0.461266357331261
"5am",0.602601893937392,0.620376029819539,0.464551189079283
"6am",0.636627227752525,0.626559688567575,0.453466226416455
"7am",0.574781144453351,0.562554318348897,0.391730150791749
"8am",0.55139921065408,0.567199930101583,0.371831714325178
"9am",0.559467130789817,0.569746198535372,0.359350238094581
"10am",0.541315285752155,0.541314675474276,0.337448489564899
"11am",0.565764090751584,0.552917393663381,0.357387904090185
"12am",0.616860501606261,0.593009550924961,0.426723076419407
"1pm",0.65158832639841,0.60152653366154,0.403370258888506
"2pm",0.639219451625222,0.601959392464252,0.399961877913249
"3pm",0.652105051652795,0.575820909666742,0.374177092007287
"4pm",0.69133761994348,0.57572307385374,0.349013893193592
"5pm",0.674090147679765,0.593554527685825,0.386901345399219
"6pm",0.693411409775492,0.594290838087447,0.385098331678644
"7pm",0.670324095805423,0.609178700606371,0.411417768173954
"8pm",0.641287222065767,0.610673199044977,0.430609009572554
"9pm",0.639117390095696,0.622911438336596,0.444338025896932
"10pm",0.624783617007033,0.627909012641794,0.453602329092857
"11pm",0.617459467766944,0.629657411009952,0.463692083570292
"12pm",0.62005354815589,0.621879279659577,0.462398126165971
"1am",0.633666532397133,0.625624286039239,0.46323161685195
"2am",0.632363126981979,0.623997646253562,0.463407967192268
"3am",0.632402126410813,0.624196642757682,0.464115876748313
