"hour","age1","age2","age3","age4"
"4am",0.373492384587734,0.279675831810292,0.554902070835688,0.146479312872964
"5am",0.369682820973228,0.268692271391476,0.547202040609543,0.148271596906674
"6am",0.380313586699424,0.235323021310123,0.504122244987555,0.140060677296372
"7am",0.321607248698115,0.237821464330626,0.451056739051077,0.118842719566031
"8am",0.290902069135655,0.131086889342599,0.351014028749392,0.116141737789722
"9am",0.296859817944466,0.102268764921356,0.298019312814113,0.0591079327861142
"10am",0.275646958253378,0.0880809241338272,0.261074307595476,0.0730858582551226
"11am",0.288327467741785,0.063202528896347,0.225876338609243,0.0708816274944944
"12am",0.292988640021797,0.07499817817535,0.270450149278336,0.0910374070890326
"1pm",0.284321888812929,0.0970331376224184,0.27013503118196,0.0662523681750928
"2pm",0.246903693504725,0.0988953248610301,0.273770084558673,0.133937111010755
"3pm",0.293121100866539,0.108810916650285,0.278892431688102,0.0885286980740102
"4pm",0.307161340334287,0.139737091157151,0.322247456040716,0.0773803113891214
"5pm",0.38784397401562,0.142421029029299,0.393026898905571,0.106969439992087
"6pm",0.383864339792705,0.282321328749815,0.50593095251707,0.106999183725697
"7pm",0.417201747167728,0.342235267445107,0.543913990803989,0.13479535485321
"8pm",0.386671043173665,0.30714564362443,0.555763554517149,0.12152215676578
"9pm",0.386411815020804,0.305098460598421,0.569713661160801,0.126622189846903
"10pm",0.396252689225003,0.302046145258298,0.570314993347475,0.135858298510076
"11pm",0.387501026782434,0.29138787199827,0.579163939958763,0.136817503140354
"12pm",0.387492888720952,0.27664632640592,0.576655875081586,0.144667342380533
"1am",0.391129987381972,0.267994811390497,0.57587042392762,0.148653523218185
"2am",0.392767369964373,0.271069638889437,0.57644366115565,0.14926699968608
"3am",0.391020000776459,0.272515646039851,0.573719706382906,0.150976407550362
