"hour","resarea1","resarea2","resarea3"
"4am",0.626134175737441,0.428456796263415,0.54717542453345
"5am",0.62681359257813,0.429781976824232,0.549090308914663
"6am",0.634874681595816,0.437280445860454,0.555223677476682
"7am",0.642256033727874,0.449463633110342,0.565821161790485
"8am",0.660873729836439,0.467518914496068,0.592016514376552
"9am",0.660233791027915,0.472842630100208,0.608927748117946
"10am",0.661959299509721,0.470923986481002,0.598339959918985
"11am",0.65608614592126,0.461605866218698,0.595094293896287
"12am",0.642225371270224,0.445707102890073,0.557551942970562
"1pm",0.650772339543729,0.458144054833316,0.577156610625301
"2pm",0.646411607588722,0.456878365389916,0.590894965062287
"3pm",0.650132799707756,0.446392917643913,0.585452445134777
"4pm",0.643102862267427,0.442226695029367,0.587958904062312
"5pm",0.645925467452415,0.441034011759647,0.581472193080852
"6pm",0.638165605781488,0.437114703465337,0.57303636995708
"7pm",0.628726583945271,0.431549434705345,0.566626996857709
"8pm",0.631083256665326,0.432723047483428,0.55823730562719
"9pm",0.631894778685554,0.433136152360257,0.552741638953713
"10pm",0.62522534578632,0.428466117697278,0.550161138729601
"11pm",0.625981168351075,0.429499012071798,0.550747312709135
"12pm",0.625753394633212,0.429916521333991,0.550834673237483
"1am",0.62614759607806,0.430279153120039,0.55308168368977
"2am",0.62625810541753,0.429706003896612,0.55297516146357
"3am",0.625838903898473,0.429608433586941,0.553083792414602
