"hour","sex1","sex2"
"4am",0.139556352459188,0.139556352459188
"5am",0.13654073382506,0.13654073382506
"6am",0.0638766884199788,0.0638766884199783
"7am",0.0425428354888996,0.0425428354888995
"8am",0.0588078908242542,0.0588078908242541
"9am",0.053673133429277,0.0536731334292769
"10am",0.0359651644923264,0.0359651644923264
"11am",0.0989947556035458,0.098994755603546
"12am",0.109493662788106,0.109493662788106
"1pm",0.0800174675670311,0.0800174675670313
"2pm",0.0970724718294886,0.0970724718294885
"3pm",0.0437768311703004,0.0437768311703004
"4pm",-0.00205967708518906,-0.00205967708518919
"5pm",0.0350082881871278,0.0350082881871276
"6pm",0.0089918433771841,0.00899184337718435
"7pm",0.089571026722504,0.089571026722504
"8pm",0.115021962700996,0.115021962700996
"9pm",0.105899482309359,0.105899482309359
"10pm",0.0988580735761891,0.0988580735761888
"11pm",0.121204635063938,0.121204635063937
"12pm",0.125699135283499,0.125699135283498
"1am",0.141279136383166,0.141279136383166
"2am",0.144297921878599,0.144297921878598
"3am",0.146839727311674,0.146839727311674
