"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.305015583028815,0.411287672933154,0.188389212359235,0.506292642796055
"5am",0.301925575586064,0.406732298022877,0.189801308147478,0.496639081303594
"6am",0.298283353314617,0.39150783018183,0.200531452299796,0.478810570125489
"7am",0.291492369478232,0.3754850362095,0.213804628347676,0.468269903011918
"8am",0.277271986769668,0.354198867469821,0.250532859701177,0.510230139604452
"9am",0.274227389795872,0.31705311887207,0.244582302603635,0.477304503779014
"10am",0.287481174399907,0.330871278751493,0.289164021191784,0.440260714106679
"11am",0.257828444655689,0.337100964650054,0.268046220391025,0.44813375205512
"12am",0.281524349822438,0.361870141409598,0.264600064555742,0.46559436998874
"1pm",0.286788372755628,0.320928158426379,0.187089132340758,0.442194750026618
"2pm",0.347247989032723,0.299651358361205,0.18624924825929,0.504817101950221
"3pm",0.330349565713515,0.359866319018454,0.220493508193854,0.525193382469945
"4pm",0.311620810394435,0.366782416160689,0.215460465811958,0.497032133491283
"5pm",0.313466844963288,0.394553606916691,0.185903151276822,0.528865515167073
"6pm",0.31215031555578,0.43635480200628,0.18200432567852,0.511210531049608
"7pm",0.299645964436875,0.426064079967732,0.167096013167617,0.515314431241098
"8pm",0.292842885730283,0.424733712286838,0.164500422163526,0.524323122267643
"9pm",0.295277821004608,0.426755680865435,0.153415765597284,0.523685393324641
"10pm",0.307106957248071,0.437392478990953,0.188753802127731,0.525471605151274
"11pm",0.312560113078371,0.432006511844523,0.17781581013605,0.51159119691944
"12pm",0.311648352907658,0.428406237696611,0.182583902586558,0.50499848756305
"1am",0.309027228225235,0.430747010029007,0.1847533840699,0.509977204383152
"2am",0.307704483177486,0.43105987636908,0.176568734926336,0.511418342525685
"3am",0.307719041547844,0.43138097049241,0.173309361187351,0.511432349444418
