"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214";"1.97194367734214"
"max";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883";"70.5996622919883"
"4am";"24.70861";"25.76312";"17.89035";"16.15963";"35.86097";"17.41813";"19.32519";"22.43703";"27.85473";"24.23876";"22.75278";"19.10055";"18.84143";"34.88764";"21.21580";"35.35781";"36.40298";"26.75870";"32.73322";"18.66514";"25.29074";"20.62496";"29.47229";"21.34413";"21.93084";"26.63521";"28.12735";"24.44779";"22.81636";"28.61148";"29.12016";"25.75409";"27.05677";"19.69787";"30.91515";"26.21344";"25.16185";"25.07872";"23.79901";"29.37068";"24.89653";"31.62794";"24.29810";"24.27902";"17.45556";"24.01732";"23.23228";"13.39963";"19.10856";"19.12220";"28.60502";"23.89217"
"5am";"24.63469";"25.43744";"18.55716";"16.39307";"36.11523";"18.25716";"19.95161";"21.23610";"27.39524";"24.46747";"22.62144";"19.31340";"19.24969";"34.16665";"20.75203";"36.27056";"34.97170";"29.22900";"31.44691";"18.83995";"24.84530";"20.73045";"29.45382";"20.02220";"22.42174";"28.36404";"29.42802";"24.66866";"22.92801";"29.06728";"29.58599";"23.11168";"27.04942";"19.27812";"30.91515";"26.19040";"25.16185";"25.27287";"25.06141";"30.96444";"24.81032";"31.90396";"23.92882";"21.17552";"18.05290";"23.23999";"22.85353";"13.21372";"18.98821";"18.66076";"28.81448";"25.06749"
"6am";"25.39570";"23.33444";"20.91079";"14.36807";"36.91833";"18.09284";"20.35405";"20.87201";"26.57507";"21.62143";"20.20673";"18.58710";"17.81774";"33.21728";"20.38744";"35.83426";"34.94194";"29.60286";"32.02744";"19.89515";"26.95707";"18.49462";"23.42857";"19.01990";"23.03427";"28.80666";"27.13156";"20.55371";"21.60962";"28.12086";"29.05934";"23.70478";"26.05275";"20.13984";"29.44378";"24.73131";"24.71855";"23.98809";"26.35378";"28.69253";"25.76959";"31.73871";"22.43197";"20.45740";"17.84002";"23.30409";"20.08390";"13.20786";"18.59793";"18.53901";"26.22668";"24.40118"
"7am";"25.65047";"25.50228";"23.65367";"15.64346";"35.37096";"22.10664";"20.87481";"20.54496";"28.69662";"20.99396";"18.16868";"17.34076";"19.05292";"29.43845";"22.76619";"34.48908";"35.19805";"30.66369";"32.17630";"19.50769";"20.99166";"18.95733";"19.95017";"20.86051";"18.88009";"27.36815";"28.29785";"22.10844";"19.27181";"25.04722";"27.21119";"23.87503";"22.05603";"21.21530";"22.29467";"25.84816";"25.68539";"21.23390";"26.26385";"30.07005";"23.39130";"31.13727";"20.59368";"20.62025";"16.58268";"19.11759";"18.52592";"14.79490";"15.15728";"20.69571";"24.99655";"22.76460"
"8am";"30.12116";"22.38347";"20.47832";"16.28372";"33.01787";"26.34983";"26.68731";"20.49923";"27.75847";"18.21468";"21.37816";"21.40073";"18.67925";"25.17130";"25.38637";"27.66708";"34.92794";"29.63912";"28.95930";"18.47935";"18.49550";"21.56202";"23.04499";"21.77307";"19.30213";"23.23229";"24.51994";"23.26218";"14.65655";"26.00063";"24.76183";"20.29017";"15.76378";"20.64955";"26.84882";"24.33401";"21.63820";"22.28025";"29.01068";"31.09883";"25.29072";"31.30755";"19.38766";"21.57662";"17.09411";"18.23066";"20.28746";"18.69909";"15.93149";"15.13607";"24.29311";"18.85873"
"9am";"30.18770";"21.66497";"21.68778";"14.30173";"35.04855";"26.99212";"26.06689";"24.01216";"26.87608";"16.52811";"21.94806";"22.11343";"18.64658";"24.63392";"25.28744";"27.77683";"33.25252";"30.69710";"31.99296";"19.65187";"22.58984";"21.76809";"21.28272";"22.43743";"22.01461";"22.80880";"19.74059";"21.39457";"13.95239";"25.15349";"29.18715";"19.19878";"18.19874";"20.93419";"26.00511";"25.36881";"20.33868";"19.49993";"28.35118";"30.78429";"25.32129";"29.28336";"16.91174";"20.84564";"15.90618";"18.14030";"21.09089";"18.77597";"16.65413";"12.93014";"22.88019";"16.59816"
"10am";"29.15655";"21.78149";"21.72334";"14.26333";"33.81683";"27.93281";"28.14919";"22.15869";"25.56597";"15.36368";"25.86066";"23.32277";"17.99783";"23.67778";"23.05514";"29.84563";"34.65783";"29.85468";"32.27366";"17.93928";"19.33488";"22.80270";"18.93870";"22.14577";"22.20631";"21.05125";"18.67722";"20.14404";"14.25640";"25.34531";"22.50439";"21.36154";"20.32834";"20.68503";"26.87418";"29.98017";"22.42311";"20.04070";"27.56734";"28.97656";"24.45232";"29.43269";"16.91257";"20.37791";"17.45835";"18.96621";"19.84664";"18.86395";"18.86467";"13.57409";"24.95700";"15.99412"
"11am";"29.45675";"23.88382";"23.24503";"13.47092";"34.38273";"27.57722";"26.20005";"20.19709";"25.69167";"15.44697";"18.84193";"21.62373";"17.41674";"24.06701";"22.78018";"28.32871";"35.12785";"31.46000";"26.22512";"18.14363";"17.58588";"22.65705";"20.37190";"22.03349";"21.31938";"22.21914";"21.44932";"22.76801";"14.31123";"22.48579";"21.38380";"20.93937";"20.10109";"22.06822";"26.75712";"25.82026";"20.97781";"20.36857";"29.93309";"27.96376";"21.33489";"33.83887";"16.52953";"22.08089";"16.25590";"19.01669";"23.37464";"19.06956";"17.51735";"13.18626";"24.17228";"15.90723"
