"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277";"20583.277"
"4am";"3702.441";"1075.132";" 980.655";"1383.646";"3183.504";" 943.480";" 669.629";"1401.826";"3509.703";"3168.546";"2429.716";"2907.477";"3007.710";"4864.012";"2424.616";"2867.169";"1821.523";"1195.136";"1930.260";"5892.094";"5888.037";"2947.288";"6141.945";"1331.808";"4349.631";"2161.313";" 987.972";"1308.926";"6902.870";"3673.119";"3291.624";"5359.948";"3831.377";" 931.686";"3116.681";" 333.830";"2430.003";"1222.512";"2550.235";"6146.058";"1136.070";" 527.665";" 605.894";"1239.956";" 538.644";"1328.593";"3057.277";"1280.279";"1912.463";"1438.842";"1554.317";" 742.340";"1198.949";" 524.910";" 610.322";" 371.902";" 475.560";" 393.380";" 369.835";"3395.232";"3579.752";" 688.036";" 242.521";" 288.846";"1598.873";" 536.614";"1279.504";" 887.638";" 957.865";"3053.396";" 593.246";" 721.589";"2351.648";"1866.978";" 959.557";"2132.079";"3060.949";"1113.927";"3099.768";"1691.398";"2549.930";" 686.941";" 275.075";" 321.573";"1093.666";"3582.204";" 186.038";" 267.180";"1937.103";"2021.218";" 426.526";"1967.635";" 558.726";" 205.964";" 666.351";" 451.340";" 769.396";" 508.064";" 436.868";"1925.721";"2185.886";" 171.493";"2205.332";"3035.175";"1507.759";" 552.131";"2001.299";"2829.002";" 690.399";"1768.530";" 876.135";" 655.975";"2722.974";"1769.475";"1541.840";"1030.433";"2424.844";"2341.886";"1495.690";" 823.720";"2740.419";" 461.656";"2127.186";" 444.927";"1144.083";"1903.483";"1645.277";"1860.361";"2155.411";" 747.784";" 428.614";" 348.351";" 643.855";" 604.109";" 282.653";"1004.326";"2207.447"
"5am";"3471.058";"1075.132";" 980.655";"1383.646";"3183.504";"1024.132";" 669.629";"1401.826";"3549.319";"3286.295";"2429.716";"2907.477";"3007.710";"4864.012";"2617.902";"2867.169";"1725.878";"1195.136";"1930.260";"5837.109";"5976.120";"2947.288";"6141.945";"1461.258";"4194.074";"2073.230";"1101.606";"1351.322";"6800.223";"3673.119";"3188.790";"5166.662";"3694.588";" 931.686";"3077.213";" 333.830";"2345.211";"1222.512";"2652.882";"5878.006";"1136.070";" 527.665";" 605.894";"1239.956";" 538.644";"1328.593";"3057.277";"1280.279";"1793.966";"1438.842";"1554.317";" 786.061";"1198.949";" 524.910";" 610.322";" 371.902";" 475.560";" 393.380";" 369.835";"3395.232";"3579.752";" 688.036";" 242.521";" 288.846";"1453.123";" 492.893";"1279.504";" 798.514";" 957.865";"3053.396";" 769.409";" 721.589";"2272.866";"1866.978";" 959.557";"2132.079";"3060.949";"1113.927";"3099.768";"1691.398";"2549.930";" 686.941";" 275.075";" 321.573";"1138.228";"3582.204";" 222.186";" 267.180";"1937.103";"2021.218";" 426.526";"1808.094";" 558.726";" 205.964";" 666.351";" 451.340";" 769.396";" 508.064";" 403.781";"1892.169";"2235.245";" 171.493";"2247.556";"3035.175";"1507.759";" 552.131";"2001.299";"2829.002";" 654.251";"1768.530";" 876.135";" 655.975";"2722.974";"1865.120";"1541.840";" 981.074";"2424.844";"2341.886";"1495.690";" 823.720";"2740.419";" 456.436";"2132.406";" 531.758";"1057.252";"1903.483";"1645.277";"1860.361";"2155.411";" 747.784";" 428.614";" 348.351";" 643.855";" 604.109";" 282.653";"1004.326";"2207.447"
"6am";"3897.984";"1051.261";" 932.096";"1383.646";"3249.344";"1024.132";" 763.329";"1604.757";"3453.014";"3286.295";"2429.716";"2985.146";"2775.376";"4939.898";"2757.416";"2896.944";"1635.712";"1393.310";"1930.260";"6092.503";"5754.020";"2724.285";"5822.124";"1461.258";"4038.517";"1565.004";"1192.614";"1351.322";"6316.001";"3570.446";"3213.403";"4999.011";"3723.062";"1064.514";"3288.283";" 333.830";"2260.419";"1436.235";"2564.599";"5911.765";"1136.070";" 527.665";" 578.655";"1348.221";" 628.626";"1300.119";"2810.547";"1432.650";"1778.829";"1438.842";"1554.317";" 742.340";"1198.949";" 524.910";" 583.538";" 371.902";" 475.560";" 393.380";" 307.748";"3395.232";"3012.594";" 688.036";" 242.521";" 288.846";"1407.404";" 492.893";"1279.504";" 803.398";" 905.422";"3053.396";" 769.409";" 721.589";"2020.399";"1900.079";" 926.456";"2132.079";"3153.549";"1075.574";"3099.768";"1666.348";"2334.932";" 713.582";" 275.075";" 302.090";"1211.021";"3319.080";" 222.186";" 298.828";"1976.781";"1948.425";" 523.544";"1682.574";" 558.726";" 205.964";" 666.351";" 451.340";" 769.396";" 508.064";" 403.781";"1980.880";"2192.004";" 171.493";"2247.556";"2939.648";"1507.759";" 448.470";"1930.352";"2711.770";" 654.251";"1731.510";" 876.135";" 655.975";"2470.792";"1991.759";"1541.840";" 931.715";"2308.131";"2480.134";"1527.394";" 798.128";"2586.011";" 448.495";"1984.655";" 531.758";" 964.530";"2050.489";"1645.277";"1715.487";"2155.411";" 684.160";" 428.614";" 348.351";" 643.855";" 604.109";" 282.653";"1004.326";"1970.982"
"7am";"4026.995";"1108.606";" 810.378";"1773.452";"4351.457";"1104.671";" 763.329";"1724.275";"3447.426";"3440.683";"2616.526";"3086.624";"2093.391";"4650.312";"3031.998";"2760.509";"1115.907";"1591.315";"1769.748";"5710.890";"4834.056";"2525.797";"6128.679";"1597.751";"4059.959";"1992.769";"1288.259";"1754.590";"5863.977";"4192.509";"3490.636";"5184.809";"3798.583";"1064.514";"2750.661";" 264.390";"1687.258";"1865.573";"2661.830";"5092.894";"1171.964";" 483.874";" 496.938";"1215.744";" 684.765";"1199.673";"2810.547";"1378.134";"1963.329";"1391.044";"1789.324";" 769.865";"1045.375";" 444.368";" 560.035";" 274.856";" 561.812";" 393.380";" 421.158";"3267.287";"3162.290";" 630.740";" 292.370";" 288.846";"1361.685";" 484.588";"1180.824";" 823.933";" 714.904";"3097.208";" 769.409";" 576.899";"1975.207";"1836.248";" 897.049";"1946.003";"3094.068";"1007.490";"2887.464";"1735.565";"2177.867";" 586.370";" 317.476";" 428.711";"1285.533";"3156.192";" 466.992";" 298.828";"1969.852";"1850.009";" 574.006";"1682.574";" 822.250";" 205.964";" 618.193";" 593.999";" 717.515";" 334.730";" 370.694";"1696.196";"2141.114";" 171.493";"2266.299";"2844.121";"1507.759";" 495.220";"1668.034";"2469.076";" 622.202";"1577.556";" 761.437";" 623.310";"2419.816";"1996.164";"1556.043";"1189.797";"2308.131";"2240.146";"1716.841";" 825.732";"2392.045";" 413.079";"2133.731";" 611.672";" 964.072";"2360.476";"1717.714";"1715.487";"2158.593";" 556.912";" 481.345";" 348.351";" 643.855";" 626.132";" 282.653";"1004.326";"1970.982"
"8am";"4090.369";"1081.087";" 807.122";"1850.633";"4425.860";"1047.571";" 669.629";"1886.523";"3960.604";"3549.878";"2739.961";"3373.634";"2493.568";"4982.462";"3002.529";"2363.601";"1020.262";"1686.960";"1878.301";"4871.796";"5524.633";"2512.703";"6120.817";"1301.849";"4217.870";"2173.463";"1256.167";"1712.194";"4424.540";"3714.494";"3418.301";"5254.526";"3583.870";" 953.261";"2903.173";" 349.885";"1582.996";"2356.745";"2972.558";"5081.393";"1097.259";" 483.874";" 475.211";"1162.868";" 628.094";"1199.673";"2852.875";"1282.066";"1800.471";"1555.519";"1830.295";" 850.680";" 938.807";" 548.093";" 513.029";" 211.335";" 534.648";" 724.939";" 555.589";"3519.174";"2879.820";" 630.740";" 271.025";" 265.638";"1300.725";" 484.588";"1180.824";" 892.509";" 697.743";"3142.408";" 847.909";" 589.800";"2483.521";"1650.923";" 893.561";"1962.908";"2843.817";" 857.715";"2887.820";"1666.348";"2070.017";" 721.498";" 294.780";" 678.818";"1540.841";"3096.335";" 507.643";" 298.828";"2005.797";"1938.292";" 502.808";"1723.177";" 986.203";" 205.964";" 529.384";" 593.999";" 717.515";" 334.730";" 523.678";"1490.396";"1997.624";" 171.493";"2216.657";"2999.121";"1332.265";" 501.426";"1603.695";"2280.854";" 622.202";"1339.178";" 865.052";" 623.310";"2269.647";"1834.195";"1837.346";"1156.276";"2233.069";"2347.328";"1774.489";" 825.732";"2530.814";" 554.809";"1952.893";" 899.701";" 815.470";"2651.759";"1678.551";"1934.617";"2107.318";" 527.063";" 481.345";" 348.351";" 601.508";" 743.243";" 237.738";" 856.751";"1955.479"
"9am";"4057.814";"1119.559";" 898.643";"1688.707";"5518.317";" 937.743";" 607.122";"2731.320";"3869.405";"3653.931";"2203.178";"3203.443";"2737.392";"4564.403";"2421.806";"2364.133";" 938.384";"1583.697";"1878.301";"4429.659";"5069.800";"2771.593";"6071.162";"1457.092";"4367.019";"2427.748";"1074.151";"1466.452";"4083.688";"3658.851";"3257.583";"5110.565";"3474.497";"1009.134";"2630.432";" 194.950";"1465.454";"2370.901";"2392.015";"5442.531";"1295.658";" 693.107";" 420.733";"1158.680";" 581.835";"1406.267";"3019.363";"1306.465";"1753.643";"1927.282";"1827.450";" 918.284";" 891.801";" 485.465";" 536.532";" 211.335";" 480.320";" 572.199";" 534.649";"2951.481";"3294.343";" 707.325";" 228.335";" 265.638";"1300.725";" 465.309";"1186.450";" 963.278";" 707.928";"3229.316";" 875.073";" 585.648";"2818.211";"1744.013";" 699.807";"2076.003";"2794.532";" 634.563";"2938.710";"1849.399";"1820.907";" 721.498";" 409.375";" 861.189";"1657.717";"3251.458";" 507.643";" 508.950";"1740.904";"1755.809";" 502.808";"1237.682";"1133.977";" 181.930";" 529.384";" 817.881";" 684.815";" 301.257";" 523.678";"1414.414";"2029.366";" 171.493";"2216.657";"3032.689";"1332.265";" 483.694";"1489.779";"2265.992";" 750.652";"1184.814";" 865.052";" 557.980";"2334.406";"2042.610";"1418.564";"1142.837";"2161.281";"2049.785";"2358.000";" 723.364";"2371.227";" 336.788";"1833.451";" 958.792";" 956.994";"2690.429";"1717.714";"1810.484";"2107.318";" 463.439";" 465.624";" 348.351";" 958.548";" 591.057";" 282.653";" 786.236";"1785.619"
"10am";"4096.091";"1054.287";"1017.808";"1587.401";"6885.918";" 822.837";" 718.592";"2369.751";"3921.919";"3718.992";"2305.825";"2623.700";"2256.574";"5462.420";"1955.261";"2533.031";" 859.618";"1427.178";"1878.301";"4414.380";"5422.390";"2570.040";"5385.892";"1761.163";"3930.482";"2601.787";"1171.717";"1347.817";"4462.321";"3807.241";"3459.292";"5596.554";"3332.525";"1112.621";"2916.922";" 280.445";"1423.288";"1863.260";"2249.953";"5876.704";" 968.655";" 346.625";" 469.699";"1132.094";" 454.495";"1180.177";"2757.215";"1490.154";"1345.775";"1967.222";"1947.101";" 733.498";" 932.939";" 548.093";" 518.897";" 184.628";" 478.609";"1318.538";" 658.823";"2725.590";"3150.160";" 707.325";" 249.680";" 265.638";"1255.006";" 446.030";"1186.450";" 963.278";" 605.245";"3230.201";" 897.551";" 625.129";"2787.495";"1609.102";" 645.177";"2376.769";"2408.555";" 573.542";"2726.406";"1749.148";"1966.877";" 630.932";" 409.375";"1166.198";"1700.751";"3831.743";" 428.861";" 341.584";"1547.039";"2041.929";" 502.808";" 933.510";"1153.787";" 157.896";" 529.384";" 585.993";" 650.471";" 301.257";" 457.504";"1306.732";"1833.263";" 171.493";"2315.941";"2605.296";"1431.115";" 448.470";"1824.741";"2265.992";" 622.202";"1130.898";" 904.907";" 512.438";"2279.246";"1974.718";"1942.325";"1017.123";"2237.000";"1917.234";"2397.953";" 934.376";"2224.602";" 357.237";"2127.225";" 845.856";" 817.400";"2482.200";"1717.714";"1810.484";"2004.768";" 463.439";" 572.139";" 284.060";" 908.202";" 600.370";" 237.738";"1078.943";"1749.760"
"11am";"4048.066";" 991.944";"1007.010";"1848.331";"6080.597";"1097.821";" 854.415";"2497.958";"3738.999";"3368.426";"2811.471";"2880.601";"2270.721";"5582.922";"2758.789";"2370.237";"1146.025";"1326.582";"1798.045";"4458.461";"4872.561";"2624.824";"5635.323";"1360.132";"4205.148";"2277.988";"1302.319";"1741.919";"4937.057";"3467.300";"3216.813";"5467.755";"3499.883";"1039.818";"2646.271";" 154.935";"1257.832";"1526.927";"2141.077";"5501.423";"1090.162";" 346.625";" 475.211";"1255.360";" 488.611";"1077.306";"3094.040";"1266.114";"1628.766";"1594.424";"1947.652";" 712.153";" 742.254";" 548.093";" 518.897";" 238.784";" 561.812";"1498.714";" 674.045";"2849.982";"3421.067";" 707.325";" 292.370";" 308.034";"1300.725";" 446.030";"1137.235";" 963.278";" 646.383";"3115.244";" 847.282";" 625.129";"2438.883";"1838.598";"1065.070";"1876.981";"2256.134";" 965.686";"2675.516";"1525.493";"2070.017";" 616.107";" 438.951";" 935.288";"1455.125";"3606.390";" 428.861";" 298.828";"1614.960";"1830.626";" 534.456";"1144.426";"1156.297";" 167.631";" 529.384";" 585.993";" 684.815";" 334.730";" 370.694";"1359.031";"1808.978";" 171.493";"2266.299";"2640.840";"1454.903";" 448.470";"1796.720";"2356.158";" 622.202";"1398.693";" 841.147";" 623.310";"2474.800";"2077.740";"1914.590";"1034.714";"2213.920";"2294.195";"1945.466";" 789.428";"2357.219";" 360.526";"2395.051";" 632.032";" 817.400";"2413.875";"1628.024";"1810.484";"2107.318";" 527.063";" 558.997";" 232.234";" 928.699";" 542.752";" 282.653";"1008.428";"1847.902"
