"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266";"81.266"
"max";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444";"5418.444"
"4am";"1489.391";" 729.942";"1284.747";"1003.548";" 946.564";" 701.396";" 677.600";" 662.899";" 523.941";" 404.273";" 477.279";" 993.671";" 800.606";"1311.224";" 555.583";" 622.874";" 826.977";" 399.860"
"5am";"1489.391";" 729.942";"1284.747";"1003.548";" 888.362";" 759.598";" 677.600";" 662.899";" 490.133";" 404.273";" 477.279";" 993.671";" 800.606";"1311.224";" 555.583";" 622.874";" 826.977";" 399.860"
"6am";"1489.391";" 729.942";"1284.747";"1003.548";" 861.615";" 759.598";" 677.600";" 662.899";" 490.133";" 427.716";" 477.279";" 993.671";" 708.624";"1311.224";" 555.583";" 481.387";" 755.301";" 337.099"
"7am";"2782.214";" 227.007";"1602.240";"1478.073";" 942.148";" 627.013";" 201.104";" 305.910";" 505.654";" 477.961";" 157.535";" 638.768";" 477.515";"1434.793";" 371.543";" 346.181";" 380.268";" 286.611"
"8am";"3067.864";" 227.007";"1786.599";"1734.098";" 956.844";" 318.826";"  85.779";" 344.133";" 516.158";" 956.022";" 252.260";" 526.312";" 502.857";"1469.153";" 226.278";" 162.579";" 251.225";" 139.089"
"9am";"2943.714";" 207.861";"1786.599";"1734.098";"1020.424";" 345.136";" 128.359";" 417.587";" 516.158";"1070.706";" 154.532";" 607.681";" 389.763";"1560.771";" 226.278";" 162.579";" 251.225";"  81.266"
"10am";"3092.714";" 101.441";"1812.874";"1428.036";" 950.371";" 306.104";"  85.779";" 417.587";" 516.158";"1070.706";" 154.532";" 767.355";" 276.669";"1614.943";" 226.278";" 162.579";" 251.225";"  81.266"
"11am";"3089.166";" 133.264";"1779.066";"1364.668";" 950.371";" 194.979";"  85.779";" 385.764";" 911.316";"1043.287";" 154.532";" 767.355";" 309.387";"1474.411";" 226.278";" 279.668";" 251.225";"  81.266"
"12am";"2786.855";" 695.188";"1370.817";"1338.253";" 817.676";" 416.803";" 266.029";" 271.860";"1002.080";"1015.803";" 252.260";" 609.112";" 316.296";"1275.341";" 407.454";" 384.236";" 253.297";" 126.912"
"1pm";"2642.637";" 475.243";"1645.042";"1346.345";" 946.353";" 277.695";" 121.158";" 271.860";"1001.985";"1043.287";" 273.693";" 658.462";" 256.727";"1353.491";" 309.492";" 310.782";" 251.225";" 104.709"
"2pm";"2579.202";" 498.063";"1706.688";"1132.291";" 903.328";" 351.953";" 121.158";" 305.472";" 994.388";"1015.091";" 404.206";" 545.998";" 285.839";"1319.879";" 294.126";" 380.776";" 380.790";" 104.709"
"3pm";"2839.022";" 548.084";"1560.410";"1144.193";" 833.398";" 279.189";" 187.605";" 337.295";" 683.215";" 742.451";" 386.310";" 668.578";" 396.315";"1136.285";" 325.370";" 454.230";" 557.849";" 116.602"
"4pm";"2727.475";" 675.337";"1312.816";"1082.415";" 823.979";" 370.821";" 287.377";" 407.876";" 541.679";" 975.065";" 426.280";" 748.189";" 447.729";" 833.325";" 247.684";" 454.230";" 319.964";" 197.578"
"5pm";"2138.933";" 604.257";"1252.664";"1103.193";"1004.126";" 655.778";" 313.315";" 477.298";" 470.251";" 668.361";" 539.896";"1164.406";" 317.280";"1135.845";" 278.928";" 589.436";" 638.809";" 337.099"
