"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532";"58.4970357158532"
"4am";"34.47799";"35.40746";"21.64577";"22.77579";"35.82499";"21.30148";"21.48281";"28.56489";"25.15126";"36.29110";"24.70523";"30.67127";"32.41579";"10.16593";"28.67515";"19.47547";"24.76637";"26.24055";"37.51930";"23.35934";"33.92843";"15.40103";"30.40533";"21.07206";"27.57413";"23.61400";"28.58750";"23.17206";"28.76360";"18.75978"
"5am";"34.86351";"35.59374";"21.73914";"22.88542";"35.75718";"21.48127";"22.08581";"28.81376";"25.23023";"38.70905";"23.99041";"29.75417";"32.23146";"11.65855";"27.52512";"19.03245";"24.11989";"23.33596";"36.26241";"23.31951";"30.62248";"16.13174";"30.71770";"21.39690";"25.96417";"23.46096";"28.68946";"22.92008";"27.21147";"18.70696"
"6am";"34.37250";"36.12107";"19.66886";"23.01879";"34.69212";"21.31804";"18.57810";"29.43199";"30.47102";"38.83305";"23.36696";"27.20510";"32.95979";"11.79209";"29.65438";"19.03117";"24.68800";"23.50433";"32.80213";"25.41293";"26.88506";"16.97364";"31.04340";"20.50889";"26.45131";"23.46096";"28.76063";"23.65698";"26.46411";"18.26565"
"7am";"38.06977";"38.65809";"19.17466";"21.37586";"36.46919";"20.42480";"21.38783";"31.09760";"30.35419";"38.09167";"20.10667";"31.28190";"29.94733";"10.46486";"26.41238";"20.40971";"24.38070";"21.71670";"34.00557";"25.04402";"22.50124";"17.51783";"35.90720";"16.79180";"28.53496";"26.20828";"29.54063";"21.10367";"20.97392";"18.45199"
"8am";"35.91881";"38.14352";"21.42350";"22.72726";"36.27726";"21.89517";"22.02095";"32.56857";"28.66749";"39.28719";"19.25957";"31.13737";"31.54565";"12.64052";"22.56550";"26.72731";"24.70932";"20.04384";"31.51574";"23.12419";"23.75876";"18.96419";"36.53252";"21.20313";"26.51783";"26.11930";"31.89466";"19.72210";"18.56748";"20.84251"
"9am";"35.85677";"37.19232";"21.03198";"23.10092";"40.91950";"21.43740";"26.27982";"32.07171";"27.01680";"38.51675";"20.73859";"30.89342";"29.01863";"11.38136";"22.84754";"22.12309";"26.26909";"19.98372";"34.00209";"21.46213";"23.86566";"18.29508";"39.75338";"27.31110";"24.92940";"27.11226";"28.71856";"21.12286";"19.85317";"23.36529"
"10am";"35.48551";"36.99455";"20.78194";"22.89089";"41.72911";"22.79092";"23.34308";"32.12059";"29.10383";"39.18066";"18.85619";"33.94957";"27.09681";"13.41676";"19.90604";"25.49350";"24.17551";"20.03389";"30.27190";"21.22251";"25.67684";"19.37774";"38.69454";"30.19012";"22.69859";"27.76458";"30.84932";"19.38619";"20.87473";"24.03069"
"11am";"35.14031";"36.13789";"21.53402";"24.92279";"40.84836";"19.38056";"25.15955";"30.17013";"28.51265";"39.50789";"18.85873";"31.79853";"31.00324";"13.91512";"23.60301";"25.08323";"26.57112";"18.71757";"32.67737";"19.93470";"21.34790";"20.50593";"39.63767";"24.47838";"23.17515";"28.86124";"32.94555";"19.87224";"19.92643";"22.21883"
