"11am",2297.3975,1977.8737,0,2677.139,3165.7279,2988.7013,5692.2679,2765.4053,3937.071,4805.2198,9636.7119,3236.1639,2178.0192,1764.0778,1048.117,2304.2021,6985.3075,4533.2864,7939.2016,3724.5015,2512.3119,1942.5206,1694.3961,3426.3173,11671.7135,2836.8317,3547.304,9011.66,1377.705,8881.3226,15907.5875,8255.3134,7962.9146,2874.5044,3731.9053,11861.2348,13861.4887,1004.8505,2224.0823,3778.488,1458.2168,1502.3013,6436.5184,1027.8838,0,1139.1743,1797.6702,1182.1955,15046.8694,2769.5412,2489.4205,3362.1539,1791.002,1645.2427,4962.5527,3132.4703,3220.5392,1139.1369,2146.9797,6871.3276,1267.7553,2082.8156,1661.47,1022.6593
"12am",2140.749,1878.3759,0,2266.4684,3685.2854,3093.5726,4836.5551,2342.7147,3966.3258,3922.833,8769.1083,2164.5156,2185.0416,1424.1511,919.5206,2386.5403,6088.1079,4631.6857,6157.0129,3327.2477,2380.1334,2315.8566,1824.8607,2951.8784,8003.6749,2811.7206,2666.5054,7208.3755,777.3429,7756.3169,12470.1647,7579.3729,7216.4089,1865.6884,3821.384,11595.9979,14317.3592,0,2301.9136,3611.483,1235.5661,1648.9209,5422.684,1078.0122,0,838.7281,1187.1037,1100.5239,12234.5294,2900.7575,2007.5503,3679.0144,2401.3108,1255.9612,4251.9763,2764.3167,3161.404,866.1362,1796.8028,6011.0657,777.0074,1915.8184,1724.4737,1046.4616
"1pm",2316.7304,1615.7688,1145.3079,2795.0835,3323.4246,3107.5256,5627.5259,2544.3569,4745.008,4686.1319,9504.0586,3332.5546,2158.3707,1816.8013,1298.1693,1899.6467,6733.5624,4326.5812,7358.0709,4013.5557,2213.1371,1984.7866,1993.4273,3483.8127,10166.5698,2779.9027,2714.2858,8914.7114,940.5087,8363.8008,15691.2486,8265.6722,9599.6904,2203.5337,3881.8348,13125.8591,13261.7599,1152.9392,1956.4493,4363.815,1386.1543,1089.1253,5807.0356,935.2985,0,1049.5907,1608.9253,948.8947,14345.7535,2735.2423,3009.6989,3834.3657,2030.8021,1285.9191,5513.2908,2846.8574,2402.1459,1290.2513,2539.5499,5973.1073,1057.1297,2275.1853,2188.8502,1149.5579
"2pm",2712.1,1910.2277,825.0006,2614.1029,3004.237,3151.0598,6691.5808,2969.6507,5499.1388,4601.2514,10415.4779,4113.6435,2740.2565,2122.7538,1412.5515,2063.3089,6588.8791,4640.8805,7751.6298,4171.0457,2568.8443,2192.2991,2341.8194,4170.0867,10088.2708,2565.4815,3117.8664,9216.7142,1089.24,9137.5561,16985.1836,8508.2156,9863.9268,2522.744,5532.2148,12542.107,15096.8305,792.8619,2060.0883,4577.3608,970.3344,1406.9318,5833.7484,1312.7369,0,1391.475,1640.5358,1193.713,16060.1001,2866.706,3405.2484,4383.9552,2042.7116,1319.7876,5345.7084,2681.7024,2609.3332,1650.6758,2474.8971,7834.9348,1101.0045,2603.5243,1910.4769,1258.8296
"3pm",2667.3844,1552.8756,1015.9323,2356.9528,2832.1028,3533.4024,5561.1608,2903.196,5029.8759,4872.9232,10429.4754,3420.4005,2846.2752,2472.4048,0,2343.2072,6093.4533,4314.7451,7647.6822,4194.9168,2539.4742,2301.5476,2367.0535,4092.0263,9343.942,2849.2453,3113.3014,8554.6001,1281.2364,8760.8401,16330.7591,8755.0298,8636.0878,2500.1832,6221.3397,11906.0168,14789.8368,1163.3226,2061.7984,4359.6031,1072.858,1439.292,5796.87,1238.3971,0,1170.6608,1145.0575,1074.7204,15017.55,3385.2208,2694.3759,3586.0904,2891.2328,0,4520.0926,2530.2757,2250.3361,1716.0574,2438.8221,6999.3757,810.1725,2856.4031,1661.7391,897.7748
"4pm",1245.0367,1420.9015,975.5286,1912.3674,2072.8178,2825.5954,4157.7607,2483.176,4685.4546,3356.5403,8830.8052,2607.2728,2406.039,1900.5973,0,1873.327,5088.0409,3633.2214,6837.6784,3288.7084,2190.2375,2310.6419,1596.5103,3293.1224,8182.4165,1931.965,2574.7236,7452.4432,878.9867,8053.3103,12595.2835,8545.1279,7584.3281,2227.6634,5470.8159,9691.2041,13887.633,1011.7354,1818.969,3806.6344,1010.741,1309.2413,5159.0132,1378.8935,1036.9127,1403.828,1229.2203,1006.2197,14146.5121,2894.2296,2477.2221,3187.6476,2385.4978,0,3319.7294,2159.0927,2069.0915,1289.8407,2165.969,5975.1774,691.8607,2422.605,1747.9516,0
"5pm",0,821.1908,1045.2401,1513.3121,1258.1386,1867.3417,3039.897,1188.3156,3740.7805,2664.3749,5756.1647,1240.4556,2254.8557,1123.8939,0,1951.6898,3549.1398,2414.2687,4696.1924,1795.2367,1537.6281,1789.1738,0,2413.3266,5175.4176,1075.621,1393.3008,4014.1537,0,6033.5695,8818.3318,5665.4398,5556.0715,1355.596,4028.7668,5654.5293,11515.3929,0,0,2922.8829,0,1038.4682,2991.2582,950.1275,0,0,0,0,7471.6546,1775.6922,1456.2937,1802.3955,2011.5057,0,3457.2993,1292.9807,1846.1106,0,1921.6888,3368.4741,0,0,1309.0139,0
"6pm",0,0,1304.1609,686.168,1064.1123,0,1747.6549,1024.5403,2889.2989,1974.0364,3626.378,1122.9369,1577.4248,0,0,1068.2241,4203.8798,1484.474,2744.3144,1266.4664,837.6099,1274.7402,0,1492.1688,3043.1128,0,1040.623,2198.7045,0,4553.2572,5587.2441,3143.8669,2494.1359,1336.3822,3122.7271,4049.7826,5928.9714,0,0,1897.5702,0,0,1421.0676,789.9982,0,0,0,0,4956.1007,0,1607.3095,1251.0554,1644.6626,0,1802.7251,0,1391.9932,0,0,1969.5227,0,0,0,0
"7pm",0,0,0,0,1368.1048,0,1293.4028,1076.9567,1065.5192,1277.6075,1806.127,0,0,0,0,1215.7071,2902.6992,766.9673,2519.3883,1099.1496,990.883,0,0,1208.7513,2019.1649,0,0,1414.7824,0,3806.9432,2492.1224,2325.3227,2195.0605,1286.3208,2708.8048,3185.0162,5274.8688,0,0,1599.4656,0,837.1433,981.2365,0,0,0,0,0,4253.7042,0,0,0,0,0,0,0,0,0,0,962.9976,0,0,0,0
"8pm",0,0,0,0,1337.159,0,1137.4504,0,1068.8189,1342.3985,1493.0489,0,0,0,0,1005.4096,2821.8045,0,1939.1935,1145.8058,0,0,0,0,1762.1611,1186.0143,0,1438.4712,0,2626.6776,2153.2383,1296.1444,1714.6108,0,2784.0575,2901.5963,5725.1974,0,0,1252.7787,0,0,1141.4518,0,0,0,0,0,3127.0118,0,0,0,0,0,0,0,0,0,0,758.0068,0,0,0,0
"9pm",0,0,0,0,820.9454,0,942.7241,0,0,0,1259.5852,0,0,0,0,0,2081.3282,0,1629.5409,928.2208,0,0,0,0,1432.1287,1177.8211,0,1095.2021,0,2109.3704,1605.1767,0,1445.2431,0,2713.4441,2633.3288,5024.7519,0,0,0,0,0,0,0,0,0,0,0,2247.2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10pm",0,0,0,0,0,0,0,0,0,0,1003.6237,0,0,0,0,0,1939.6861,0,1134.1797,0,0,0,0,0,0,0,0,0,0,1647.2553,1070.4538,0,921.4256,0,1334.2719,2579.3766,4427.7491,0,0,0,0,0,0,0,0,0,0,0,1737.1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11pm",0,0,0,0,0,0,0,0,0,0,845.9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.1204,0,0,0,0,1692.3546,3060.9945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.4466,2486.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.8548,1425.5986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964.6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
