"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565";"99.0881458966565"
"4am";"88.88889";"90.28078";"89.28571";"92.85714";"81.23457";"92.80303";"94.01544";"97.67857";"95.30075";"89.32462";"89.10506";"95.70312";"97.31544";"97.44898";"93.23583";"92.70073";"98.74055";"90.79190";"95.50102";"96.08611";"96.29630"
"5am";"89.01734";"90.36403";"89.30818";"93.03571";"81.12745";"93.07116";"93.83698";"97.66187";"95.31835";"89.25439";"88.93281";"95.66075";"97.53521";"97.38562";"93.09701";"92.47706";"98.68074";"90.89219";"95.08197";"95.95960";"96.13527"
"6am";"89.55752";"90.74074";"89.04665";"93.16547";"82.24299";"93.09091";"93.71069";"97.88732";"95.61905";"89.30958";"88.49372";"95.26882";"97.24409";"97.34513";"92.59259";"92.32323";"98.48485";"90.92628";"95.22777";"95.55035";"96.21622"
"7am";"91.57175";"91.26638";"84.75610";"93.89978";"84.91228";"93.81818";"93.52518";"97.56592";"93.69676";"91.94915";"89.74895";"94.90085";"95.95960";"97.59798";"92.30769";"92.75362";"98.78049";"90.83333";"95.00000";"95.32967";"95.27273"
"8am";"91.43135";"93.26733";"82.71605";"94.78673";"86.96970";"95.33582";"93.35106";"97.22222";"93.51852";"92.71255";"90.50388";"95.48611";"95.88235";"97.87234";"91.30435";"93.66755";"98.15668";"92.02586";"93.93939";"96.01227";"94.75806"
"9am";"90.90909";"94.52991";"82.78146";"95.01247";"87.03170";"95.15504";"92.87749";"97.22222";"93.45238";"92.63158";"90.84249";"94.46640";"95.36424";"97.82871";"90.56604";"94.27793";"97.88360";"92.07048";"92.30769";"94.77124";"94.22222"
"10am";"90.78212";"94.67919";"82.37232";"95.09804";"87.77293";"94.48980";"93.14286";"97.39953";"92.08524";"92.72349";"90.79190";"94.61538";"95.71429";"98.00937";"91.20521";"93.48442";"98.28571";"91.32420";"92.75362";"94.84536";"95.07389"
"11am";"91.17939";"94.19847";"82.33387";"94.77435";"87.57669";"94.20000";"92.65537";"96.94989";"92.22395";"93.46405";"91.12319";"94.18605";"95.83333";"97.74614";"91.46341";"93.39080";"98.24561";"91.25561";"92.69663";"94.80519";"95.34884"
"12am";"89.65863";"94.40124";"84.02778";"95.38106";"87.29447";"94.96982";"92.64305";"97.37991";"92.56329";"93.45992";"90.16100";"93.90244";"95.71429";"98.22560";"91.88406";"92.81609";"97.82609";"91.33333";"91.57303";"94.67085";"96.19048"
"1pm";"89.35361";"93.51988";"84.51400";"96.53465";"86.16071";"94.98069";"92.78997";"97.45370";"92.95352";"94.21842";"89.74820";"94.65021";"95.77465";"98.25378";"91.97531";"92.39766";"97.63314";"91.66667";"92.18750";"95.14563";"95.56650"
"2pm";"89.82726";"92.43827";"83.69748";"96.07843";"85.73620";"94.85714";"92.66862";"97.45958";"93.41317";"93.99586";"90.00000";"94.82072";"95.67901";"98.12865";"92.53731";"92.37537";"98.28571";"91.83673";"93.35260";"95.06173";"96.31336"
"3pm";"90.79628";"91.02113";"84.64286";"93.24324";"86.63522";"94.29658";"93.04124";"97.04545";"92.72727";"93.76299";"90.36609";"94.84536";"96.31579";"97.27047";"91.25683";"93.43434";"98.02956";"90.96774";"93.42466";"95.94203";"96.18644"
"4pm";"88.39161";"91.87279";"88.65784";"91.60000";"83.26923";"93.25397";"92.62673";"97.23404";"92.58010";"91.86047";"90.09346";"96.27660";"97.15447";"97.21060";"92.39631";"92.74005";"98.55596";"90.62500";"94.18886";"95.92875";"96.83544"
"5pm";"89.08228";"91.07468";"89.06250";"92.43856";"81.47368";"93.08411";"94.21842";"97.57576";"94.91525";"90.10989";"90.03559";"96.74419";"97.31801";"96.67221";"93.15353";"92.19713";"99.00332";"90.67460";"94.69027";"96.59091";"97.56757"
