"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604";"9984.74604"
"4am";"5401.4242";"1423.8207";"3478.4855";"2277.8996";"1596.5650";"2254.7088";" 739.0393";" 964.8162";" 649.4441";" 520.6429";" 732.1931";"1272.3338";"1301.0144";" 807.8819";" 437.2595";" 801.1386";"1254.4270";" 688.4123";" 685.4399";" 687.4449";" 198.6762";" 169.4515";" 274.3110";" 283.3684";" 441.5666";" 388.1683";" 344.4054";" 323.0418"
"5am";"5401.4242";"1423.8207";"3478.4855";"2277.8996";"1596.5650";"2254.7088";" 739.0393";" 964.8162";" 649.4441";" 520.6429";" 732.1931";"1272.3338";"1301.0144";" 807.8819";" 437.2595";" 801.1386";"1254.4270";" 688.4123";" 685.4399";" 687.4449";" 198.6762";" 169.4515";" 274.3110";" 283.3684";" 441.5666";" 388.1683";" 344.4054";" 323.0418"
"6am";"5548.5834";"1423.8207";"3478.4855";"2277.8996";"1541.7995";"2193.4116";" 591.8801";" 926.7591";" 455.3209";" 520.6429";" 732.1931";"1197.4634";"1301.0144";" 739.6789";" 437.2595";" 726.4147";"1254.4270";" 688.4123";" 685.4399";" 687.4449";" 198.6762";" 115.0041";" 204.1318";" 283.3684";" 441.5666";" 344.4649";" 344.4054";" 302.7660"
"7am";"5744.30383";"1437.37513";"4314.27482";"1921.10582";"2773.15146";"2106.11376";" 612.48658";" 405.75174";" 437.45891";" 581.98283";" 603.38324";"1477.16475";" 404.56724";" 998.45133";" 542.15358";" 653.20703";" 768.97374";" 329.40021";" 373.38395";" 316.28315";"  85.14694";"   0.00000";"  35.08962";" 381.87858";" 227.44059";" 161.84095";"  39.21377";"  60.58143"
"8am";"4105.72933";"2283.31182";"4612.22083";"1882.19483";"5332.90655";"2999.09987";" 889.77713";" 415.29603";" 593.28312";" 583.49683";" 261.69299";"1104.39315";" 213.57733";" 715.21815";" 583.00217";" 417.71783";" 923.21991";" 213.94314";" 310.22855";"  57.97824";"  54.78674";"   0.00000";"   0.00000";" 247.48667";" 106.59969";"  93.00322";"   0.00000";"  40.30565"
"9am";"3267.04366";"2707.34834";"4850.19143";"2060.68348";"6022.37804";"3153.04432";" 807.65900";" 354.12851";" 692.79819";" 586.37711";" 189.13858";"1059.45765";"  80.69623";" 614.51628";" 625.56941";" 271.20430";" 829.71917";" 127.54766";" 310.22855";"   0.00000";"  54.78674";"   0.00000";"   0.00000";" 247.48667";" 106.59969";"  93.00322";"   0.00000";"  40.30565"
"10am";"3249.70265";"2685.80304";"4806.40487";"2154.29702";"6550.97373";"3235.29243";" 715.55739";" 354.12851";" 599.18465";" 586.37711";" 189.13858";"1059.45765";" 156.38556";" 614.51628";" 625.56941";" 255.09356";" 829.71917";" 127.54766";" 310.22855";"   0.00000";"  54.78674";"   0.00000";"   0.00000";" 247.48667";" 106.59969";"  93.00322";"   0.00000";"  40.30565"
"11am";"3000.05463";"2685.80304";"4745.32437";"1948.40752";"6601.70971";"3153.26750";" 685.19719";" 416.69165";" 599.18465";" 586.37711";" 255.23017";"1059.45765";" 156.38556";" 739.00258";" 625.56941";" 333.39308";" 829.71917";" 127.54766";" 310.22855";"   0.00000";" 125.62720";"   0.00000";"   0.00000";" 169.18715";" 106.59969";"  93.00322";"   0.00000";"  40.30565"
