"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838";"7803.838"
"4am";"104.074";"  0.000";" 84.977";"108.942";"294.938";"230.457";"  0.000";" 75.091";" 75.206";"131.245";" 35.516";"  8.839";"  0.000";"375.838";"  0.000";" 22.755";"104.213";"  0.000"
"5am";"275.353";"  0.000";"235.093";"122.890";"246.778";"258.397";" 21.837";" 75.091";"140.590";"131.245";" 89.615";" 38.176";"  0.000";"505.566";"  0.000";"200.683";"104.213";"  0.000"
"6am";"679.635";"  0.000";"274.579";"217.260";"272.862";"341.499";" 21.837";"179.882";"299.571";"339.814";"155.823";"133.976";"354.517";"712.103";" 30.172";"308.862";"104.213";"  0.000"
"7am";"2583.935";"1117.991";"1491.054";"1449.036";" 840.056";"1298.442";" 501.348";"1046.214";"1240.761";" 943.577";" 305.835";" 794.952";"1224.837";"1976.518";" 170.986";" 574.054";" 905.799";" 252.913"
"8am";"4742.928";"2138.409";"3305.574";"2611.738";"1145.991";"2359.262";" 813.473";"1395.542";"2435.737";"1450.060";" 759.006";"2047.131";"2060.925";"3383.605";" 375.107";"1020.894";"1384.661";" 217.256"
"9am";"4923.832";"2278.677";"3631.076";"2675.000";"1149.842";"2442.094";" 813.473";"1419.940";"2478.252";"1558.043";" 851.523";"2466.277";"2040.639";"3536.830";" 410.744";"1187.679";"1525.891";" 285.430"
"10am";"4960.204";"2278.677";"3507.911";"2621.699";"1173.475";"2483.253";" 786.642";"1393.499";"2452.547";"1543.677";" 949.966";"2474.749";"2080.163";"3584.602";" 382.898";"1187.679";"1702.800";" 296.659"
"11am";"4683.907";"2101.266";"3558.557";"2594.768";"1107.567";"2485.473";" 794.213";"1263.164";"2395.793";"1609.183";" 912.972";"2510.174";"2202.858";"3614.493";" 346.396";"1201.512";"1717.088";" 296.659"
"12am";"2734.499";"1737.834";"1918.623";"1595.074";" 844.861";"1664.476";" 563.659";" 950.457";"1362.870";" 913.982";" 451.860";"1522.277";"1592.723";"2448.483";" 310.759";" 749.316";" 959.653";" 145.068"
"1pm";"4157.006";"2424.273";"3106.659";"2585.550";" 837.284";"2291.527";" 765.571";"1212.107";"2161.324";"1516.479";" 729.639";"2209.009";"2014.909";"3016.959";" 317.799";" 995.780";"1390.039";" 159.977"
"2pm";"4203.789";"2424.273";"3367.223";"2485.686";" 847.770";"2363.012";" 765.571";"1219.194";"2196.996";"1462.844";" 777.396";"2264.751";"2070.987";"3204.674";" 373.789";"1109.507";"1384.777";" 193.467"
"3pm";"4164.143";"2389.396";"3171.144";"2548.647";" 826.250";"2252.492";" 744.448";"1153.292";"2303.139";"1296.186";" 780.496";"2074.800";"1968.450";"2820.755";" 386.963";"1021.135";"1448.294";" 232.145"
"4pm";"3885.758";"1873.456";"2685.644";"2156.356";" 606.997";"1699.781";" 667.526";" 999.157";"1935.610";"1072.233";" 704.600";"1749.394";"1674.771";"2392.613";" 361.924";" 901.461";"1374.191";" 156.631"
"5pm";"2523.480";" 731.955";"1354.976";"1229.893";" 181.749";" 986.199";" 329.307";" 616.819";" 876.290";" 719.159";" 477.278";"1237.371";"1115.724";"1427.335";" 250.890";" 408.739";" 830.813";"  99.352"
"6pm";"1252.114";" 362.774";" 680.033";" 688.267";"  76.977";" 483.968";" 207.274";" 430.069";" 394.294";" 243.251";" 351.381";" 614.604";" 481.833";" 609.370";" 176.287";" 321.706";" 299.360";"  42.287"
"7pm";"536.664";"189.531";"583.220";"457.659";" 87.372";" 94.310";"160.019";"140.718";"183.594";" 77.323";" 55.677";"241.321";"189.270";"296.620";" 56.078";"153.816";"117.676";" 45.992"
"8pm";"261.201";"  0.000";"279.892";"319.228";"128.856";" 35.242";" 21.067";" 68.266";"112.449";" 49.383";" 22.187";" 88.416";" 82.438";"246.059";" 73.832";" 84.480";"102.508";" 18.594"
"9pm";"173.484";"  0.000";"158.859";"229.807";"128.856";" 35.242";" 68.266";" 68.266";"112.449";" 49.383";" 22.187";" 88.416";" 26.315";"280.690";" 35.808";" 84.480";"102.508";" 18.594"
"10pm";" 56.642";"  0.000";" 97.795";"108.942";"112.976";" 35.242";"  0.000";" 68.266";"112.449";" 49.383";" 22.187";" 61.179";" 26.315";"254.242";"  0.000";" 22.755";"102.508";" 18.594"
