"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144";"3247.526144"
"4am";" 89.44458";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"144.48739";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"0";"172.00880";"  0.00000";"  0.00000";"0";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"5am";"151.36774";"  0.00000";"  0.00000";" 89.44458";"  0.00000";"227.05162";"  0.00000";"  0.00000";"110.08563";"  0.00000";"  0.00000";"  0.00000";"0";"357.77830";"  0.00000";"  0.00000";"0";"123.84634";"  0.00000";" 82.56422";"  0.00000"
"6am";" 344.0176";" 158.2481";" 192.6499";" 295.8551";" 206.4106";" 605.4710";" 151.3677";" 199.5302";" 316.4962";" 110.0856";" 137.6070";"   0.0000";"   0.0000";"1114.6170";"   0.0000";"   0.0000";"   0.0000";" 344.0176";" 110.0856";" 158.2481";"   0.0000"
"7am";"1444.87392";" 371.53901";" 522.90675";" 564.18886";" 784.36013";"1080.21526";" 309.61584";" 495.38534";"1052.69386";" 371.53901";" 385.29971";" 123.84634";"   0.00000";"2229.23405";" 144.48739";" 144.48739";"   0.00000";" 543.54781";" 220.17126";" 213.29091";"  82.56422"
"8am";"2009.0628";" 605.4710";" 818.7619";" 708.6763";"1093.9760";"1279.7455";" 385.2997";" 605.4710";"1424.2329";" 529.7871";" 577.9496";" 178.8892";"   0.0000";"2531.9695";" 220.1713";" 213.2909";"   0.0000";" 660.5138";" 233.9320";" 261.4534";" 110.0856"
"9am";"2270.5162";" 880.6851";"1038.9332";" 743.0780";"1204.0616";"1293.5062";" 392.1801";" 619.2317";"1610.0024";" 488.5050";" 722.4370";" 165.1284";"   0.0000";"2710.8587";" 240.8123";" 240.8123";"   0.0000";" 708.6763";" 240.8123";" 282.0944";" 137.6070"
"10am";"2291.1572";"1011.4117";"1080.2153";" 777.4798";"1341.6686";"1300.3865";" 433.4622";" 605.4710";"1665.0452";" 557.3085";" 715.5566";" 178.8892";"   0.0000";"2710.8587";" 247.6927";" 282.0944";"   0.0000";" 715.5566";" 268.3337";" 268.3337";" 110.0856"
"11am";"2077.8663";" 970.1296";"1032.0528";" 715.5566";"1183.4205";"1265.9848";" 371.5390";" 639.8727";"1451.7543";" 529.7871";" 736.1977";" 206.4106";"   0.0000";"2614.5338";" 268.3337";" 233.9320";"   0.0000";" 701.7959";" 261.4534";" 268.3337";" 130.7267"
