"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601";"14598.03601"
"4am";"14452.600";" 8988.563";"13314.062";"13697.907";" 8348.152";"12381.673";" 7461.057";" 7679.840";" 8917.354";"11070.184";" 5310.555";"10737.256";" 9662.642";" 7507.820";" 6669.395";" 8818.369";"13825.150";" 7609.051";"10999.750";" 9022.502";" 4417.398";" 3395.632";" 3209.127";" 4094.525";" 4961.525";" 3522.827";" 3754.867";" 4803.282"
"5am";"14421.483";" 8988.563";"13179.335";"13622.437";" 8194.797";"12381.673";" 7339.074";" 7570.676";" 8868.369";"10992.276";" 5172.970";"10570.025";" 9662.642";" 7507.820";" 6633.446";" 8691.316";"13742.216";" 7478.000";"10888.415";" 8731.857";" 4389.433";" 3374.473";" 3158.222";" 4005.960";" 4928.580";" 3522.827";" 3728.153";" 4773.803"
"6am";"14111.401";" 8765.293";"12747.623";"13172.623";" 7743.787";"11542.612";" 7107.727";" 7118.138";" 8299.415";"10658.781";" 5070.170";"10239.785";" 9475.827";" 7299.241";" 6512.778";" 8119.702";"13408.286";" 7063.190";"10656.591";" 8185.163";" 4248.237";" 3203.943";" 2872.184";" 3658.226";" 4795.442";" 3390.741";" 3454.761";" 4569.533"
"7am";"12400.590";" 7419.785";" 9811.847";"10130.747";" 6351.573";" 9126.345";" 5960.426";" 5688.753";" 6814.989";" 8953.197";" 4277.769";" 8224.138";" 6735.812";" 5145.603";" 5398.334";" 6016.069";" 8872.838";" 4866.146";" 8767.730";" 5547.871";" 3068.477";" 2270.249";" 1937.902";" 2847.623";" 3440.872";" 2252.239";" 2471.175";" 3149.953"
"8am";"7353.386";"4644.612";"7029.557";"7883.250";"4677.073";"6500.340";"4502.975";"4603.166";"4692.744";"6481.216";"2274.455";"4937.739";"4328.315";"3795.851";"4118.074";"4424.012";"6062.697";"3298.210";"6632.996";"4232.365";"1909.551";"1683.056";"1195.057";"2013.155";"2538.208";"1514.053";"1554.526";"2122.306"
"9am";"6092.028";"3487.766";"6992.800";"7014.886";"3459.730";"5078.852";"3856.684";"4272.087";"4149.512";"5066.846";"2223.922";"4221.222";"3612.512";"3046.898";"3471.451";"3672.035";"5516.587";"2675.435";"5919.029";"4021.300";"1725.404";"1665.019";"1171.873";"1684.663";"2292.126";"1407.791";"1521.298";"1967.393"
"10am";"5187.899";"3527.282";"6473.170";"6403.855";"3223.184";"4789.468";"3905.782";"3747.778";"3872.583";"4983.217";"1822.026";"4016.546";"3772.144";"2479.050";"3059.301";"3330.814";"5018.483";"2896.820";"5903.947";"3600.768";"1811.507";"1465.562";"1059.576";"1785.406";"2156.062";"1250.413";"1287.802";"1878.868"
"11am";"5181.672";"3915.524";"6531.263";"6026.281";"3790.258";"5151.629";"4026.535";"3983.734";"4453.932";"5141.731";"1999.718";"3834.676";"4139.708";"3263.238";"3237.378";"3976.543";"5190.867";"3056.634";"5966.102";"3485.940";"1866.645";"1575.353";"1128.440";"1827.147";"2138.066";"1411.547";"1430.052";"2047.169"
