"hour","age1","age2","age3","age4"
"4am",0.411730663550297,0.354330171986215,0.539469834302961,0.346244748156605
"5am",0.411502459005589,0.333095147845069,0.519019653585723,0.346303887959787
"6am",0.477449485542738,0.292402297090563,0.49908613551394,0.347774294560924
"7am",0.403838079962193,0.231432428017839,0.420174103955839,0.336367951720753
"8am",0.269562222932982,0.116971027277609,0.307181914883523,0.335062847072517
"9am",0.241447874261993,0.137057601853369,0.272196253490194,0.298670845739313
"10am",0.235013326245843,0.122079582107388,0.27597665924292,0.306038578253854
"11am",0.247868339958208,0.0945521229345476,0.256301321079627,0.31805355125464
"12am",0.29714090608547,0.134000577708247,0.263870466643675,0.303747730557207
"1pm",0.241620891061075,0.12475758489156,0.273629473508759,0.307219546099342
"2pm",0.270646139905295,0.13305432891531,0.323875907947571,0.362896299620052
"3pm",0.267540146521238,0.0913843569075893,0.315488171771761,0.307099781374903
"4pm",0.282172585446602,0.16824303190841,0.313686699367074,0.270189833538593
"5pm",0.407561530561151,0.227920942880236,0.401204500095925,0.301528049914966
"6pm",0.422584383126653,0.310757992908081,0.492296001199126,0.324833655256847
"7pm",0.451690524894933,0.370408502962574,0.556626718132196,0.335789119555846
"8pm",0.411549517673919,0.345120574758322,0.544707977917468,0.352321279810011
"9pm",0.439278113069132,0.380696311557499,0.528938409055403,0.348963491886571
"10pm",0.456577936983958,0.368231467494681,0.543355989542712,0.356123246688185
"11pm",0.395258661522583,0.361452835024837,0.541251648876494,0.338461140244017
"12pm",0.403403834343652,0.318062051218436,0.523527797964399,0.335005391909261
"1am",0.411267206672568,0.361663334395479,0.55329827672336,0.329358112277534
"2am",0.414281857185297,0.355358336191271,0.55704205636208,0.330149609888698
"3am",0.416188397187986,0.352891160414335,0.553348565469578,0.332123357219356
