"hour","occ1","occ2","occ3","occ4","occ5"
"4am",0.178593123894768,0.512477759885045,0.178917490220371,0.300278646722489,0.0856155881856795
"5am",0.176575630205131,0.500572046100366,0.185340395907095,0.303359108073775,0.0839314423828122
"6am",0.160640842044429,0.513315110704012,0.182382967945889,0.322776661351272,0.0870489184654888
"7am",0.108692495275434,0.420713534175039,0.138565476675239,0.351033685404879,0.122567887646814
"8am",0.159604656258863,0.295483407416349,0.140695152917036,0.34056288825713,0.122726394794975
"9am",0.175109157463728,0.267821735826098,0.151633421821739,0.320492379526724,0.099022242905875
"10am",0.198039835654041,0.252294914878429,0.142440794570552,0.335688343834622,0.0780734914585979
"11am",0.190339403039632,0.268778309011412,0.142589339815666,0.316601472835999,0.135417970461761
"12am",0.155109860671025,0.331239130375735,0.123393901098588,0.325890079794375,0.138002264961679
"1pm",0.143506021081805,0.279137916994138,0.143524762869319,0.308686852290767,0.162844211194677
"2pm",0.201012471457678,0.306129888702577,0.178522532459775,0.374497475919478,0.209656623719572
"3pm",0.183374314499307,0.309835785188775,0.114672842061518,0.298422109941395,0.162792079432309
"4pm",0.170055398657863,0.353611173580883,0.132737470620217,0.268535008695095,0.0973573552567732
"5pm",0.192058950303094,0.474278048120773,0.202191061456877,0.289969141624498,0.0813482473316317
"6pm",0.226966669556616,0.502430873295052,0.164798047140898,0.282990626486447,0.0670639869714409
"7pm",0.16875170317254,0.533263407810395,0.210500485432731,0.307110751761667,0.0991200064487478
"8pm",0.188151745957217,0.523477492170491,0.197240883487485,0.312868500932603,0.127486040482168
"9pm",0.18915651575872,0.542512540433839,0.19715032067685,0.342604240278022,0.1304203613345
"10pm",0.202612100520344,0.545876531606599,0.186444488773513,0.332862692181841,0.0926944651687345
"11pm",0.211487790823068,0.540726544666567,0.171996139034239,0.295200000230932,0.0844470887320991
"12pm",0.201669699324742,0.517659544795038,0.196174283770071,0.289621951502198,0.0867071576811576
"1am",0.196563004098573,0.524319585932652,0.177746949667985,0.277419253599907,0.0885254364068893
"2am",0.192546572676497,0.532135401318048,0.186759313614408,0.279827766443832,0.0835892416486788
"3am",0.185276599151346,0.537856825612977,0.183178525955648,0.281983562053473,0.0848374940670577
