"hour","sex1","sex2"
"4am",0.194819354713169,0.194819354713169
"5am",0.162504483639387,0.162504483639388
"6am",0.124149365416509,0.124149365416509
"7am",0.135660305612321,0.135660305612321
"8am",0.134119723622489,0.134119723622489
"9am",0.145093685326655,0.145093685326655
"10am",0.14831323567018,0.14831323567018
"11am",0.208535525328686,0.208535525328685
"12am",0.179353436588684,0.179353436588684
"1pm",0.25074046739867,0.25074046739867
"2pm",0.257237814013331,0.257237814013331
"3pm",0.21921627419106,0.21921627419106
"4pm",0.235529171717357,0.235529171717357
"5pm",0.171306362593489,0.171306362593489
"6pm",0.141946544252625,0.141946544252625
"7pm",0.237388747003627,0.237388747003627
"8pm",0.197889972078808,0.197889972078808
"9pm",0.196426403743843,0.196426403743843
"10pm",0.170753186302432,0.170753186302432
"11pm",0.206007742215071,0.206007742215071
"12pm",0.179335352859612,0.179335352859612
"1am",0.181235865516108,0.181235865516108
"2am",0.165682998219647,0.165682998219647
"3am",0.180347862736896,0.180347862736895
