"hour","resarea1","resarea2","resarea3"
"4am",0.179843786857424,0.474059104786668,0.638215813448026
"5am",0.185083090004306,0.477024996311658,0.641609745536473
"6am",0.185669195246781,0.469040481164042,0.638041097824512
"7am",0.185254922137666,0.429146159593942,0.629759898618456
"8am",0.195960622270053,0.360307070041674,0.596541516017995
"9am",0.202766479160744,0.343781265012817,0.595301561263976
"10am",0.19994576580337,0.331726941075135,0.592652360564424
"11am",0.196993140070695,0.327358140379739,0.585753078653403
"12am",0.190349805473896,0.333451316056335,0.581959647038012
"1pm",0.19366168546613,0.334103384891693,0.594892647150128
"2pm",0.198768955727787,0.35475954948232,0.621299598973842
"3pm",0.198603691384458,0.360854350579542,0.625396381675661
"4pm",0.200674240406691,0.377493973641484,0.617079583847331
"5pm",0.192486596662179,0.413550933094817,0.619772275338677
"6pm",0.197131917165016,0.443073031542255,0.626201152659975
"7pm",0.186712738095678,0.455073560466981,0.62828530556377
"8pm",0.176761805131049,0.45804052315246,0.629443498626616
"9pm",0.177865531960336,0.457987207753919,0.624564405762764
"10pm",0.176370070663375,0.464134026281657,0.631967605713451
"11pm",0.177225027800393,0.476350831333151,0.639642544562693
"12pm",0.179369139863589,0.474371530929599,0.637079140230479
"1am",0.17954817778469,0.47942435463687,0.641507547704542
"2am",0.179604394220611,0.479631680845624,0.640953172928804
"3am",0.179590475172942,0.480195008962198,0.641183907617755
