"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.0846166356228981,0.354286295428774,0.40720982416685,0.274333664176351,0.486136505471531
"5am",0.0922405231703221,0.337432564314853,0.375889162587354,0.262952045531977,0.478285780901748
"6am",0.0901954346592725,0.304267124769562,0.330761670944011,0.272245781214937,0.472029087567784
"7am",0.0657681463518971,0.35271992617478,0.154942296952831,0.299926241372958,0.467976572322169
"8am",0.0488475541966558,0.411801833647207,0.100125137346413,0.180068222026121,0.462016711474989
"9am",0.0512442760035551,0.443798856539367,0.0139653921476491,0.181965727000066,0.431912193730504
"10am",0.0603937180575317,0.451580977592298,0.00489780138642359,0.161835739618947,0.414265828044365
"11am",0.0626439284308175,0.452410064885188,0.0591062281581072,0.120915928289967,0.444733368982404
"12am",0.114982123286884,0.440073534302746,0.155813642797503,0.147357517960144,0.486364385273098
"1pm",0.128964257483145,0.427262640439528,0.0954775897823136,0.179123594481017,0.407501025984532
"2pm",0.109441874603412,0.424508462159847,0.0522775022675,0.0947173863353898,0.417740187868589
"3pm",0.110213407223296,0.407018735634292,0.020653510587011,0.10900647866153,0.406563011566437
"4pm",0.137899789574302,0.419511381971051,0.0274660542083644,0.170654903541477,0.398849365123579
"5pm",0.0864580927643456,0.399343630544069,0.128294139852028,0.143604329850437,0.412666880066895
"6pm",0.105490972142526,0.410398947295361,0.232435537621347,0.212492754038934,0.487719603406161
"7pm",0.121151717173818,0.376958736955431,0.371141254686262,0.293444013973235,0.488673752466652
"8pm",0.132367101441983,0.383430235985308,0.413191520712126,0.282097733737735,0.523897514446715
"9pm",0.0640718761500662,0.405695087387351,0.355074414331734,0.281323179309858,0.50597980091162
"10pm",0.0524433202788649,0.403477117629985,0.347439349246243,0.256254586001521,0.493886992258669
"11pm",0.0627590120109905,0.405286079865198,0.401944313990071,0.256155223818375,0.499939338304505
"12pm",0.0708595719824235,0.387616710683172,0.396576616878546,0.26589784551119,0.506699375955184
"1am",0.0835910120923775,0.391375098583562,0.406454426056695,0.259672854738725,0.503746228158344
"2am",0.0839214488591902,0.383187951870016,0.410648547209039,0.26226345711601,0.50610215032928
"3am",0.0874534847182487,0.377292324758446,0.412532834995762,0.260441900175484,0.497506844283771
