"hour","mode1","mode2","mode3"
"4am",0.561710643096463,0.753260053392193,0.75225171015041
"5am",0.547513546413632,0.751966103569451,0.752468430386146
"6am",0.594581698470689,0.748340354131879,0.7234238207323
"7am",0.539370408457656,0.714688625117322,0.62950912135395
"8am",0.581958598936104,0.693878198976516,0.535511619995164
"9am",0.604240054724364,0.717418695737173,0.553120774803565
"10am",0.613719954381673,0.704675501636172,0.496076826781133
"11am",0.618217765162132,0.720441148177061,0.556559097176355
"12am",0.62630281816668,0.734581321773923,0.639571483722314
"1pm",0.630661095635594,0.727201223086094,0.658883850197422
"2pm",0.624169647657521,0.750346363232156,0.646008807234489
"3pm",0.620136035219147,0.76691290835651,0.659545636275471
"4pm",0.665158956821135,0.758927567997123,0.659852676795586
"5pm",0.683186591464347,0.7847549122481,0.721510696321406
"6pm",0.672010929046259,0.775772309179249,0.744468576333933
"7pm",0.62500820003278,0.773588201379435,0.745936824952544
"8pm",0.604328000285475,0.773555629309316,0.747702721366233
"9pm",0.585615125491568,0.770434556210189,0.773012860645025
"10pm",0.583298432970641,0.775225443155272,0.772459474557504
"11pm",0.567596455154224,0.776312453148771,0.772654780214965
"12pm",0.551991918471218,0.763021534196798,0.767151523855486
"1am",0.546238540025987,0.764769985364431,0.768414272628902
"2am",0.539525091127061,0.76330048600855,0.768689720142051
"3am",0.535253503254207,0.762976823754003,0.770759311104672
