"hour","educmen1","educmen2","educmen3","educmen4"
"4am",0.341227556551385,0.483385649386772,0.328781371496367,0.62331202160587
"5am",0.350465560230458,0.471450425419517,0.337598235814488,0.617422850945042
"6am",0.361558839073711,0.412514323615879,0.321646457118041,0.605201100229776
"7am",0.365711921187277,0.373145726625013,0.321055906049194,0.530250232854179
"8am",0.342912687835737,0.308692297756846,0.237503786742934,0.522729441609891
"9am",0.34263535720768,0.292512323516834,0.270711704535667,0.510374849064177
"10am",0.347333391295004,0.264940976981545,0.273571722275825,0.515542166367841
"11am",0.361883081813674,0.296959507895802,0.259479706685218,0.512147811732288
"12am",0.371943179486776,0.357665383947892,0.286780343247269,0.549594537787516
"1pm",0.389999689565646,0.304003076078794,0.257300398241518,0.522946108032745
"2pm",0.407769963780693,0.321746685659474,0.249761888559315,0.527922550238686
"3pm",0.337954170504932,0.325610271140845,0.246675148752172,0.484382700933499
"4pm",0.395951336956285,0.343275699354984,0.329696181937618,0.5054749613309
"5pm",0.364017508484614,0.442686332833719,0.363598427185489,0.552709806257705
"6pm",0.360773005934545,0.445571556922744,0.335537759251903,0.607173930201477
"7pm",0.382812272567361,0.479149385765382,0.353106656160258,0.580813887294592
"8pm",0.370220113363339,0.468563701973887,0.308711936517714,0.592529879001221
"9pm",0.36323589883685,0.485501093403505,0.3027802563142,0.586076810149259
"10pm",0.373095670288217,0.477246951991728,0.27591287586062,0.581540286320191
"11pm",0.361150673099926,0.48235178127976,0.285983428750399,0.611014570861103
"12pm",0.353003265259957,0.473518406791978,0.297434409904778,0.619076117498843
"1am",0.360082431026893,0.475416103011017,0.304953314724657,0.622316064104094
"2am",0.357569791665808,0.478324682366539,0.30726173783867,0.626303644861748
"3am",0.354148863494776,0.473105309190867,0.294797152400217,0.627088866995759
