"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276";"8927.276"
"4am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";"0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"5am";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1673.690";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 926.842";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"7am";"   0.000";"   0.000";"   0.000";"   0.000";" 987.887";"   0.000";"   0.000";"   0.000";"1601.243";"   0.000";"1626.842";"   0.000";"   0.000";"1861.361";"1183.054";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1167.676";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1093.254";" 646.925";"1851.353";"   0.000";"1129.552";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1279.255";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2184.351";"   0.000";"   0.000";"   0.000";"3991.588";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1250.002";"   0.000";"   0.000";"   0.000";"2668.514";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"1067.050";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 984.497";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2282.922";"   0.000";"   0.000";"1057.771";"3041.643";"   0.000";"   0.000";"1517.408";"2298.539";"   0.000";"2305.012";"1372.855";"1278.632";"3716.465";"3039.023";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1750.704";"1596.149";"2380.684";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1468.968";"1404.822";"2598.205";"1200.226";"1570.839";"   0.000";"   0.000";"1773.874";"   0.000";"   0.000";"   0.000";"   0.000";"0";" 848.387";"   0.000";"   0.000";"   0.000";"   0.000";"1559.635";"   0.000";"1663.867";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1490.931";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1695.667";"   0.000";"1494.813";"   0.000";"   0.000";"3596.893";"1020.454";"   0.000";"   0.000";"4746.322";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1991.644";"1957.003";" 928.208";"   0.000";"   0.000";"1725.995";"   0.000";"   0.000";"   0.000";"6563.151";"   0.000";"   0.000";"1070.708";"   0.000";"   0.000";"   0.000";"1016.806";"   0.000";"   0.000";" 691.479";"   0.000";"   0.000";"   0.000";"   0.000";" 737.812";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2079.127";"1612.968";"   0.000";"   0.000";"1461.350";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1679.048";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"2459.830";"   0.000";"   0.000";"1241.730";"4943.882";"   0.000";"   0.000";"2181.709";"2917.953";"1172.073";"2825.684";"2133.307";"2862.201";"4173.443";"3243.698";"1126.760";"   0.000";"   0.000";"   0.000";"   0.000";"1172.710";"1483.580";"1750.704";"1833.341";"2665.640";"1137.322";"   0.000";"   0.000";"   0.000";"   0.000";"1687.435";"1239.901";"2717.211";"1365.271";"1687.246";"   0.000";"   0.000";"2967.571";"   0.000";"   0.000";"1149.452";"   0.000";"0";"1091.638";"   0.000";"   0.000";"   0.000";"   0.000";"1741.237";"1196.118";"2511.271";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2020.946";"   0.000";"   0.000";" 891.889";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1945.630";"   0.000";"1742.813";"   0.000";"   0.000";"3976.664";" 825.956";"   0.000";"1038.974";"5034.153";"   0.000";"1063.380";"   0.000";"   0.000";"   0.000";"   0.000";"2695.215";"2211.495";"1093.427";" 920.908";"   0.000";"2155.041";"   0.000";" 678.373";"   0.000";"8424.820";"   0.000";"   0.000";"1268.619";"   0.000";"   0.000";"   0.000";"1054.772";"   0.000";"   0.000";" 732.130";"1371.520";"   0.000";"   0.000";"   0.000";" 709.208";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2043.977";"1812.621";"   0.000";" 755.200";"1669.063";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1742.206";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 915.015";"   0.000";"   0.000";"   0.000"
"10am";"2599.359";"   0.000";"1168.415";"1290.314";"5823.956";"   0.000";"   0.000";"2478.983";"3109.149";"1256.762";"2583.889";"2153.513";"2791.613";"4515.545";"3593.707";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1049.953";"1396.960";"2028.850";"2008.556";"2831.184";"1121.298";"   0.000";"   0.000";"   0.000";"1424.362";"1659.540";"1549.192";"2957.576";"1984.651";"1820.599";"1217.322";"   0.000";"2711.664";"   0.000";" 837.936";"1308.417";"   0.000";"0";"1196.911";"   0.000";"   0.000";"   0.000";"   0.000";"1932.661";"1093.488";"3289.716";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2330.390";"   0.000";" 920.918";" 995.189";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2033.167";"   0.000";"1942.928";"   0.000";"   0.000";"4067.861";" 768.005";"   0.000";"   0.000";"5020.650";"   0.000";"1024.840";" 516.763";"   0.000";"   0.000";"   0.000";"3060.937";"2472.896";"1448.508";"   0.000";"   0.000";"2522.527";"   0.000";" 820.250";" 523.309";"8424.110";"   0.000";"   0.000";"1200.638";"   0.000";"   0.000";"   0.000";"1168.750";"   0.000";"   0.000";" 732.130";"1208.437";"   0.000";"   0.000";"   0.000";" 778.439";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2597.952";"1830.346";"   0.000";" 578.012";"2019.910";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1787.859";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 571.704";" 969.993";"   0.000";"   0.000";"   0.000"
"11am";"2691.389";"   0.000";"   0.000";" 926.542";"6109.664";"   0.000";"   0.000";"2307.709";"2764.338";"1645.163";"2403.061";"2452.160";"2200.376";"4601.843";"2974.821";"1230.063";"   0.000";"   0.000";"   0.000";"   0.000";" 883.751";"1500.203";"1566.816";"2160.688";"2528.476";"1116.633";"   0.000";"   0.000";"   0.000";"   0.000";"1597.453";"1419.827";"3198.325";"1733.652";"1852.884";"   0.000";"   0.000";"2833.370";"   0.000";" 826.396";"   0.000";"   0.000";"0";"1127.442";"   0.000";"   0.000";"   0.000";"   0.000";"2022.702";"1191.169";"2110.269";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2542.197";"   0.000";"   0.000";" 888.829";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2115.909";"   0.000";"1493.177";"   0.000";"   0.000";"3865.958";"   0.000";"   0.000";"   0.000";"4718.137";"   0.000";"1107.040";"   0.000";"   0.000";"   0.000";"   0.000";"2780.266";"2442.242";"1298.112";" 805.318";" 711.923";"2248.239";"   0.000";"   0.000";"   0.000";"8312.379";"   0.000";"   0.000";"1006.694";"   0.000";"   0.000";"   0.000";" 908.198";"   0.000";"   0.000";" 715.077";"1109.587";"   0.000";"   0.000";"   0.000";" 798.199";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2476.587";"1645.673";"   0.000";"   0.000";"1532.256";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1619.314";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1307.718";"   0.000";"   0.000";"   0.000"
