"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329";"56.0035512519329"
"4am";"2.7314333";"1.2616317";"3.7709899";"3.3315707";"6.2747259";"4.4280175";"6.8538539";"2.4429176";"3.4242093";"4.9555658";"1.4640981";"2.5526886";"1.3751742";"0.6477243";"4.9420917";"2.8969947";"2.4532760";"2.8199835";"2.3853185";"3.0826615";"1.1577190";"2.1429459";"1.9762748";"5.3447041";"1.7289501";"2.5925581";"0.9936715";"1.5614530"
"5am";"2.7303898";"1.2539086";"3.7888449";"3.3094339";"6.3263587";"4.4655739";"6.9611682";"2.4520083";"3.4122387";"4.8938697";"1.5083697";"2.5864926";"1.3788857";"0.6372119";"4.7547910";"2.8585977";"2.4547431";"2.8744140";"2.3983631";"3.1932461";"1.1653964";"2.1567988";"2.0111582";"5.4254615";"1.7416448";"2.5925581";"1.0015166";"1.5624166"
"6am";"2.8321626";"1.2600490";"3.8007656";"3.3963678";"6.6332919";"4.2940688";"6.9375092";"2.6059231";"3.5340199";"4.8682738";"1.5432362";"2.5078546";"1.4095294";"0.5943651";"4.6310942";"2.8886598";"2.4968898";"3.0614537";"2.4390340";"3.3621132";"1.1839285";"2.2212152";"2.1738712";"5.8921476";"1.7643979";"2.5699000";"1.0895473";"1.6080982"
"7am";"2.0658959";"1.1794258";"3.7849247";"3.6872342";"6.7067549";"4.0872968";"7.1788701";"2.8500550";"3.8382718";"4.7551176";"0.7979274";"2.4715784";"1.5479060";"0.5574827";"3.4917732";"3.0630776";"3.2478647";"4.1066391";"2.6739427";"4.5389123";"1.4313940";"2.9476931";"2.8581984";"6.8480803";"2.1828359";"2.2870820";"1.3234722";"2.0586907"
"8am";"1.9057820";"1.2166772";"2.7280305";"4.1289620";"1.7508211";"4.7648520";"6.7859357";"2.9122676";"4.6779135";"5.1962341";"2.9878675";"2.2327334";"1.7083124";"0.7559015";"2.9936533";"2.9342059";"3.4718354";"4.2480762";"3.0911552";"5.0472272";"2.0437445";"3.6646591";"4.3037729";"7.4147425";"2.6362897";"4.1577199";"1.6871054";"2.3461586"
"9am";"2.1989592";"1.8850255";"2.6577088";"4.1290026";"2.8632891";"3.6969057";"7.0459878";"3.6276521";"4.8044061";"5.1638841";"0.8971507";"1.5142371";"1.8199449";"1.9394005";"2.9273557";"3.0421197";"3.4799667";"4.6397795";"3.3122753";"5.1837840";"2.0795764";"3.6411728";"4.4727642";"8.1179908";"1.8131356";"4.5413136";"0.8452646";"3.0157308"
"10am";"2.4603703";"1.8656583";"3.7567955";"2.6310264";"1.9216778";"4.4270120";"7.0329272";"3.7754958";"4.6424926";"5.1172157";"0.8133401";"1.5146976";"1.8526870";"1.7758760";"2.3392311";"3.0745876";"3.9288397";"5.6544200";"3.3170704";"5.3559837";"1.9631806";"4.0673533";"4.8960926";"9.0216544";"2.6577248";"3.3373910";"0.9480015";"3.0931003"
"11am";"2.1341781";"2.7174598";"2.8865004";"2.3924002";"1.1084551";"5.5392831";"6.8691946";"2.9326624";"4.4170242";"4.1941620";"0.8226022";"2.1823289";"1.8408410";"0.5791180";"3.2883996";"2.9361304";"3.7704509";"5.3035295";"3.2286338";"5.5723214";"1.9780806";"3.8762455";"4.7591871";"8.6927333";"2.8873110";"4.6752285";"1.8562529";"2.4382893"
