"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353";"4958.193353"
"4am";"1834.4511";"1993.2906";"1000.1886";"2203.6244";" 634.9540";"1094.0629";" 167.2868";"1544.7899";"2360.4881";" 788.0872";" 260.9926";"1496.3253";"1125.7878";" 172.3894";" 500.7570";" 726.3604";"1113.5708";" 860.7898";"2066.6599";"2500.8733";" 310.0984";" 212.3990";"   0.0000";" 653.6674";" 550.8676";" 349.1463";" 677.1459";"1278.7378";"1577.3697";" 447.2891";"1566.1672";" 642.5891";" 945.2350";" 427.0087";"1079.1629";" 647.3163";" 345.2562";" 317.2902";" 711.9491";" 510.0693";"2332.0316"
"5am";"1834.4511";"1993.2906";"1000.1886";"2146.0140";" 692.5644";"1094.0629";" 143.0595";"1544.7899";"2283.1155";" 788.0872";" 279.5710";"1567.3567";"1150.0151";" 204.1320";" 459.0703";" 694.6178";"1155.0310";" 860.7898";"2066.6599";"2500.8733";" 310.0984";" 212.3990";"   0.0000";" 578.1861";" 438.3761";" 349.1463";" 677.1459";"1278.7378";"1577.3697";" 422.9360";"1566.1672";" 642.5891";" 945.2350";" 427.0087";"1079.1629";" 647.3163";" 345.2562";" 317.2902";" 711.9491";" 533.1775";"2332.0316"
"6am";"1699.5515";"1946.7651";" 878.0615";"2064.5501";" 751.1035";" 902.9149";" 118.8321";"1504.5082";"2229.0532";" 788.0872";" 279.5710";"1618.9126";"1090.4287";" 159.1681";" 428.6923";" 739.5817";"1112.2429";" 748.1069";"2034.3275";"2492.8880";" 310.0984";" 212.3990";"   0.0000";" 578.1861";" 438.3761";" 349.1463";" 472.9764";"1201.4076";"1530.7550";" 422.9360";"1455.2392";" 642.5891";" 855.5804";" 427.0087";"1052.0535";" 597.4346";" 395.1379";" 297.0350";" 654.9908";" 533.1775";"2147.7363"
"7am";"2154.83164";"2369.28576";" 826.70027";"1756.71865";" 867.14103";" 584.12004";" 214.74025";"1324.93392";"1907.66840";" 871.54668";" 375.59388";"1220.19576";" 871.54494";" 123.16054";" 408.49861";" 463.91456";" 945.96886";" 588.69960";"1218.21048";"1992.11567";" 524.52122";" 193.61786";"  86.60673";" 627.29486";" 367.34467";"  49.29102";" 444.69322";" 774.95758";"1443.02991";" 272.21878";"1335.71271";" 662.44777";" 703.95027";" 383.21365";" 925.45251";" 692.87932";" 324.19650";" 221.03324";" 607.78273";" 353.02205";"1792.99736"
"8am";"2860.5840";"2647.2197";" 422.4731";"1333.1879";" 988.4269";" 683.9830";" 229.7173";"1240.3061";"1865.5457";"1017.3388";" 897.2445";"1198.7897";" 860.7422";" 300.1878";" 261.3133";" 648.8745";"1079.9828";" 424.1094";" 910.4938";"1387.5340";" 671.2873";" 119.9945";" 218.8808";" 791.9933";" 289.3584";" 106.7481";" 364.9299";" 441.1944";"1437.9613";" 209.7284";"1312.6447";" 693.4357";" 563.9533";" 312.3091";" 866.1816";" 575.4306";" 389.7121";" 277.6122";" 679.1243";" 497.8440";"1304.2672"
"9am";"2992.26386";"2708.97147";" 584.08434";"1365.49073";" 985.41994";" 569.86467";" 188.99583";"1174.39165";"1742.70214";" 989.89714";" 845.64685";"1198.78974";" 842.33209";" 340.90922";" 261.31330";" 531.57967";"1079.98277";" 347.86678";" 909.39892";"1511.04445";" 666.17465";"  64.01461";" 319.71098";" 750.13874";" 333.43930";" 172.05246";" 274.95150";" 439.38088";"1259.23258";" 191.19502";"1098.79630";" 780.71156";" 570.07839";" 271.58769";" 823.45393";" 575.43061";" 440.53737";" 257.35704";" 640.74455";" 545.26682";"1264.47586"
"10am";"2922.64132";"2759.89339";" 504.89631";"1412.30178";" 929.77060";" 615.68152";" 264.47708";"1160.75216";"1747.30335";"1151.99720";" 901.00870";"1154.21069";"1031.50725";" 208.76986";" 300.01617";" 531.57967";"1000.99822";" 347.86678";" 879.93926";"1563.46810";" 680.75438";"  95.40269";" 227.77854";" 608.39321";" 352.30911";" 172.05246";" 274.95150";" 340.80182";"1380.37843";" 191.19502";"1277.59074";" 658.25211";" 522.76324";" 333.53737";" 784.04831";" 575.43061";" 440.53737";" 257.35704";" 577.96237";" 503.33819";"1276.15129"
"11am";"2895.6602";"2794.5057";" 473.1412";"1274.2580";" 838.2975";" 695.4807";" 264.4771";"1160.7522";"1821.4853";"1024.6305";" 922.3618";"1286.8385";"1037.3434";" 164.4230";" 182.6414";" 619.5122";" 870.3665";" 320.6062";" 964.2550";"1511.0445";" 634.5168";" 104.3004";" 188.9985";" 524.7502";" 352.3091";" 172.0525";" 316.9358";" 441.1944";"1179.4627";" 234.0815";"1147.5256";" 506.0565";" 547.8308";" 353.0306";" 803.9455";" 477.4521";" 660.7627";" 264.3625";" 603.0382";" 455.9153";"1314.1195"
