"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916";"7600.916"
"4am";"1731.275";" 634.892";" 140.154";" 163.471";" 486.719";" 159.047";" 248.816";" 355.416";"1027.191";" 536.974";" 234.665";" 550.054";"  93.341";"  87.690";" 176.211";" 453.328";"1638.250";" 976.992";" 273.522";" 100.958";" 431.217";" 226.384";" 239.436";" 180.964";" 302.641";"  98.406";" 231.083";" 273.853";"   0.000";" 677.710";"  78.030";" 250.990";" 269.734";" 532.508";"  45.160";" 205.264";"  60.528";"  76.610";" 716.779";" 259.704";" 212.200";" 529.173";" 117.344";" 302.265";" 215.004";"1201.450";" 255.185";"  81.891";"  79.354";"  77.424";"  75.496";" 188.170"
"5am";"1731.275";" 634.892";" 140.154";" 163.471";" 410.450";" 159.047";" 266.941";" 355.416";"1027.191";" 536.974";" 234.665";" 550.054";"  93.341";"  87.690";" 176.211";" 453.328";"1638.250";" 976.992";" 273.522";" 100.958";" 431.217";" 226.384";" 239.436";" 180.964";" 302.641";"  62.156";" 231.083";" 273.853";"   0.000";" 677.710";"  78.030";" 250.990";" 269.734";" 532.508";"  45.160";" 205.264";"  60.528";"  76.610";" 716.779";" 259.704";" 212.200";" 529.173";" 117.344";" 302.265";" 215.004";"1201.450";" 255.185";"  81.891";"  79.354";"  77.424";"  75.496";" 188.170"
"6am";"1731.275";" 660.769";" 140.154";" 163.471";" 410.450";" 272.496";" 248.816";" 355.416";" 877.587";" 428.038";" 234.665";" 486.884";"  93.341";"  87.690";" 176.211";" 453.328";"1638.250";" 831.548";" 219.152";" 100.958";" 374.540";" 226.384";" 222.318";" 180.964";" 244.251";"  67.328";" 231.083";" 233.276";"   0.000";" 600.847";"  60.057";" 268.963";" 204.602";" 597.640";"  45.160";" 164.537";"  60.528";"  76.610";" 716.779";" 259.704";" 250.260";" 491.113";" 117.344";" 302.265";" 215.004";"1201.450";" 190.432";"  81.891";"   0.000";"  77.424";"  75.496";" 188.170"
"7am";"1601.936";"1070.423";" 166.941";" 163.471";" 370.933";" 567.042";" 260.461";" 374.363";" 969.250";" 449.471";" 255.469";" 484.976";"  93.341";" 153.875";" 274.002";" 223.048";"1340.682";" 676.239";" 136.761";" 209.052";" 216.356";" 172.188";" 263.372";" 244.968";" 204.735";"  67.328";" 186.904";" 150.784";"   0.000";" 318.827";"  50.126";" 300.877";" 155.054";"1010.714";"  45.160";"  75.646";"  60.528";"  38.305";" 548.543";" 196.405";" 212.200";" 420.911";"  69.368";" 219.049";" 215.004";" 921.205";" 193.007";"  81.891";"   0.000";"   0.000";"  56.622";" 170.320"
"8am";"1607.808";"1044.627";" 405.505";" 163.471";" 605.153";" 882.002";" 725.411";" 479.229";" 936.198";" 218.214";" 188.208";" 582.291";" 107.574";" 175.560";" 395.544";" 154.554";"1180.916";" 423.706";" 110.884";" 209.052";" 145.194";" 337.061";" 185.199";" 167.439";" 146.345";"  36.250";"  98.546";" 110.207";"   0.000";" 383.123";"  40.195";" 270.160";" 125.883";"1052.939";" 128.962";"  75.646";"  28.202";"   0.000";" 649.134";" 129.852";" 200.142";" 409.371";" 106.982";" 107.367";" 139.394";" 640.795";" 193.007";" 139.461";"   0.000";"   0.000";"  37.748";" 103.010"
"9am";"1641.494";" 963.440";" 405.505";" 163.471";" 676.032";" 802.103";" 646.975";" 479.229";" 983.536";" 307.927";" 237.718";" 469.611";"   0.000";" 175.560";" 542.083";"   0.000";"1398.088";" 498.390";"  82.391";" 154.856";" 145.194";" 273.265";" 185.199";" 240.190";" 132.041";"  36.250";"  49.273";"  55.430";"   0.000";" 442.617";"  40.195";" 295.501";" 125.883";"1108.561";" 128.962";"  75.646";"   0.000";"  96.984";" 583.048";"  91.754";" 200.142";" 371.311";" 106.982";" 107.367";" 155.557";" 587.597";" 193.007";" 139.461";"   0.000";"   0.000";"  37.748";" 103.010"
"10am";"1735.988";" 899.401";" 288.690";" 163.471";" 542.934";" 695.295";" 581.463";" 421.419";" 900.883";" 307.927";" 188.208";" 583.770";"  14.233";" 175.560";" 438.702";" 115.140";"1717.745";" 594.401";"  28.493";" 154.856";" 176.417";" 346.016";" 153.976";" 195.154";" 132.041";"  36.250";"  49.273";"  27.715";"   0.000";" 486.351";"  40.195";" 313.474";" 103.122";"1177.280";" 128.962";"  75.646";"   0.000";"  96.984";" 457.482";" 101.397";" 329.714";" 367.935";"  34.684";"  86.563";" 139.394";" 502.934";" 240.615";" 139.461";"   0.000";"   0.000";"  37.748";" 103.010"
"11am";"1589.869";" 871.061";" 346.500";" 163.471";" 627.597";" 701.072";" 525.429";" 421.419";" 900.883";" 426.146";" 265.433";" 447.271";"   0.000";" 235.178";" 488.885";" 115.140";"1526.654";" 813.129";"  82.391";" 154.856";" 145.194";" 291.820";" 185.199";" 240.395";" 132.041";"  36.250";"  49.273";"   0.000";"   0.000";" 486.351";"  40.195";" 295.501";" 103.122";"1136.553";"  83.465";" 161.870";"   0.000";"  96.984";" 412.374";" 136.241";" 200.142";" 367.935";"  34.684";" 121.600";" 139.394";" 556.132";" 240.615";" 139.461";"   0.000";"   0.000";"  37.748";" 103.010"
"12am";"1692.379";"1208.609";" 253.397";" 186.232";" 589.096";" 642.854";" 351.011";" 371.753";" 688.586";" 524.089";" 216.914";" 382.649";"   0.000";" 109.375";" 337.099";" 115.140";"1802.644";" 831.190";"  82.391";" 154.856";" 246.701";" 244.509";" 202.317";" 157.903";"  77.264";"  36.250";" 116.396";" 137.269";"   0.000";" 469.404";"  25.261";" 214.538";" 155.054";"1091.935";"  90.657";" 157.100";"   0.000";" 151.377";" 483.013";" 129.852";" 200.142";" 480.423";"  50.847";" 142.404";" 139.394";" 653.923";" 190.432";"  81.891";"   0.000";"   0.000";"  37.748";" 103.010"
"1pm";"1537.406";" 952.847";" 334.086";" 105.900";" 699.328";" 715.007";" 670.692";" 381.708";" 843.204";" 519.923";" 198.040";" 451.723";" 103.599";" 175.560";" 355.615";" 212.124";"1175.660";" 808.614";"  28.493";" 154.856";" 203.366";" 304.962";" 168.081";" 212.680";" 132.041";"  85.523";"  49.273";"  27.715";"   0.000";" 469.404";"  25.261";" 194.206";" 132.293";" 988.008";" 128.962";"  75.646";"   0.000";" 199.047";" 505.774";" 199.915";" 237.756";" 480.423";"  50.847";" 121.600";" 139.394";" 320.315";" 288.223";"  81.891";" 177.145";"   0.000";"  37.748";"  85.160"
"2pm";"1666.188";" 821.836";" 360.873";"  48.329";" 780.291";" 775.642";" 594.402";" 262.782";" 874.659";" 445.305";" 198.040";" 474.908";" 188.262";" 175.560";" 355.615";" 212.124";"1477.180";" 808.614";"  28.493";" 154.856";"  87.022";" 421.306";" 168.081";" 212.680";" 132.041";" 134.796";"   0.000";"  27.715";"   0.000";" 442.617";"  43.234";" 281.451";" 140.736";"1054.977";" 128.962";"  75.646";"   0.000";"   0.000";" 606.100";" 158.307";" 318.675";" 405.995";"  34.684";" 121.600";" 139.394";" 320.315";" 288.223";"  81.891";" 177.145";"   0.000";"  37.748";" 103.010"
"3pm";"1829.272";" 843.394";" 263.082";" 197.933";" 917.729";" 734.915";" 535.716";" 243.908";" 840.403";" 445.305";" 199.346";" 355.291";" 221.091";" 175.560";" 360.065";" 261.634";"1481.088";" 525.896";" 134.145";" 213.028";"  87.022";" 240.456";" 195.796";" 266.876";" 132.041";"  85.523";"   0.000";"  27.715";"   0.000";" 442.617";"  58.168";" 281.451";"  93.282";" 845.202";" 128.962";" 157.100";"   0.000";"  40.727";" 493.650";" 123.463";" 341.355";" 371.311";"  69.368";"  76.645";" 139.394";" 404.978";" 288.223";"  81.891";" 177.145";"   0.000";"  37.748";"  85.160"
"4pm";"1950.404";" 827.538";" 222.505";" 123.131";" 860.318";" 588.459";" 338.572";" 342.056";" 870.178";" 208.218";" 218.220";" 472.929";" 196.940";" 109.375";" 302.495";" 319.204";"1645.546";" 673.236";" 134.145";" 159.130";"  87.022";" 294.652";" 195.796";" 162.724";"  77.264";"  98.476";"  88.358";"  82.492";"   0.000";" 499.527";"  58.168";" 144.665";"  49.548";" 931.771";"  83.465";" 243.324";"   0.000";"   0.000";" 505.774";"  66.553";" 237.756";" 347.605";" 217.303";"  97.449";" 139.394";" 688.238";" 240.615";"  81.891";"   0.000";"  16.163";"  37.748";" 116.770"
