"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395";"27.1061622560395"
"max";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605";"72.8938377439605"
"4am";"65.88056";"62.71818";"56.81567";"49.80333";"61.73601";"46.52822";"49.71033";"53.50481";"54.11742";"54.30998";"55.99827";"54.58480";"56.24567";"56.76423";"54.91569"
"5am";"65.62112";"62.71818";"57.28525";"49.01615";"61.60736";"45.18011";"52.96870";"53.31081";"55.00642";"55.43550";"56.04349";"54.26876";"55.35778";"56.76423";"55.83817"
"6am";"65.72753";"61.75507";"57.77982";"50.37101";"61.72924";"45.85876";"52.55381";"53.27154";"57.10208";"54.27440";"55.72904";"56.56095";"56.00303";"58.20542";"56.38717"
"7am";"64.13477";"68.09694";"58.41647";"44.91387";"66.01402";"43.90023";"55.26117";"58.74436";"59.09185";"60.18314";"49.56958";"58.59600";"56.68855";"59.34422";"58.90300"
"8am";"61.27032";"65.73329";"57.88691";"46.77248";"59.40120";"53.82401";"63.69136";"58.97045";"49.53454";"50.28196";"64.42204";"53.66886";"54.31402";"63.45115";"70.65416"
"9am";"62.24146";"64.40670";"58.89305";"48.11940";"57.50175";"54.17078";"64.98475";"59.07240";"50.13437";"47.42546";"61.32131";"54.60023";"53.67026";"68.98871";"67.38484"
"10am";"59.75761";"67.49763";"60.35532";"51.67141";"56.40787";"53.95448";"66.97453";"59.59792";"48.37720";"47.24852";"62.17191";"55.45010";"55.91830";"57.79100";"65.62247"
"11am";"61.77382";"71.30303";"58.08051";"41.72582";"53.77611";"52.33788";"67.71213";"58.79845";"49.38300";"52.50858";"65.57424";"54.13337";"57.77344";"65.13930";"65.67573"
"12am";"63.05396";"69.18992";"60.73417";"45.73827";"62.87972";"47.78216";"66.32736";"53.90565";"52.27820";"55.54209";"57.56142";"56.67513";"56.77271";"56.42704";"59.77777"
"1pm";"62.14067";"66.14699";"59.58798";"43.89761";"66.96196";"50.57931";"57.99124";"56.72824";"49.34769";"51.58630";"60.38926";"54.19720";"59.18856";"63.87818";"59.01953"
"2pm";"62.24968";"63.45743";"59.30531";"47.25586";"67.24261";"55.04778";"56.75811";"57.88147";"50.66792";"50.91851";"71.24812";"50.36742";"57.84231";"72.89384";"61.70180"
"3pm";"61.23057";"62.38460";"59.44230";"50.22639";"61.17901";"55.83766";"54.91185";"57.39187";"51.26310";"52.09026";"66.82945";"50.57365";"56.84674";"66.78408";"66.76841"
"4pm";"61.15321";"64.06643";"55.80335";"52.34992";"63.27054";"56.39396";"64.93347";"54.24219";"47.78886";"56.87943";"70.11365";"51.67101";"59.91709";"62.83648";"67.79482"
"5pm";"63.38317";"63.26828";"57.91856";"49.13637";"60.48273";"52.27123";"55.81037";"56.89972";"54.59257";"50.39406";"65.19833";"52.39347";"56.66071";"64.60323";"63.51695"
"6pm";"60.78036";"62.30527";"57.42045";"44.85659";"58.61030";"45.17615";"61.27502";"59.29741";"56.64588";"47.34518";"58.76904";"55.56555";"58.69892";"60.90784";"60.69562"
"7pm";"64.03508";"61.73839";"57.63528";"51.92860";"57.71295";"47.60641";"50.90936";"55.56683";"56.59478";"52.10153";"60.68185";"54.28270";"57.08169";"48.82374";"55.78189"
"8pm";"63.38780";"63.70125";"56.60462";"53.32413";"62.77077";"47.33921";"50.88714";"54.05373";"56.83153";"48.19575";"61.94370";"55.31015";"56.75394";"49.65866";"55.80962"
"9pm";"64.89207";"64.07633";"55.83446";"52.63319";"61.73042";"46.10334";"50.66322";"53.20583";"57.72718";"48.22230";"62.59346";"55.61903";"56.41589";"52.22241";"55.57364"
"10pm";"62.70550";"62.95944";"56.72234";"51.18757";"61.40667";"46.79088";"48.34872";"52.86769";"57.69177";"49.54302";"62.44118";"54.70872";"55.78386";"56.88799";"56.90014"
"11pm";"63.46442";"64.74746";"57.48232";"48.98974";"60.87073";"46.29500";"47.64620";"52.65012";"56.61969";"50.13328";"61.56272";"54.46453";"56.56086";"56.07947";"55.76068"
"12pm";"63.26122";"64.74746";"57.82922";"48.55500";"60.87073";"46.46346";"47.83619";"52.87181";"55.17237";"49.92248";"61.99437";"54.46453";"56.22312";"56.07947";"56.02569"
"1am";"64.54645";"63.25405";"57.10192";"48.71901";"60.87073";"46.27896";"49.81023";"52.87181";"54.82155";"49.92248";"61.99437";"54.46453";"56.22312";"55.94799";"56.02569"
"2am";"64.36855";"63.25405";"57.10192";"48.71901";"60.87073";"46.27896";"49.98610";"52.61385";"54.82155";"49.92248";"61.99437";"54.46453";"56.22312";"55.94799";"56.02569"
"3am";"64.36855";"63.25405";"55.05340";"48.71901";"60.87073";"46.27896";"49.98610";"53.11314";"54.82155";"54.09921";"61.99437";"54.46453";"56.22312";"55.94799";"56.02569"
