"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014"
"4am";"15.834595";" 9.723913";"15.315864";" 5.271910";"15.346759";"10.746987";"12.235213";" 8.095524";" 8.964384";" 7.792458";"10.632233";" 8.717022";" 8.251433";"16.628666";" 6.970582";" 5.499660";" 9.857456";" 7.763375"
"5am";"15.530054";" 9.723913";"14.971537";" 5.284771";"14.394369";"11.855245";"12.299715";" 8.530463";" 9.018608";" 7.758212";"10.769921";" 8.791255";" 8.251433";"16.453614";" 7.079963";" 5.497497";" 9.911502";" 7.842984"
"6am";"14.879654";"10.077917";"14.946499";" 5.359883";"14.056425";"12.347818";"12.631441";" 8.468417";" 9.021661";" 7.320399";"10.995833";" 8.729566";" 8.036436";"15.276779";" 7.312334";" 5.616663";" 9.644825";" 7.845609"
"7am";"25.069760";" 3.712319";"19.684828";"10.932418";"17.873645";" 9.601140";" 5.079692";" 3.641851";" 9.955494";" 6.203323";" 5.864488";" 3.766575";" 5.118534";"13.388657";" 5.675281";" 5.187588";" 5.270593";" 6.963789"
"8am";"22.902949";" 4.141201";"17.890457";"13.310311";"19.173896";" 6.867442";" 2.546555";" 4.609702";" 9.149238";"15.541580";" 6.699001";" 1.802473";" 5.839312";"12.998918";" 3.112203";" 3.734955";" 2.891018";" 5.877856"
"9am";"24.329215";" 1.768357";"17.417125";"13.694207";"21.307840";" 7.272854";" 2.729618";" 6.272547";" 9.415192";"15.877400";" 4.404098";" 1.678298";" 4.356076";"14.096380";" 3.238701";" 3.749030";" 2.940274";" 3.544635"
"10am";"23.323520";" 1.872300";"16.623081";"14.819758";"22.983408";" 6.623361";" 2.889504";" 5.947796";" 9.893391";"14.987006";" 4.550001";" 3.292518";" 4.235491";"13.182613";" 3.426427";" 3.880330";" 2.978005";" 4.006059"
"11am";"24.004663";" 1.809347";"17.742009";"13.451467";"22.350757";" 5.051075";" 2.782338";" 6.100138";" 9.979644";"14.248887";" 4.239211";" 3.424460";" 4.951756";"13.276703";" 3.360024";" 3.762826";" 2.928262";" 3.449401"
