"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16";"38.16"
"max";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56";"9832.56"
"4am";" 648.72";" 661.44";" 788.64";"1742.64";"1399.20";"1920.72";"1717.20";" 801.36";" 775.92";" 483.36";" 712.32";"1462.80";"1526.40";" 725.04";" 915.84";" 877.68";" 903.12";"1119.36";" 852.24";" 254.40";" 966.72";" 712.32";" 775.92";" 750.48";" 763.20";" 508.80";" 457.92";" 763.20";"  76.32"
"5am";" 674.16";" 661.44";" 788.64";"1755.36";"1386.48";"1869.84";"1704.48";" 750.48";" 775.92";" 508.80";" 725.04";"1450.08";"1539.12";" 712.32";" 903.12";" 852.24";" 890.40";"1106.64";" 852.24";" 241.68";" 966.72";" 699.60";" 763.20";" 725.04";" 763.20";" 521.52";" 457.92";" 750.48";" 165.36"
"6am";" 763.20";" 623.28";" 763.20";"1742.64";"1348.32";"1908.00";"1653.60";" 763.20";" 712.32";" 496.08";" 661.44";"1361.04";"1500.96";" 763.20";" 966.72";" 801.36";" 788.64";"1068.48";" 775.92";" 254.40";" 915.84";" 674.16";" 699.60";" 636.00";" 699.60";" 508.80";" 457.92";" 712.32";" 483.36"
"7am";"1208.40";" 839.52";" 712.32";"1806.24";"1399.20";"1615.44";"1488.24";" 928.56";" 585.12";" 457.92";" 534.24";"1093.92";"1475.52";" 610.56";" 928.56";" 661.44";" 623.28";" 852.24";" 559.68";" 178.08";" 712.32";" 636.00";" 648.72";" 546.96";" 521.52";" 483.36";" 432.48";" 597.84";"1475.52"
"8am";"1755.36";"1081.20";" 623.28";"2022.48";"1310.16";"1348.32";"1551.84";"1030.32";" 445.20";" 368.88";" 572.40";"1119.36";"1564.56";" 585.12";" 864.96";" 585.12";" 432.48";" 661.44";" 470.64";" 165.36";" 496.08";" 686.88";" 623.28";" 432.48";" 394.32";" 445.20";" 445.20";" 572.40";"2047.92"
"9am";"1831.68";"1106.64";" 559.68";"2213.28";"1399.20";"1221.12";"1424.64";"1004.88";" 407.04";" 445.20";" 585.12";"1157.52";"1704.48";" 610.56";" 839.52";" 585.12";" 470.64";" 585.12";" 445.20";" 152.64";" 470.64";" 648.72";" 572.40";" 407.04";" 343.44";" 445.20";" 432.48";" 572.40";"2175.12"
"10am";"1806.24";"1157.52";" 597.84";"2238.72";"1361.04";"1221.12";"1386.48";" 954.00";" 407.04";" 407.04";" 559.68";"1272.00";"1590.00";" 610.56";" 890.40";" 585.12";" 483.36";" 636.00";" 445.20";" 178.08";" 445.20";" 636.00";" 534.24";" 368.88";" 330.72";" 445.20";" 407.04";" 521.52";"2327.76"
"11am";"1958.88";"1119.36";" 508.80";"2175.12";"1424.64";"1182.96";"1475.52";" 966.72";" 470.64";" 381.60";" 597.84";"1208.40";"1590.00";" 623.28";" 852.24";" 546.96";" 508.80";" 585.12";" 419.76";" 178.08";" 445.20";" 686.88";" 508.80";" 394.32";" 343.44";" 419.76";" 419.76";" 546.96";"2315.04"
"12am";"1882.56";"1132.08";" 546.96";"2162.40";"1386.48";"1221.12";"1462.80";" 941.28";" 496.08";" 343.44";" 559.68";"1246.56";"1539.12";" 636.00";" 864.96";" 521.52";" 496.08";" 572.40";" 407.04";" 190.80";" 432.48";" 674.16";" 496.08";" 394.32";" 330.72";" 445.20";" 445.20";" 572.40";"2302.32"
"1pm";"1908.00";"1170.24";" 534.24";"2302.32";"1284.72";"1221.12";"1475.52";" 915.84";" 432.48";" 305.28";" 559.68";"1221.12";"1500.96";" 610.56";" 890.40";" 534.24";" 521.52";" 623.28";" 432.48";" 178.08";" 407.04";" 674.16";" 508.80";" 394.32";" 292.56";" 470.64";" 432.48";" 572.40";"2442.24"
"2pm";"1908.00";"1157.52";" 508.80";"2302.32";"1284.72";"1195.68";"1462.80";"1055.76";" 407.04";" 305.28";" 534.24";"1221.12";"1526.40";" 636.00";" 852.24";" 521.52";" 572.40";" 699.60";" 407.04";" 165.36";" 419.76";" 648.72";" 521.52";" 407.04";" 318.00";" 483.36";" 419.76";" 610.56";"2340.48"
