"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272";"28448.3272"
"4am";" 538.9244";" 994.8573";"1038.9942";" 749.0494";"1334.0609";"1657.0715";"1049.9292";"1605.6189";" 726.5513";" 916.8804";"1450.0786";"1065.4645";" 987.4397";" 331.6135";"2582.9011";"1356.0124";" 287.1480";" 700.5212";"1905.3925";"1334.9976";" 459.2656";"1050.7727";" 962.0083";" 698.3612";" 868.2666";" 412.1884";"2034.4838";"1398.0537";" 497.2429";" 672.4620";" 264.2559";" 583.9396";" 100.5610";" 931.2386";" 830.0604";" 436.8929";" 511.1764";"1495.2292";" 337.9411";" 468.7381";" 793.3406";" 622.2562";" 807.7308";"   0.0000";" 239.9629";" 468.4572";" 320.4270";" 196.1336";" 839.2924";"1306.9053";" 403.7334";" 855.7541";" 458.8469";"2267.6086";" 108.7437";"  60.8937";" 582.3086";"  51.9173";" 229.0515";" 702.3658";"1626.4256";"1827.2725";" 121.9813";" 774.9090";" 707.2236";" 330.9213"
"5am";" 538.9244";" 994.8573";"1038.9942";" 749.0494";"1334.0609";"1657.0715";" 987.2073";"1605.6189";" 726.5513";" 916.8804";"1450.0786";"1141.2147";" 987.4397";" 331.6135";"2582.9011";"1356.0124";" 287.1480";" 700.5212";"1905.3925";"1334.9976";" 459.2656";"1050.7727";" 962.0083";" 698.3612";" 868.2666";" 412.1884";"2034.4838";"1398.0537";" 497.2429";" 672.4620";" 264.2559";" 583.9396";" 100.5610";" 931.2386";" 830.0604";" 436.8929";" 511.1764";"1495.2292";" 337.9411";" 468.7381";" 793.3406";" 622.2562";" 807.7308";"   0.0000";" 239.9629";" 468.4572";" 320.4270";" 196.1336";" 763.5422";"1306.9053";" 403.7334";" 855.7541";" 458.8469";"2267.6086";" 108.7437";"  60.8937";" 582.3086";"  51.9173";" 229.0515";" 702.3658";"1626.4256";"1827.2725";" 121.9813";" 774.9090";" 707.2236";" 330.9213"
"6am";" 538.9244";" 994.8573";"1038.9942";" 749.0494";"1334.0609";"1657.0715";" 987.2073";"1605.6189";" 726.5513";" 916.8804";"1450.0786";"1141.2147";" 987.4397";" 331.6135";"2582.9011";"1356.0124";" 287.1480";" 700.5212";"1822.9511";"1334.9976";" 459.2656";"1050.7727";" 962.0083";" 698.3612";" 839.0358";" 412.1884";"2034.4838";"1398.0537";" 497.2429";" 672.4620";" 264.2559";" 583.9396";" 100.5610";" 931.2386";" 919.3437";" 436.8929";" 511.1764";"1401.7727";" 337.9411";" 468.7381";" 793.3406";" 622.2562";" 807.7308";"   0.0000";" 171.9558";" 468.4572";" 320.4270";" 196.1336";" 763.5422";"1217.6220";" 403.7334";" 855.7541";" 458.8469";"2267.6086";" 108.7437";"  60.8937";" 582.3086";"  51.9173";" 229.0515";" 702.3658";"1626.4256";"1827.2725";" 121.9813";" 774.9090";" 707.2236";" 330.9213"
"7am";" 531.5785";"1159.7144";"1051.2816";" 673.0761";"1241.0430";"1691.5889";" 987.2073";"1605.6189";" 641.4422";" 960.9487";"1450.0786";"1061.1091";"1069.8811";" 325.2969";"2582.9011";"1214.1025";" 263.2216";" 700.5212";"1873.9019";"1334.9976";" 527.2727";"1050.7727";" 776.1203";" 698.3612";" 720.5029";" 412.1884";"1935.0091";"1323.6787";" 460.5205";" 744.3708";" 264.2559";" 677.3961";" 100.5610";" 931.2386";" 759.4615";" 436.8929";" 592.0388";"1401.7727";" 337.9411";" 468.7381";" 793.3406";" 715.4134";" 591.7836";"   0.0000";" 171.9558";" 468.4572";" 320.4270";" 196.1336";" 727.7385";"1096.0081";" 403.7334";" 855.7541";" 458.8469";"1992.6877";" 108.7437";"  60.8937";" 501.4462";"  51.9173";" 229.0515";" 746.1412";"1520.0614";"1728.7653";" 121.9813";" 774.9090";" 707.2236";" 360.1521"
"8am";" 613.2428";"1118.0403";" 953.2208";" 599.7737";"1153.8464";"1973.4120";" 987.2073";"1572.5092";" 641.4422";" 882.2888";"1528.7385";" 981.0035";"1260.2108";" 325.2969";"2407.2490";"1227.0099";" 312.1169";" 762.2558";"1757.9915";"1334.9976";" 589.5858";" 982.5146";" 722.2765";" 653.4928";" 719.3020";" 412.1884";"2120.4144";"1532.1176";" 424.6362";" 601.9006";" 333.7051";" 677.3961";" 100.5610";" 931.2386";" 804.3299";" 436.8929";" 390.7500";"1225.4586";" 337.9411";" 374.1979";" 793.3406";" 622.2562";" 690.2908";"   0.0000";" 171.9558";" 468.4572";" 320.4270";" 196.1336";" 837.3444";"1096.0081";" 403.7334";" 702.4219";" 306.0191";"2333.1425";" 108.7437";"  60.8937";" 372.0167";"  51.9173";" 229.0515";" 561.0737";"1298.4292";"1630.2581";" 121.9813";" 916.8189";" 707.2236";" 257.0729"
"9am";"1096.3955";"1475.2110";"1188.4600";"1030.7305";"1314.1603";"1881.4905";" 990.9737";"1615.6684";" 641.4422";" 999.8336";"1411.1937";"1094.9642";"1298.0790";" 260.3679";"1909.4309";"1431.4657";" 197.3805";" 872.0777";"1749.2998";"1022.9014";" 841.3271";" 707.2443";" 846.1024";" 698.3612";" 675.2793";" 433.5694";"1960.1670";"1218.1439";" 382.3770";" 671.8079";" 258.2762";" 385.4263";" 256.4760";" 803.7716";"1005.0168";" 299.8351";" 390.7500";"1509.4101";" 454.9369";" 468.7381";" 925.6708";" 622.2562";" 707.7645";"   0.0000";" 239.9629";" 492.6763";" 244.6658";" 162.8247";" 906.5768";" 818.2161";" 403.7334";" 702.4219";" 458.8469";"2171.4471";" 108.7437";"  60.8937";" 372.0167";"   0.0000";" 278.7513";" 561.0737";"1465.9212";"1229.1315";" 121.9813";" 774.9090";" 648.9177";" 257.0729"
"10am";"1043.6314";"2245.1904";"1207.7671";"1246.0883";"1071.9804";"1403.6551";" 916.5462";"1458.7561";" 641.4422";" 838.2205";"1334.2048";"1046.2505";"1398.2960";" 189.1223";"1948.4717";"1057.3698";" 173.4541";" 841.6418";"1791.4605";"1022.5103";" 841.3271";" 500.2321";"1014.5652";" 760.9500";" 767.1223";" 439.0958";"1918.9407";"1554.1957";" 309.7703";" 699.2875";" 316.2314";" 446.6876";" 100.5610";" 716.0520";" 759.4615";" 436.8929";" 390.7500";"1434.6215";" 454.9369";" 464.6769";" 715.8468";" 622.2562";" 599.3365";"   0.0000";" 239.9629";" 645.0549";" 305.4678";" 116.3339";"1375.6450";" 872.1846";" 403.7334";" 855.7541";" 361.6340";"2016.0405";" 108.7437";"  60.8937";" 372.0167";"   0.0000";" 229.0515";" 498.4849";"1465.9212";"1077.8218";" 121.9813";" 774.9090";" 590.6118";" 257.0729"
"11am";" 710.2994";"2059.8270";"1122.2387";"1003.5421";"1338.7858";"1521.3693";" 928.3174";"1353.9799";" 641.4422";"1002.6990";"1214.9890";"1006.7290";"1218.6189";" 225.8505";"2357.6143";"1265.5354";" 173.4541";" 841.6418";"1863.2997";"1228.1944";" 827.8180";" 843.7605";"1008.3692";" 760.9500";" 650.0506";" 335.3771";"1824.3253";"1578.1273";" 352.0295";" 619.3741";" 188.8270";" 429.2784";" 100.5610";" 793.2443";" 759.4615";" 337.8659";" 322.4504";"1624.0083";" 337.9411";" 409.0620";" 848.1770";" 559.1926";" 618.1187";"   0.0000";" 239.9629";" 505.5908";" 320.4270";" 196.1336";"1308.4254";" 872.1846";" 403.7334";" 962.1183";" 256.9787";"2290.9614";" 238.1732";"  60.8937";" 242.5872";"   0.0000";" 229.0515";" 498.4849";"1359.5570";"1077.8218";" 121.9813";" 633.1233";" 590.6118";" 257.0729"
