"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878";"206.878"
"max";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53";"5262.53"
"4am";"1239.447";" 529.428";"1477.411";"2104.325";" 854.854";"2006.199";"1441.132";"2672.033";" 857.929";"1361.273";"1787.320";"1457.601";"1750.395";"2749.670";"1296.752";"2073.712";" 946.544";" 975.371";"1488.559"
"5am";"1239.447";" 529.428";"1407.552";"2174.184";" 854.854";"2165.274";"1441.132";"2672.033";" 857.929";"1361.273";"1787.320";"1369.344";"1686.894";"2878.313";"1296.752";"1937.752";" 946.544";" 933.143";"1530.787"
"6am";"1407.271";" 458.761";"1380.940";"2085.389";" 818.702";"1664.616";"1427.165";"2559.835";" 904.703";"1356.934";"1787.320";"1332.875";"1473.146";"3311.412";"1278.916";"1937.752";" 935.922";" 893.862";"1544.677"
"7am";"1431.992";" 465.906";"1517.027";"1925.985";"1106.971";"2481.117";"1575.251";"2429.645";" 774.930";"1855.426";"1539.878";"1143.899";"1314.615";"3083.756";"1093.872";"1528.018";" 593.347";" 670.927";"1186.174"
"8am";"1715.985";" 529.301";"1239.952";"1665.898";" 992.434";"3789.491";"1389.485";"1799.036";" 681.171";"2229.405";"1669.790";" 721.489";"1103.462";"3217.300";" 722.814";"1199.125";" 344.822";" 614.870";"1123.173"
"9am";"2050.838";" 529.652";"1151.105";"1719.667";"1093.007";"4237.853";"1575.688";"1751.452";" 663.986";"2149.670";"1527.524";" 803.725";" 932.530";"3027.758";" 633.329";"1536.587";" 248.770";" 524.534";"1085.887"
"10am";"2059.170";" 420.961";"1044.469";"1769.956";"1033.914";"4436.550";"1600.826";"1534.823";" 558.708";"2376.165";"1163.895";" 939.686";"1030.609";"2724.079";" 714.680";"1705.683";" 209.669";" 549.831";"1028.997"
"11am";"2080.370";" 496.359";"1157.400";"1549.108";" 979.849";"4625.926";"1290.934";"2002.115";" 625.000";"1990.646";"1265.365";" 784.976";"1032.257";"3056.845";" 539.499";"1704.113";" 210.156";" 523.242";"1091.834"
"12am";"2167.607";" 676.407";"1440.426";"1594.457";" 899.570";"3841.590";"1517.123";"1890.163";" 625.000";"1666.362";"1314.645";" 977.930";"1145.965";"2982.268";" 604.993";"1689.810";" 430.367";" 476.830";"1224.671"
"1pm";"1767.362";" 708.137";"1347.802";"1488.165";"1158.156";"3960.668";"1643.211";"1616.957";" 653.204";"2282.237";"1161.122";" 926.674";" 993.460";"3162.362";" 537.068";"1183.615";" 374.188";" 486.515";"1347.366"
"2pm";"1753.812";" 552.173";"1007.417";"1271.736";"1105.531";"4654.183";"1565.439";"1666.835";" 522.350";"2372.526";"1193.537";" 776.204";"1284.890";"3044.142";" 629.517";"1168.245";" 353.273";" 479.382";"1380.404"
"3pm";"1857.506";" 664.277";"1225.643";"1208.807";" 923.149";"5039.204";"1515.329";"1401.621";" 564.304";"2187.805";"1211.554";" 970.346";"1561.305";"2122.513";" 604.866";"1224.708";" 331.873";" 531.079";"1349.113"
"4pm";"1952.490";" 687.445";"1193.288";"1877.917";" 826.861";"3615.450";"1576.970";"1738.558";" 516.799";"1785.897";"1082.304";" 904.213";"1855.427";"2378.964";" 699.193";"1343.084";" 382.455";" 404.641";"1330.615"
"5pm";"1634.484";" 709.139";"1276.499";"1943.432";" 725.264";"3033.398";"1556.288";"1980.740";" 643.443";"1534.102";"1082.442";"1260.115";"1629.198";"2615.583";"1094.938";"1820.443";" 507.189";" 537.072";"1585.789"
"6pm";"1478.184";" 779.543";"1202.337";"2188.484";" 798.558";"2272.571";"1638.873";"2262.374";" 771.725";"1332.644";"1179.648";"1724.501";"1326.413";"2711.608";"1101.329";"1987.057";" 722.816";" 653.428";"1662.664"
"7pm";"1311.327";" 783.172";"1484.453";"2311.129";" 852.880";"2173.538";"1245.081";"2649.162";"1070.241";"1445.219";"1386.411";"1538.488";"1521.751";"2779.519";"1115.068";"1844.829";" 823.276";" 844.382";"1641.832"
"8pm";"1275.832";" 692.714";"1463.002";"1886.021";" 816.339";"3082.341";"1372.161";"2391.153";" 770.396";"1271.402";"1670.074";"1481.892";"1748.413";"2651.076";"1348.883";"1970.061";" 885.215";" 924.909";"1498.948"
"9pm";"1306.128";" 584.990";"1485.535";"1844.420";" 843.494";"2347.937";"1391.268";"2451.033";" 797.484";"1271.402";"1769.617";"1504.471";"1821.782";"2517.570";"1375.467";"2010.565";" 903.073";" 907.051";"2118.247"
"10pm";"1310.014";" 571.446";"1408.720";"2069.534";" 842.737";"2322.008";"1444.746";"2451.033";" 880.967";"1323.444";"1856.218";"1438.060";"1839.071";"2678.376";"1443.599";"2074.781";" 927.237";" 907.051";"1527.824"
"11pm";"1058.086";" 585.115";"1408.720";"2067.905";" 819.474";"2303.095";"1474.672";"2714.971";" 880.967";"1304.137";"1856.218";"1480.180";"1839.071";"2678.376";"1327.285";"2074.781";" 986.274";" 929.715";"1527.824"
"12pm";"1101.282";" 585.115";"1420.762";"2067.905";" 840.053";"2282.516";"1462.630";"2714.971";" 880.967";"1304.137";"1856.218";"1480.180";"1839.071";"2678.376";"1327.285";"2074.781";" 986.274";" 929.715";"1527.824"
"1am";"1055.626";" 585.115";"1420.762";"2067.905";" 840.053";"2175.949";"1529.762";"2714.971";" 857.929";"1304.137";"1856.218";"1480.180";"1839.071";"2703.246";"1327.285";"2114.216";" 986.274";" 975.371";"1550.862"
"2am";"1055.626";" 585.115";"1397.589";"2067.905";" 840.053";"2175.949";"1529.762";"2714.971";" 857.929";"1327.310";"1856.218";"1480.180";"1839.071";"2703.246";"1327.285";"2114.216";" 986.274";" 975.371";"1550.862"
"3am";"1269.453";" 585.115";"1397.589";"2067.905";" 840.053";"1962.122";"1529.762";"2714.971";" 857.929";"1327.310";"1856.218";"1480.180";"1839.071";"2703.246";"1327.285";"2114.216";" 986.274";" 975.371";"1550.862"
