"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412";"0.652484132363412"
"max";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822";"64.7235702622822"
"4am";"12.462860";"15.864654";"11.503598";"20.117247";"23.650138";"13.981021";"22.294831";"11.685769";"13.793147";"26.069406";"16.977869";"18.837500";" 8.278355";"28.104288";"16.947355";"21.717610";"30.103122";"19.147283";"13.176009"
"5am";"12.078951";"15.935603";"11.994216";"19.821997";"23.885786";"13.984687";"22.294831";"11.689554";"13.933956";"26.648030";"17.287029";"17.353897";" 8.378306";"29.649751";"16.839451";"20.525528";"29.291404";"19.736248";"13.249540"
"6am";"16.33333";"16.51431";"12.53890";"20.20754";"23.65239";"15.62981";"22.03791";"12.41201";"14.23911";"26.45659";"17.28703";"17.95220";" 8.67567";"23.06451";"16.96170";"20.80170";"29.47735";"19.22996";"12.74633"
"7am";"17.898079";"16.842647";"14.831297";"17.840221";"20.631756";"16.826319";"23.543340";"14.325602";"14.481541";"20.235588";"19.028674";"20.657219";" 7.825826";"21.257197";"16.845609";"22.639194";"24.208267";"19.079843";"16.087678"
"8am";"15.426294";"17.710886";"13.387970";"17.954351";"23.500422";"12.185191";"26.535566";"15.076309";"14.819253";"16.889573";"20.088423";"24.387878";" 9.046108";"17.845259";"16.135160";"25.422588";"23.613375";"18.354981";"16.433309"
"9am";"15.526246";"18.043148";"13.501145";"16.518215";"24.429027";"12.944038";"23.012317";"14.580795";"15.866304";"19.206151";"19.694319";"22.025930";" 7.519658";"18.152590";"16.092146";"23.526497";"21.750789";"18.873224";"19.334410"
"10am";"14.206896";"15.473985";"10.503689";"17.536018";"21.761580";"14.953331";"24.521471";"14.868696";"12.094460";"21.987940";"18.151897";"20.824071";" 9.552278";"17.152489";"15.601381";"21.918415";"17.700177";"17.882116";"18.886705"
"11am";"13.053512";"20.240712";" 9.672967";"15.447049";"24.200021";"15.244008";"24.090370";"14.785420";"14.894949";"17.633928";"21.205633";"20.122423";" 8.869669";"15.442761";"13.804173";"27.990401";"23.129587";"15.631038";"17.396781"
"12am";"13.840127";"18.592617";"12.762941";"13.221316";"18.713757";"15.941478";"24.358619";"11.376229";"14.090882";"22.327616";"19.229623";"21.352760";" 7.835464";"20.272360";"15.382758";"27.486380";"31.250822";"18.192559";"16.451782"
