"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557";"929.557"
"max";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971";"7345.971"
"4am";"3949.670";"3521.598";"3970.712";"4479.986";"2782.213";"2388.919";"2945.986";"2737.105";"2450.187";"2442.884";"2711.189";"4692.391";"3670.483";"5077.924";"3235.918";"3529.487";"3747.160";"2127.155"
"5am";"4045.630";"3521.598";"4051.638";"4493.846";"2766.553";"2388.919";"2945.986";"2533.936";"2450.187";"2430.204";"2738.566";"4618.097";"3670.483";"5130.090";"3143.520";"3547.794";"3707.674";"2082.639"
"6am";"4115.533";"3418.565";"4022.808";"4457.498";"2766.553";"2324.520";"2860.994";"2583.273";"2469.765";"2587.566";"2647.774";"4643.554";"3840.108";"4798.642";"3056.900";"3479.512";"3576.866";"2011.544"
"7am";"5492.403";"3611.803";"4767.233";"4563.708";"2519.218";"2380.716";"2125.703";"2429.471";"2472.539";"2263.041";"2071.226";"4098.416";"3643.713";"4077.070";"2685.053";"3494.138";"2459.979";"1693.357"
"8am";"6872.185";"3445.135";"5198.667";"4311.701";"2312.498";"2280.454";"1777.531";"2455.952";"3006.808";"2846.319";"2014.651";"3925.766";"3518.644";"4380.850";"1823.455";"2708.903";"2440.447";"1354.087"
"9am";"6943.654";"3791.029";"5608.355";"4081.543";"2306.446";"2321.144";"1698.445";"2448.590";"2816.188";"2828.894";"1813.234";"4133.475";"3460.032";"4377.641";"1776.741";"2669.457";"2214.822";"1261.611"
"10am";"7252.040";"3574.120";"5626.314";"3697.867";"2038.021";"2167.200";"1646.702";"2524.887";"2857.579";"3103.989";"1745.241";"4240.885";"3354.637";"4692.650";"1679.575";"2476.912";"2154.163";"1110.657"
"11am";"7345.971";"3696.486";"5246.194";"3787.540";"2138.725";"2166.016";"1657.517";"2447.178";"3217.248";"3055.016";"1882.182";"3999.101";"3274.217";"4497.675";"1704.514";"2548.469";"2259.946";"1344.622"
"12am";"6387.298";"4114.710";"4758.653";"3723.267";"2351.235";"2144.844";"2028.892";"2359.606";"2978.752";"2920.688";"2076.775";"3948.121";"3311.543";"4708.313";"2025.488";"2989.017";"2403.775";"1467.003"
"1pm";"6863.725";"3911.192";"5175.004";"4011.316";"2057.521";"2359.027";"1678.143";"2260.251";"3177.404";"3240.215";"1654.723";"4095.200";"3437.057";"4376.076";"1808.619";"2705.659";"2450.544";"1332.456"
"2pm";"7132.558";"3782.933";"5268.038";"3893.503";"1813.738";"2274.545";"1646.603";"2020.029";"3008.138";"3005.705";"1716.115";"4395.377";"3469.417";"4450.897";"1702.124";"2632.922";"2592.509";"1273.566"
"3pm";"7275.121";"3493.079";"4978.875";"4126.331";"1916.360";"2269.167";"1522.254";"2213.107";"2688.915";"2705.055";"1951.538";"4239.935";"3435.728";"4574.477";"1461.710";"2733.534";"3178.449";"1128.421"
"4pm";"6548.144";"3870.215";"4502.030";"3703.067";"1988.750";"2389.019";"1733.304";"2401.916";"2554.229";"2833.670";"1844.576";"4534.452";"3575.187";"4430.183";"1562.927";"2658.495";"3220.882";"1482.840"
"5pm";"5619.102";"3197.052";"4463.336";"3861.777";"2047.506";"2382.181";"2166.995";"2434.673";"2366.674";"2598.591";"2055.625";"4762.088";"3485.267";"4651.335";"2244.727";"2702.316";"3906.728";"1667.468"
"6pm";"5085.579";"3171.851";"3890.398";"4222.634";"2172.031";"2526.907";"2669.269";"2484.662";"2449.403";"2656.115";"2308.524";"4774.756";"3920.183";"5142.369";"2986.870";"2875.654";"3709.805";"1712.361"
"7pm";"4768.522";"3121.293";"4383.521";"4386.510";"2589.820";"2413.934";"2615.096";"2734.535";"2325.922";"2734.312";"2708.092";"4428.373";"4000.495";"4873.721";"3056.222";"3344.035";"3837.049";"1984.771"
"8pm";"4692.097";"3208.959";"4175.947";"4341.649";"2677.248";"2364.718";"2691.029";"2656.240";"2360.489";"2864.915";"2660.971";"4531.026";"4007.328";"5234.925";"3155.053";"3537.851";"3726.342";"1934.179"
"9pm";"4700.214";"3273.891";"4202.793";"4366.290";"2588.662";"2421.607";"2804.675";"2656.240";"2395.181";"2580.116";"2621.246";"4650.337";"3996.056";"5263.741";"3100.640";"3535.230";"3765.828";"2033.188"
"10pm";"4405.369";"3616.400";"4123.527";"4424.336";"2581.478";"2555.257";"2842.716";"2705.989";"2424.925";"2590.403";"2649.458";"4599.154";"3896.225";"5311.002";"3147.354";"3534.852";"3778.419";"2062.657"
"11pm";"4240.131";"3581.501";"4055.813";"4386.487";"2559.832";"2508.963";"2829.600";"2726.622";"2423.812";"2525.689";"2810.292";"4786.005";"3852.723";"5338.239";"3147.354";"3584.125";"3887.011";"2065.659"
"12pm";"4189.991";"3637.725";"4073.567";"4341.392";"2554.492";"2478.626";"2895.400";"2833.919";"2398.694";"2548.761";"2838.232";"4728.893";"3841.598";"5315.167";"3187.302";"3584.125";"3797.084";"2090.777"
"1am";"4020.478";"3637.725";"4073.567";"4470.957";"2554.492";"2478.626";"2895.400";"2813.001";"2419.612";"2548.761";"2838.232";"4728.893";"3810.948";"5315.167";"3257.900";"3584.125";"3797.084";"2090.777"
"2am";"4020.478";"3637.725";"4073.567";"4470.957";"2581.890";"2478.626";"2895.400";"2813.001";"2419.612";"2548.761";"2838.232";"4728.893";"3810.948";"5315.167";"3257.900";"3584.125";"3797.084";"2090.777"
"3am";"4020.478";"3637.725";"4073.567";"4470.957";"2603.000";"2478.626";"2895.400";"2813.001";"2419.612";"2527.651";"2838.232";"4728.893";"3810.948";"5315.167";"3257.900";"3584.125";"3797.084";"2090.777"
