"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758";"7415.758"
"4am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";"0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"5am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1210.809";" 669.842";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0"
"7am";"1479.392";"2546.292";"1299.798";"   0.000";" 950.609";"1902.646";"1388.149";"   0.000";" 850.526";"   0.000";" 958.656";"1744.586";"   0.000";"   0.000";"   0.000";"   0.000";"2337.557";"1232.161";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"8am";"4439.345";"4423.087";"1682.288";" 959.561";"1705.026";"3527.711";"2920.076";" 983.022";"2179.987";"1330.109";"1307.312";"3104.634";"   0.000";" 824.278";"   0.000";"   0.000";"3261.951";"1777.994";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"5699.336";"6260.719";"1736.129";" 918.158";"2123.696";"3499.660";"3941.617";"1127.410";"2397.507";"1436.329";"1430.100";"3455.692";"   0.000";" 837.706";" 904.440";"   0.000";"3935.354";"1697.743";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1110.114";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"10am";"6523.180";"5817.641";"1770.089";" 918.158";"2134.471";"3164.090";"3707.990";"1384.229";"2679.112";"1411.585";"1420.646";"3800.974";"   0.000";" 868.586";" 950.517";"   0.000";"3948.717";"1658.595";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"5397.666";"5269.820";"1926.839";"1198.987";"1831.429";"2991.163";"3286.345";"1130.091";"1805.336";"1147.673";"1334.314";"2984.116";"   0.000";" 885.003";" 852.099";"   0.000";"3153.397";"1846.823";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"12am";"3885.654";"4162.173";"1974.968";"   0.000";"1459.916";"2133.356";"2593.811";" 851.912";"1372.083";" 981.293";"1062.563";"2091.081";"   0.000";"   0.000";"   0.000";"   0.000";"2731.519";"2023.606";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0"
"1pm";"4949.786";"5033.371";"1930.481";" 859.386";"1923.968";"2681.894";"2994.209";" 910.238";"1898.628";"1052.433";" 981.354";"2926.681";"   0.000";"   0.000";" 971.646";"   0.000";"3297.437";"2581.983";"   0.000";"   0.000";"   0.000";" 735.314";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"7251.177";"6116.268";"2097.239";"   0.000";"2528.307";"3269.148";"3427.586";"1485.992";"2441.831";"1256.489";"1163.827";"2895.835";"   0.000";" 946.049";"1038.149";"   0.000";"4862.096";"2556.329";"   0.000";"   0.000";"   0.000";" 740.144";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"7415.758";"6225.917";"1850.913";" 839.856";"2797.455";"3365.965";"3727.844";"1475.932";"2842.191";"1486.556";"1212.156";"2434.230";"1040.468";" 846.254";"1039.416";"   0.000";"4738.592";"2465.540";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"6442.328";"5860.735";"1247.732";"   0.000";"2215.002";"3186.348";"3494.879";"1089.380";"2906.517";"1326.072";" 920.599";"2328.556";"1022.317";"   0.000";" 855.413";"   0.000";"3381.571";"1926.519";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"5pm";"4656.269";"3815.435";" 839.831";"   0.000";"1575.629";"2317.322";"2122.057";" 782.247";"1902.053";"   0.000";"   0.000";"1877.902";" 940.729";"   0.000";"   0.000";"   0.000";"2727.787";"1520.530";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"6pm";"2251.784";"1920.874";"   0.000";"   0.000";"1566.320";"1124.092";"1341.893";" 785.267";"1074.192";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1378.530";" 845.792";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
"7pm";"2493.342";" 865.625";"   0.000";"   0.000";"   0.000";"   0.000";" 839.882";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 894.072";" 813.849";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000"
