"hour","sex1","sex2"
"4am",0.244330971695304,0.244330971695304
"5am",0.177482035907156,0.177482035907156
"6am",0.195329083076684,0.195329083076684
"7am",0.497684674563706,0.497684674563706
"8am",0.451210196821873,0.451210196821873
"9am",0.40071137539312,0.40071137539312
"10am",0.402767739962827,0.402767739962826
"11am",0.393481324257549,0.39348132425755
"12am",0.418755252238489,0.418755252238489
"1pm",0.411530353660135,0.411530353660135
"2pm",0.447317962871669,0.447317962871669
"3pm",0.433685108476339,0.433685108476339
"4pm",0.332646604761864,0.332646604761864
"5pm",0.300293018811023,0.300293018811024
"6pm",0.311411633469915,0.311411633469915
"7pm",0.26129890728981,0.26129890728981
"8pm",0.273096424290912,0.273096424290911
"9pm",0.282292401465976,0.282292401465977
"10pm",0.295967394409216,0.295967394409216
"11pm",0.304589849200338,0.304589849200338
"12pm",0.296754998812444,0.296754998812443
"1am",0.275409089922069,0.275409089922069
"2am",0.273243349119726,0.273243349119726
"3am",0.266303084943799,0.266303084943799
