"hour","rev5","rev1","rev2","rev3","rev4"
"4am",0.271817809340936,0.349597544033782,0.489582117123156,0.225973957910597,0.135138736265051
"5am",0.276540629325943,0.340557353625037,0.481809226625032,0.224472136030954,0.131980265038935
"6am",0.26692421659433,0.322023550885269,0.482751147811715,0.173604977603406,0.130948444631385
"7am",0.274666249844745,0.234005362705875,0.516403365744783,0.0601237078926042,0.0526556507887837
"8am",0.239409538820101,0.160909596891637,0.458826433308039,0.0130375939067812,-0.0395912806381767
"9am",0.231799162204404,0.173832853016199,0.437757095183047,0.00618298149456653,-0.0339708344106955
"10am",0.226967833832161,0.124731232304923,0.425162372594333,-0.0248670790554592,-0.0495575355263298
"11am",0.227480007169951,0.131540790161736,0.446313397598004,-0.0209292862922708,-0.0711704007193355
"12am",0.19866626485723,0.107048652205151,0.448788517598779,-0.0132737491879609,-0.0641589887191056
"1pm",0.195361592652325,0.116077244334946,0.434905939150155,-0.0294612178523551,-0.0352893505613795
"2pm",0.225591554089424,0.108980335044697,0.457906373595121,0.00953469572349983,-0.0584700414233538
"3pm",0.223766088148532,0.131217643534591,0.413499944418787,0.0112418575021042,-0.0390317454475814
"4pm",0.242005481602511,0.234235651091065,0.45718833924682,0.093984168621719,0.0545172413860222
"5pm",0.265942899324779,0.285353278656948,0.471976557159187,0.139894636830011,0.0966226077743457
"6pm",0.240296273598566,0.280847470048483,0.445723113170124,0.133900814868499,0.0939985234097072
"7pm",0.230975474947219,0.29675588090085,0.444561061043936,0.161544939353614,0.0950219827459294
"8pm",0.260526202180826,0.31288189702686,0.456659642890469,0.177859654778675,0.130961903504153
"9pm",0.274680127682239,0.330028587860912,0.48195166158243,0.203672887309318,0.149465428995776
"10pm",0.27142856009475,0.339074007624957,0.481215379553504,0.21547847965029,0.146323680802108
"11pm",0.277206196359165,0.343829214969901,0.4753856081531,0.233194798493231,0.146550400276878
"12pm",0.278462508076567,0.348750383603228,0.476151131299797,0.228430005671448,0.150182034497655
"1am",0.279279740200123,0.349858622386363,0.476692441538173,0.229101668054763,0.14942003146688
"2am",0.276626924657433,0.356612443165443,0.474764742668695,0.229368825361884,0.15249573478568
"3am",0.271714394309716,0.356911277389441,0.473613541748551,0.226266989231093,0.152757377757752
