"hour","mode1","mode2","mode3"
"4am",0.505271437565342,0.509611517317756,0.380912155160455
"5am",0.495831413961191,0.508405757503004,0.381313149554442
"6am",0.499240732227302,0.514487697250993,0.363993792209165
"7am",0.397529793470665,0.472898018288242,0.356129984781091
"8am",0.268449632118412,0.353030588938336,0.301674078465234
"9am",0.227381816855623,0.323130986640239,0.31157933337374
"10am",0.198506228141504,0.302323527794867,0.300190534129571
"11am",0.216050853718527,0.32191201720449,0.326767836816107
"12am",0.229565998012529,0.322085367202137,0.341203036225512
"1pm",0.233813963066402,0.317532434545803,0.330562919733461
"2pm",0.259059026413847,0.341442582352382,0.325659061035958
"3pm",0.270239380462889,0.351801798519278,0.331363222565573
"4pm",0.362561877423962,0.470542915189769,0.414506062176853
"5pm",0.421027903039684,0.475490986377259,0.381273047121593
"6pm",0.418454893997951,0.477132232610992,0.393992320928109
"7pm",0.439080389806095,0.480641214232722,0.387116861058983
"8pm",0.460916287850123,0.507510688465831,0.405001417056179
"9pm",0.473450500888444,0.513999347373499,0.410599126517416
"10pm",0.482527464164276,0.509971811974831,0.397620139103922
"11pm",0.493416602501539,0.504504430528773,0.38845923627688
"12pm",0.482612246476407,0.499309204974205,0.388446823062251
"1am",0.485573287657866,0.501955758644476,0.391735747719856
"2am",0.490722447575899,0.502460286264776,0.388328901613815
"3am",0.487338026975539,0.498909725950715,0.388959375621359
