"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705";"13179.62705"
"4am";"   0.00000";"   0.00000";"  49.18125";"  27.15708";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 207.55650";"9579.17928";"8844.56178";"7854.44822";"7375.01267";"8028.89843";"7005.28132";"   0.00000";" 118.54370";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 258.74730";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"5am";"   0.00000";"   0.00000";"  49.18125";"  27.15708";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"9555.55930";"9041.47399";"7854.44822";"6543.57908";"8222.05203";"6938.50925";"   0.00000";" 933.46450";"  84.05632";"   0.00000";"   0.00000";"   0.00000";" 258.74730";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"6am";"   0.00000";"   0.00000";"  49.18125";"  27.15708";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"9662.05844";"8787.86693";"7679.11892";"6387.72520";"8342.19730";"6915.54485";"   0.00000";" 933.46450";" 117.54913";"   0.00000";"   0.00000";"  26.93673";" 258.74730";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"7am";"   0.00000";"   0.00000";" 138.64279";"  27.15708";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 138.62982";"  50.03152";"9969.85440";"7190.19962";"7998.23919";"5939.51629";"8013.95247";"6217.76676";"  87.71201";"1387.76834";" 117.54913";" 122.82830";"  79.30308";"  26.93673";" 116.84110";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 142.25764"
"8am";"  85.54973";" 252.53260";" 237.81172";"  64.05975";"  52.20839";"   0.00000";"  29.47151";"  35.69560";" 607.50015";" 155.71706";"9764.31734";"6359.62906";"7782.74273";"4822.04513";"6647.14400";"6672.27532";" 399.02656";"1790.69458";" 266.00142";" 200.82307";" 162.45747";"  26.93673";" 242.05163";" 267.35869";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 142.25764"
"9am";"   85.54973";"  252.53260";"  288.12842";"   64.05975";"   52.20839";"    0.00000";"   78.90026";"    0.00000";"  657.16173";"  155.71706";"10118.87179";" 6052.30416";" 7086.99943";" 4552.30997";" 6455.79022";" 7466.28847";"  470.79050";" 1808.76727";"  667.67474";"  236.51867";"  184.98056";"   26.93673";"  242.05163";"  737.92190";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"  142.25764"
"10am";"  113.70078";"  252.53260";"  250.22603";"   64.05975";"   52.20839";"    0.00000";"   78.90026";"    0.00000";"  728.81049";"  155.71706";"10725.78575";" 5939.13028";" 7385.53385";" 4619.11057";" 5675.87868";" 6743.57747";"  332.08811";" 1758.69209";"  656.75703";"  224.14367";"  273.79158";"   26.93673";"  242.05163";"  737.92190";"   39.78637";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"  233.40727"
"11am";"  113.70078";"  252.53260";"  250.22603";"   64.91291";"   52.20839";"    0.00000";"   78.90026";"    0.00000";"  728.81049";"  109.45728";"10503.44705";" 7293.08949";" 6844.65464";" 4710.45940";" 4890.49962";" 6931.06388";"  332.08811";" 1758.69209";"  679.25350";"  224.14367";"  273.79158";"   26.93673";"  242.05163";"  737.92190";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"  182.85610"
"12am";"   87.87187";"  252.53260";"  250.22603";"   64.91291";"   52.20839";"    0.00000";"   49.42875";"   33.90103";"  630.02575";"   86.93419";"10430.69620";" 6123.90722";" 7332.33513";" 5434.03617";" 6414.60470";" 6735.67185";"  203.61478";" 1076.71999";"  559.61786";"  218.44598";"  273.79158";"   26.93673";"  267.61290";"  737.92190";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"  142.25764"
"1pm";"   71.95649";"  275.05569";"  250.22603";"   64.91291";"   52.20839";"    0.00000";"  590.89822";"   33.90103";"  674.64995";"  170.32005";"10546.18967";" 6047.83538";" 7084.85178";" 5159.56426";" 4911.55467";" 7232.35012";"  180.07941";" 1253.11265";"  610.80975";"  122.46607";"  386.79195";"   26.93673";"  264.24862";"  737.92190";"    0.00000";"   37.11818";"    0.00000";"    0.00000";"    0.00000";"  142.25764"
"2pm";"   97.51776";"  311.03434";"  281.27633";"   64.91291";"   80.23647";"    0.00000";"  590.89822";"   56.42412";"  655.73829";"  192.84314";"10988.39008";" 5111.02093";" 6749.19369";" 4571.03377";" 4656.96577";" 7636.74752";"  241.30240";"  338.26767";"  644.30256";"  208.59620";"  261.58142";"   54.94697";"  339.79757";"  958.86760";"    0.00000";"   37.11818";"    0.00000";"    0.00000";"    0.00000";"  142.25764"
"3pm";"   97.51776";"  336.59561";"  289.26191";"   95.96321";"   52.20839";"    0.00000";"   97.81192";"  106.48591";"  641.26652";"  192.84314";"10024.59406";" 5274.74060";" 6650.44722";" 5798.31887";" 4533.48673";" 7956.84605";"  180.07941";"  373.82875";"  644.30256";"  166.43697";"  210.90728";"   54.94697";"  362.32066";"  958.86760";"    0.00000";"   72.67926";"    0.00000";"    0.00000";"    0.00000";"  170.28572"
"4pm";"  81.07455";" 336.59561";" 214.33788";"  64.91291";"  52.20839";"   0.00000";"  29.47151";" 106.48591";" 620.17721";" 142.81162";"9122.50490";"6991.54734";"7084.19633";"4944.08764";"4822.86226";"7985.03362";" 109.45382";" 308.50852";" 572.67409";" 200.28332";" 208.98354";"   0.00000";" 362.32066";" 714.03200";"   0.00000";"  72.67926";"   0.00000";"   0.00000";"   0.00000";"  66.70869"
"5pm";" 103.15889";"   0.00000";" 138.78893";"  35.97865";"  35.69560";"  19.62513";"  29.47151";"  50.06179";" 149.73319";"  83.38586";"9673.90555";"8113.60853";"7630.91858";"6495.71758";"6030.65189";"6706.44955";"  42.94573";" 102.26977";" 446.74489";" 160.13732";"  56.01590";"   0.00000";"  97.74594";" 220.94570";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"  66.70869"
"6pm";"  86.64610";"  35.97865";"  47.23996";"   0.00000";"   0.00000";"  19.62513";"  29.47151";"   0.00000";"  99.32316";" 150.09455";"9586.46302";"8578.30655";"7322.92593";"6758.73956";"6874.62170";"7864.41706";"  19.62513";"  33.49281";" 497.44595";"  42.80573";"   0.00000";"   0.00000";"  49.66158";" 220.94570";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 380.55389"
"7pm";"   0.00000";"  35.97865";"  23.61998";"   0.00000";"   0.00000";"  19.62513";"  29.47151";"   0.00000";"  49.66158";"  83.38586";"9628.16738";"8929.98518";"7558.17947";"7312.83776";"8614.57508";"6421.54279";"  35.56108";"  42.80573";"  90.82044";"  92.86752";"   0.00000";"   0.00000";"  49.66158";" 220.94570";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 313.84520"
"8pm";"    0.00000";"   35.97865";"   69.87976";"    0.00000";"    0.00000";"   19.62513";"    0.00000";"    0.00000";"    0.00000";"   83.38586";"10468.15614";" 8952.12541";" 8037.59064";" 7486.59017";" 8009.76757";" 6025.06580";"   35.56108";"  118.35468";"   80.23876";"   42.80573";"    0.00000";"    0.00000";"  308.40888";"  220.94570";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000"
"9pm";"    0.00000";"   35.97865";"   69.87976";"    0.00000";"    0.00000";"   19.62513";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"10237.04003";" 8944.87938";" 8130.69909";" 6869.92370";" 8062.60609";" 7286.05470";"   71.44923";"   75.54895";"   80.23876";"    0.00000";"    0.00000";"    0.00000";"  308.40888";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000";"    0.00000"
"10pm";"   0.00000";"   0.00000";"  23.61998";"   0.00000";"   0.00000";"  19.62513";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"9561.05236";"9184.63060";"8118.15741";"7454.30611";"8204.33535";"7337.13110";"   0.00000";"   0.00000";"  80.23876";"   0.00000";"   0.00000";"   0.00000";" 258.74730";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"11pm";"   0.00000";"   0.00000";"  23.61998";"   0.00000";"   0.00000";"  19.62513";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"9567.12024";"9127.66723";"8198.39617";"7485.35641";"8252.78256";"7376.91747";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 258.74730";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"12pm";"   0.00000";"   0.00000";"  23.61998";"   0.00000";"   0.00000";"  19.62513";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"9479.32663";"9100.51015";"8262.43220";"7536.03184";"8289.90074";"7376.91747";"   0.00000";"  91.19311";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 258.74730";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
"1am";"   0.00000";"   0.00000";"  23.61998";"   0.00000";"   0.00000";"  19.62513";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"9452.16955";"9127.66723";"8326.46823";"7536.03184";"8325.59634";"7376.91747";"   0.00000";"  27.15708";"   0.00000";"   0.00000";"   0.00000";"   0.00000";" 258.74730";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000";"   0.00000"
