"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039";"1101.039"
"max";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996";"9788.996"
"4am";"5314.704";"3491.428";"9133.191";"3070.427";"2362.728";"6055.966";"4023.371";"5637.553";"4225.724";"3149.990";"3064.407";"5022.457";"4278.377";"2735.205";"2287.186"
"5am";"5347.781";"3491.428";"9101.219";"3119.737";"2354.811";"6182.280";"3775.873";"5658.068";"4157.429";"3063.887";"3041.481";"4987.748";"4409.698";"2735.205";"2271.389"
"6am";"5353.507";"3497.091";"9012.764";"3226.731";"2333.063";"6043.940";"3739.259";"5553.814";"3923.645";"3000.951";"3021.979";"4682.890";"4415.265";"2582.313";"2271.389"
"7am";"6984.910";"3860.558";"9517.860";"3425.686";"1797.132";"5775.286";"3397.854";"5366.520";"2977.727";"2246.646";"2676.107";"3838.110";"3721.741";"1964.926";"1930.956"
"8am";"8136.923";"5205.434";"9607.666";"2931.055";"1837.547";"4790.977";"3260.334";"5109.717";"2596.051";"1789.793";"2462.561";"3078.612";"3256.592";"1555.023";"1264.755"
"9am";"8296.705";"4792.422";"9788.996";"3243.775";"1756.216";"4552.179";"3023.934";"5413.503";"2330.088";"1735.865";"2374.698";"3242.433";"2973.699";"1572.266";"1143.597"
"10am";"8192.008";"4837.746";"9131.158";"3259.917";"1635.995";"4778.291";"3296.537";"5572.946";"2263.128";"1746.133";"2194.496";"3126.696";"2917.231";"1979.251";"1101.039"
"11am";"8147.767";"4363.673";"9002.388";"3229.945";"1657.699";"4893.223";"3232.768";"5314.686";"2580.961";"1864.101";"2154.294";"3340.191";"3080.045";"1614.913";"1204.786"
"12am";"7808.482";"3885.978";"8276.290";"3151.079";"1735.663";"5136.549";"3033.745";"5808.935";"2995.507";"2131.776";"2284.763";"3725.581";"3383.122";"2082.826";"1476.932"
"1pm";"8079.435";"4687.518";"9009.561";"2932.677";"1444.108";"4832.205";"3141.664";"5503.270";"2860.614";"1958.801";"2460.287";"3020.774";"2980.451";"1807.459";"1273.946"
"2pm";"8421.298";"4942.937";"8749.226";"2677.509";"1386.121";"4897.051";"3223.962";"4896.605";"2713.569";"1855.441";"2068.748";"3254.729";"2850.972";"2197.231";"1205.370"
"3pm";"8135.617";"4944.299";"8393.344";"2793.796";"1455.249";"4922.235";"3296.363";"4711.885";"2570.982";"1916.844";"2137.664";"3094.841";"3020.270";"2081.788";"1336.003"
"4pm";"7770.828";"5369.347";"8070.947";"2596.959";"1709.554";"5020.593";"2857.417";"4932.880";"2597.848";"2213.271";"2357.638";"3572.485";"2801.805";"2347.057";"1312.652"
"5pm";"6402.039";"4419.480";"8291.052";"3041.991";"2087.118";"4902.965";"3424.276";"5394.633";"2600.220";"2549.614";"2622.676";"4279.606";"3113.837";"2715.646";"1707.379"
"6pm";"5278.639";"3704.422";"8698.534";"3828.684";"2015.482";"6056.840";"3609.045";"5531.869";"3525.132";"3094.370";"2470.641";"4523.429";"3789.983";"2970.734";"1975.294"
"7pm";"5442.300";"3734.989";"9169.209";"2828.301";"2176.392";"6335.603";"3781.908";"5762.405";"3771.046";"3359.126";"2509.508";"4563.222";"3992.382";"3129.500";"2170.932"
"8pm";"5176.771";"3816.594";"9644.116";"2778.684";"2269.746";"6179.131";"3800.137";"5461.122";"3853.310";"3480.224";"2396.599";"4876.293";"4058.210";"3222.125";"2149.891"
"9pm";"5394.371";"3896.303";"9429.802";"2815.161";"2271.120";"6314.551";"3477.061";"5316.363";"3992.116";"3482.009";"2438.229";"5084.607";"4156.891";"3093.057";"2175.893"
"10pm";"5482.661";"3851.921";"9282.196";"2922.661";"2382.137";"6165.509";"3610.979";"5433.892";"4033.612";"3508.783";"2489.647";"5082.872";"4152.730";"2831.782";"2242.861"
"11pm";"5307.755";"3712.623";"9266.101";"3002.249";"2421.499";"6172.909";"3822.345";"5536.658";"4109.987";"3574.937";"2571.990";"5123.013";"4125.784";"2795.613";"2330.872"
"12pm";"5209.915";"3712.623";"9210.517";"2975.492";"2421.499";"6163.532";"3836.267";"5562.702";"4217.803";"3559.889";"2641.772";"5123.013";"4193.067";"2795.613";"2344.919"
"1am";"5398.780";"3561.737";"8997.080";"3011.416";"2421.499";"6188.104";"3987.153";"5562.702";"4244.794";"3559.889";"2641.772";"5123.013";"4193.067";"2802.183";"2344.919"
"2am";"5413.701";"3561.737";"8997.080";"3011.416";"2421.499";"6188.104";"4001.174";"5589.975";"4244.794";"3559.889";"2641.772";"5123.013";"4193.067";"2802.183";"2344.919"
"3am";"5413.701";"3561.737";"9331.857";"3011.416";"2421.499";"6188.104";"4001.174";"5537.426";"4244.794";"3285.048";"2641.772";"5123.013";"4193.067";"2802.183";"2344.919"
