"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445";"19322.9445"
"4am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1356.883";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1006.414";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1716.394";"1943.063";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1346.762";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000"
"7am";"   0.0000";"4087.1108";"1326.1559";" 999.4296";" 961.9249";"3139.9636";"1166.5126";"1671.5640";" 764.1488";"   0.0000";"   0.0000";"   0.0000";"1330.3221";"   0.0000";"   0.0000";"1795.4276";"1301.4079";"2237.6439";" 909.4547";"1361.6527";"1918.5562";"   0.0000";"4926.4405";"5346.9749";"3860.6142";"   0.0000";"   0.0000";"3418.7814";"6929.7135";"6760.1959";"   0.0000";"2139.1158";"1075.0221";"   0.0000";"2175.1208";"   0.0000";"2478.6700";"3290.7682";"   0.0000";"   0.0000";"1338.6706";"1303.0288";"   0.0000";"   0.0000";"   0.0000";"1745.4521";"1221.9584";"   0.0000";"1954.5133";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1873.4668";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"0";"   0.0000";"   0.0000";"1168.9540"
"8am";" 1734.590";" 6975.714";" 3856.102";" 2743.270";" 1475.708";" 4932.882";" 1694.969";" 2260.361";" 1058.738";"    0.000";" 1581.400";"    0.000";" 2990.633";" 1164.573";" 1306.994";" 2469.073";" 2116.359";" 3106.100";" 1474.467";" 2012.484";" 2989.277";"    0.000";" 8658.932";" 8102.094";" 6189.687";" 1340.744";" 2639.059";" 8550.622";"12151.337";"13709.782";" 1155.256";" 3181.022";" 1918.072";" 1629.080";" 2478.892";" 1232.684";" 3590.735";" 5956.083";"    0.000";"    0.000";" 1765.390";" 1714.383";"    0.000";" 1058.334";"    0.000";" 4344.786";" 1384.346";"    0.000";" 3041.939";" 1454.454";"    0.000";"    0.000";"    0.000";" 2801.899";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";" 1154.976";"0";"    0.000";"    0.000";" 1946.533"
"9am";" 2937.2845";" 9522.0687";" 4805.6039";" 4098.7880";" 1907.7488";" 5046.9395";" 2533.5657";" 2564.9962";" 1571.4215";"    0.0000";" 1595.5166";"    0.0000";" 3842.8893";" 1318.4346";" 1286.7824";" 2308.7806";" 2422.4193";" 3072.4373";" 1671.2358";" 2406.1176";" 3801.8304";"  978.8468";"10348.0320";" 9862.6334";" 6796.7022";" 1618.8892";" 2833.8255";"10449.5094";"14270.0836";"16017.2916";" 1637.0219";" 3630.1291";" 2740.8582";" 1926.2486";" 3126.7222";" 1402.7388";" 4085.6225";" 6193.7602";" 1049.0951";"    0.0000";" 2383.0663";" 1538.8571";"    0.0000";" 1221.0438";"    0.0000";" 5281.0218";" 1551.1416";"    0.0000";" 3817.1368";" 1328.4637";"    0.0000";"    0.0000";"    0.0000";" 3092.2252";"    0.0000";" 1341.4679";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1197.8178";"0";"    0.0000";"    0.0000";" 1802.1637"
"10am";" 2995.5206";"10852.4060";" 5038.8541";" 4865.0746";" 2191.8523";" 4906.0220";" 1977.6809";" 3156.3394";" 1682.8364";"    0.0000";" 1904.3418";"    0.0000";" 3784.1438";" 1108.8802";" 1344.5035";" 2549.0950";" 3055.8038";" 3614.6389";" 1766.6933";" 2493.8137";" 4356.4893";" 1115.7475";"10546.3990";"10598.9264";" 7224.3773";" 1706.9028";" 2863.3778";"11536.4502";"15009.0485";"15984.6808";" 1705.9322";" 3748.9622";" 2413.1028";" 2243.8162";" 3292.3018";" 1218.0332";" 4428.5840";" 6570.4362";" 1066.4576";"  842.1100";" 2468.6446";" 1962.6395";"    0.0000";" 1350.4918";"    0.0000";" 5801.4002";" 2060.4756";"    0.0000";" 4067.0803";" 1173.6548";"    0.0000";" 1189.6369";"    0.0000";" 2962.6153";"    0.0000";" 1272.9177";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1299.1043";"0";"    0.0000";"  811.8733";" 1595.0391"
"11am";" 2333.2060";" 9905.9031";" 4566.3508";" 4360.7898";" 2123.3691";" 5123.7434";" 1664.2011";" 2955.0948";" 1644.3428";"    0.0000";" 1601.2812";"    0.0000";" 3771.1691";" 1146.4110";" 1213.3320";" 2258.1480";" 2584.4095";" 3606.2026";" 1892.3787";" 2241.5905";" 4297.3284";" 1110.5677";" 9892.9660";"10624.2426";" 6636.5748";" 1701.7689";" 2344.3235";"10778.5827";"13719.6810";"15771.1197";" 1587.9255";" 3351.2700";" 2229.7101";" 2082.7456";" 2784.9134";" 1172.2730";" 4407.9330";" 6701.5674";"  975.7259";"    0.0000";" 1938.8103";" 1322.7701";"    0.0000";" 1102.7466";"    0.0000";" 5974.0947";" 1561.3150";"    0.0000";" 3823.7952";" 1480.6465";"  794.8937";"    0.0000";"    0.0000";" 2840.1669";"    0.0000";" 1371.7676";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1283.8809";"0";"    0.0000";" 1024.9469";" 1551.1634"
