"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584";"62.3784754990584"
"4am";"28.78321";"36.10155";"34.30999";"27.74391";"21.70404";"26.35472";"33.33984";"15.07599";"31.41967";"28.65284";"27.54513";"11.50285";"18.18253";"40.22163";"34.02051";"38.52250";"24.96433";"27.65944";"41.83056";"39.29327";"28.20508";"43.13793";"22.91140";"43.22927";"42.45381";"39.03196";"26.71686";"36.43097";"43.62102";"32.73109";"11.82770"
"5am";"29.40838";"36.92972";"34.70239";"27.06807";"20.91230";"26.35472";"33.36199";"15.33061";"31.29452";"28.71435";"28.88347";"11.09913";"17.97647";"39.79963";"36.46626";"38.49000";"24.77524";"27.96685";"39.54846";"36.56126";"27.87259";"43.16449";"23.21455";"42.91451";"41.28284";"38.71996";"26.12451";"37.67028";"44.19081";"32.47719";"11.82770"
"6am";"29.03781";"37.05445";"33.51070";"28.13911";"20.27614";"27.15073";"31.99306";"15.42178";"31.15298";"29.42106";"29.81100";"12.03273";"18.01689";"38.93692";"37.84219";"39.28775";"24.07049";"29.42891";"38.33758";"36.96961";"30.02876";"43.86973";"23.94302";"43.07243";"40.34625";"38.13957";"26.93134";"39.94176";"43.63259";"30.86174";"12.07851"
"7am";"30.49214";"34.79605";"30.02062";"33.12322";"23.32202";"30.85913";"37.04916";"15.96461";"33.43497";"25.36126";"30.69513";"12.76558";"18.82433";"33.24751";"40.11689";"43.28072";"25.32312";"25.91118";"36.91611";"42.66979";"32.88777";"39.20192";"25.20122";"42.10714";"41.17308";"39.79484";"25.94348";"40.72314";"42.11885";"32.42363";"12.19483"
"8am";"37.79694";"36.28992";"27.77316";"35.32594";"25.36269";"31.70060";"38.09726";"17.50258";"32.87117";"22.79329";"29.65756";"12.94922";"25.43990";"31.86826";"37.39176";"46.02003";"25.07027";"21.06792";"35.68047";"44.22253";"33.65934";"39.21750";"24.42927";"42.17977";"39.68523";"38.48767";"25.72279";"39.38069";"44.48867";"30.85719";"13.00499"
"9am";"37.68088";"33.10417";"27.20144";"34.25407";"28.47196";"32.78459";"36.42684";"20.68223";"30.84331";"22.45545";"23.59810";"10.88070";"26.25540";"34.34050";"36.90093";"43.05038";"26.00537";"19.82262";"36.81500";"43.04299";"29.06888";"37.05521";"26.08090";"39.59206";"40.46838";"35.62074";"19.27094";"40.05924";"44.49039";"27.98584";"13.62283"
"10am";"36.47064";"31.73765";"27.90510";"33.75452";"27.72897";"31.01298";"36.00104";"20.25325";"30.70232";"20.74271";"26.65442";"13.33103";"27.49770";"35.19697";"41.15394";"42.75645";"26.12875";"20.09347";"35.80775";"44.53277";"23.96503";"36.86908";"27.37629";"43.66631";"39.32700";"35.37443";"21.25271";"41.16174";"41.92786";"29.24381";"14.10239"
"11am";"35.34029";"32.31413";"29.12448";"33.68312";"26.00603";"34.40359";"42.19939";"17.66567";"31.05281";"22.48943";"29.65506";"13.07442";"23.69288";"33.43302";"32.29135";"42.70640";"26.82323";"21.96569";"38.42445";"45.06100";"29.25593";"37.69096";"30.62637";"40.97344";"39.38698";"37.51128";"19.66191";"37.21035";"42.74751";"29.54664";"13.99928"
"12am";"32.359261";"29.762466";"29.617282";"27.051019";"26.073094";"31.021471";"42.869013";"18.933184";"32.626301";"23.653417";"30.608261";" 9.990272";"18.310072";"40.281623";"37.441937";"41.622961";"27.867493";"23.064865";"34.348470";"41.680312";"30.908855";"41.215118";"30.732581";"44.371868";"38.955307";"40.944948";"22.911074";"35.423167";"40.582378";"29.884563";"13.513311"
"1pm";"30.22817";"32.51724";"29.48666";"32.75889";"27.18851";"30.49769";"45.97129";"18.67857";"33.31575";"22.40719";"29.30070";"11.20172";"24.64360";"35.77385";"37.99798";"43.96521";"27.63480";"24.39621";"32.80643";"44.44007";"29.67030";"40.52808";"33.19009";"41.30006";"40.19129";"38.97496";"22.41873";"32.29465";"44.75909";"29.13375";"15.40123"
"2pm";"28.669255";"31.023066";"28.122981";"37.807919";"26.685989";"31.835168";"41.776347";"16.320597";"29.462753";"22.805757";"30.208339";" 6.823284";"22.297021";"34.272740";"33.848785";"42.076184";"25.355458";"23.320844";"32.013259";"45.383885";"29.007809";"43.243635";"30.901638";"39.559483";"43.419635";"35.473434";"22.907718";"34.458540";"45.621734";"31.938847";"15.891484"
"3pm";"29.771033";"31.533315";"30.098360";"32.702008";"21.556530";"33.671927";"38.139478";"17.595239";"31.544571";"21.332823";"32.591894";" 7.408712";"24.669089";"33.292625";"32.507705";"43.124097";"24.475770";"23.309216";"33.156580";"44.728599";"27.126496";"43.221374";"32.225438";"39.077763";"43.501646";"37.935551";"23.006536";"39.543303";"46.092532";"32.235084";"15.986941"
"4pm";"28.174064";"32.034578";"32.211129";"33.900191";"17.989228";"37.182568";"32.165335";"14.189549";"30.662725";"26.620598";"28.955207";" 7.205324";"21.384088";"33.479454";"33.917988";"39.532384";"23.436768";"26.374381";"31.862128";"42.939779";"28.075408";"45.102622";"37.395272";"39.649334";"43.060639";"41.134221";"25.730460";"39.054105";"42.564387";"33.593902";"15.540638"
